Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Mitochondrial Membrane Organization (GO:0007006)	4/32	0.00780711660017261	0.06886898622942686	0	0	5.643291799478412	27.385312591902032	BCL2;PPIF;BAK1;SLC25A4
Peptidyl-Serine Phosphorylation (GO:0018105)	6/70	0.007831762924109437	0.06886898622942686	0	0	3.7116216904276986	17.999760458046556	PRKCD;CDK2;PDK3;PRKCA;PCK1;MARK2
Positive Regulation of Endothelial Cell Proliferation (GO:0001938)	6/70	0.007831762924109437	0.06886898622942686	0	0	3.7116216904276986	17.999760458046556	NR4A1;PDGFB;HMOX1;PRKCA;F3;VEGFA
Regulation of Leukocyte Chemotaxis (GO:0002688)	3/17	0.008000910319892184	0.06923962391119394	0	0	8.453875072296125	40.81699923340123	LYN;IL6;EDN2
Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	3/17	0.008000910319892184	0.06923962391119394	0	0	8.453875072296125	40.81699923340123	EXT1;NDST2;NDST1
miRNA-mediated Gene Silencing by Inhibition of Translation (GO:0035278)	3/17	0.008000910319892184	0.06923962391119394	0	0	8.453875072296125	40.81699923340123	ZFP36;AGO4;AGO2
Negative Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706)	3/17	0.008000910319892184	0.06923962391119394	0	0	8.453875072296125	40.81699923340123	CDKN1B;TGFB3;SOD2
Positive Regulation of Leukocyte Adhesion to Vascular Endothelial Cell (GO:1904996)	3/17	0.008000910319892184	0.06923962391119394	0	0	8.453875072296125	40.81699923340123	IL6;ETS1;CHST2
Phagocytosis (GO:0006909)	6/71	0.008380027134197	0.07229099356905389	0	0	3.654331818893937	17.474664404450973	SRPX;TYRO3;MYH9;CLCN2;TGM2;JMJD6
Regulation of Lipid Metabolic Process (GO:0019216)	5/51	0.008524590819673172	0.0723400937566014	0	0	4.298559561682573	20.48177769416246	CAV1;IRS2;RORA;EDF1;PCK1
Blood Vessel Morphogenesis (GO:0048514)	5/51	0.008524590819673172	0.0723400937566014	0	0	4.298559561682573	20.48177769416246	LOX;CAV1;RBPJ;NKX2-5;VEGFA
Regulation of Glial Cell Apoptotic Process (GO:0034350)	2/6	0.008651089715573022	0.0723400937566014	0	0	19.695959595959597	93.55718654772363	PRKCD;PRKCA
Aldehyde Biosynthetic Process (GO:0046184)	2/6	0.008651089715573022	0.0723400937566014	0	0	19.695959595959597	93.55718654772363	KDM3A;TPI1
Response to UV-C (GO:0010225)	2/6	0.008651089715573022	0.0723400937566014	0	0	19.695959595959597	93.55718654772363	ERCC5;POLH
Desmosome Assembly (GO:0002159)	2/6	0.008651089715573022	0.0723400937566014	0	0	19.695959595959597	93.55718654772363	PKP1;PRKCA
Morphogenesis of an Endothelium (GO:0003159)	2/6	0.008651089715573022	0.0723400937566014	0	0	19.695959595959597	93.55718654772363	BSG;RHOB
Negative Regulation of Telomere Capping (GO:1904354)	2/6	0.008651089715573022	0.0723400937566014	0	0	19.695959595959597	93.55718654772363	ERCC4;ERCC1
Positive Regulation of Trophoblast Cell Migration (GO:1901165)	2/6	0.008651089715573022	0.0723400937566014	0	0	19.695959595959597	93.55718654772363	AGO2;VEGFA
Regulation of acetyl-CoA Biosynthetic Process From Pyruvate (GO:0010510)	2/6	0.008651089715573022	0.0723400937566014	0	0	19.695959595959597	93.55718654772363	PGK1;PDK3
Ub-dep Prot Cat Proc via Multivsiclr Bdy Sorting Pway (GO:0043162)	4/33	0.008712902674098078	0.07263416724645676	0	0	5.44841575155627	25.841565047033825	TSG101;VPS37D;VPS37B;VPS28
Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:0008630)	5/52	0.009243565939893615	0.07624982766140441	0	0	4.20688462203771	19.704322065225526	BCL2L11;DDIT4;BCL2;BAK1;TP53
Positive Regulation of Epithelial Cell Proliferation (GO:0050679)	8/118	0.00930310607411116	0.07624982766140441	0	0	2.8842535787321064	13.490827729302756	NR4A1;PDGFB;PRKCA;SRSF6;F3;EGFR;NME1;VEGFA
Regulation of Exosomal Secretion (GO:1903541)	3/18	0.009426335994825124	0.07624982766140441	0	0	7.889878542510122	36.80034867819232	SDCBP;TSG101;SDC4
SMAD Protein Signal Transduction (GO:0060395)	3/18	0.009426335994825124	0.07624982766140441	0	0	7.889878542510122	36.80034867819232	JUN;FOS;SMAD5
Cardiac Atrium Morphogenesis (GO:0003209)	3/18	0.009426335994825124	0.07624982766140441	0	0	7.889878542510122	36.80034867819232	BMP2;SHOX2;NKX2-5
Negative Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102)	3/18	0.009426335994825124	0.07624982766140441	0	0	7.889878542510122	36.80034867819232	PPP1R15A;HSPA5;TMBIM6
Positive Regulation of Glucose Metabolic Process (GO:0010907)	3/18	0.009426335994825124	0.07624982766140441	0	0	7.889878542510122	36.80034867819232	DDB1;IRS2;PPARGC1A
Positive Regulation of Homotypic Cell-Cell Adhesion (GO:0034112)	3/18	0.009426335994825124	0.07624982766140441	0	0	7.889878542510122	36.80034867819232	IL6;PLAUR;IL6ST
Positive Regulation of Muscle Hypertrophy (GO:0014742)	3/18	0.009426335994825124	0.07624982766140441	0	0	7.889878542510122	36.80034867819232	PRKCA;ARRB2;IL6ST
Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991)	3/18	0.009426335994825124	0.07624982766140441	0	0	7.889878542510122	36.80034867819232	LYN;EFNA1;EFNA3
Regulation of MAP Kinase Activity (GO:0043405)	6/73	0.009558262858207881	0.07708823831797243	0	0	3.5448825120831686	16.48494183003143	LYN;TSG101;HYAL2;FGF18;PDGFB;RASGRP1
Integrated Stress Response Signaling (GO:0140467)	4/34	0.009684666741863919	0.07742053237044294	0	0	5.266531440162272	24.422019592937527	JUN;DDIT3;CEBPG;FOS
Liver Development (GO:0001889)	4/34	0.009684666741863919	0.07742053237044294	0	0	5.266531440162272	24.422019592937527	IL6;CITED2;CEBPG;PCK1
Regulation of Cardiac Muscle Contraction (GO:0055117)	4/34	0.009684666741863919	0.07742053237044294	0	0	5.266531440162272	24.422019592937527	PDE4B;STC1;PRKCA;NKX2-5
Regulation of DNA-templated Transcription (GO:0006355)	70/2139	0.010001934427799668	0.07972302119936227	0	0	1.3813594910030187	6.361128355920693	CDKN1C;RET;BTG1;CDKN1B;CITED2;ZNF292;ONECUT1;RORA;ENO1;RBPJ;NR3C1;ETS1;ELOA;KCNH2;EDF1;FOS;SAP30;JMJD6;HOXB9;DDIT3;IRF1;HCLS1;TP53;ATF3;KDM3A;SHOX2;CEBPG;TAF9;TGFBRAP1;PDGFB;SUPT4H1;WIZ;XPC;FOXO3;RXRB;ZNF707;POLR2A;NFIL3;CREG1;MXI1;HMOX1;MSX1;VHL;NKX2-5;E2F5;PPARGC1A;POLR2K;JUN;BRF2;TAF12;TGFB3;TAF10;CDC5L;GTF2H1;SOD2;SMAD5;FOSL2;VEGFA;KLF7;NR4A1;KLF6;IL6;BMP2;LHX2;POLR3C;MAFF;BHLHE40;ERCC2;FOSB;TAF6
Regulation of ERK1 and ERK2 Cascade (GO:0070372)	12/223	0.010175182592358362	0.08086748614218336	0	0	2.2622172277324473	10.37860834729897	LYN;BMP2;PDGFB;GCNT2;ACKR3;PRKCA;CCN2;ARRB2;RASGRP1;EGFR;ICAM1;VEGFA
Heart Development (GO:0007507)	10/171	0.010605349742590062	0.08404123080901311	0	0	2.4668715803435917	11.21537684298806	BMP2;PDLIM3;CDKN1B;CITED2;NTRK3;PDGFB;GPC3;RBPJ;NKX2-5;VEGFA
Regulation of Protein Localization to Membrane (GO:1905475)	4/35	0.010724156010098575	0.08439308990009989	0	0	5.096381600471112	23.11339783588187	MMP14;GPC1;GPC3;PKP1
Regulation of Vasculature Development (GO:1901342)	4/35	0.010724156010098575	0.08439308990009989	0	0	5.096381600471112	23.11339783588187	IL6;CXCR4;HMOX1;ETS1
Peptidyl-Serine Modification (GO:0018209)	6/75	0.010850036320331932	0.08439308990009989	0	0	3.4417780926237493	15.569182125591578	PRKCD;CDK2;PDK3;PRKCA;PCK1;MARK2
Negative Regulation of Wnt Signaling Pathway (GO:0030178)	9/146	0.0108591984486774	0.08439308990009989	0	0	2.6070061026684215	11.790818014892638	IGFBP1;BMP2;DDIT3;CAV1;SIAH2;TPBG;IGFBP2;NKX2-5;RBX1
Regulation of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567)	3/19	0.010990296006799507	0.08439308990009989	0	0	7.396381578947368	33.363173301933735	IGFBP1;IGFBP3;IGFBP2
Cardiac Epithelial to Mesenchymal Transition (GO:0060317)	3/19	0.010990296006799507	0.08439308990009989	0	0	7.396381578947368	33.363173301933735	OLFM1;BMP2;RBPJ
Regulation of Smooth Muscle Cell Migration (GO:0014910)	3/19	0.010990296006799507	0.08439308990009989	0	0	7.396381578947368	33.363173301933735	IGFBP3;SERPINE1;PDGFB
Response to Fibroblast Growth Factor (GO:0071774)	3/19	0.010990296006799507	0.08439308990009989	0	0	7.396381578947368	33.363173301933735	NR4A1;ZFP36;HYAL2
Dopamine Metabolic Process (GO:0042417)	3/19	0.010990296006799507	0.08439308990009989	0	0	7.396381578947368	33.363173301933735	SULT1A1;GCH1;MAOA
Nucleoside Phosphate Biosynthetic Process (GO:1901293)	3/19	0.010990296006799507	0.08439308990009989	0	0	7.396381578947368	33.363173301933735	AK3;NME3;AK4
Protein Localization to Endoplasmic Reticulum (GO:0070972)	3/19	0.010990296006799507	0.08439308990009989	0	0	7.396381578947368	33.363173301933735	BCAP31;PPP1R15A;HSPA5
Glycoprotein Biosynthetic Process (GO:0009101)	6/76	0.011540192143954102	0.08637169015159879	0	0	3.392435263311027	15.136772605323632	CANT1;DAD1;GCNT2;B3GALT6;ATP7A;LARGE1
Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900015)	5/55	0.011648863183394455	0.08637169015159879	0	0	3.9538617886178864	17.60475419810424	NFKBIA;ZFP36;IL6;HMOX1;PRKCA
Response to Cytokine (GO:0034097)	8/123	0.011778089882776005	0.08637169015159879	0	0	2.7581399484306925	12.250317920515762	GCH1;CASP3;TAF9;BCL2;HCLS1;CXCR4;PRKCA;IL6ST
Regulation of Cold-Induced Thermogenesis (GO:0120161)	9/148	0.01179919168040278	0.08637169015159879	0	0	2.5692298620120297	11.40667212609814	PLAC8;KDM3A;DDIT3;CAV1;PLCL1;CXCR4;RBPJ;PPARGC1A;VEGFA
Carboxylic Acid Metabolic Process (GO:0019752)	4/36	0.011833023030664374	0.08637169015159879	0	0	4.936866125760649	21.904189241023953	GRHPR;SLC2A1;SLC2A3;PCK1
ER Overload Response (GO:0006983)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	DDIT3;TP53
IMP Biosynthetic Process (GO:0006188)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	AMPD3;HPRT1
Catecholamine Catabolic Process (GO:0042424)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	SULT1A1;MAOA
Response to Hydroperoxide (GO:0033194)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	GPX3;PRKCD
Detection of Molecule of Bacterial Origin (GO:0032490)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	NR4A1;SCARB1
Dopamine Catabolic Process (GO:0042420)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	SULT1A1;MAOA
Spleen Development (GO:0048536)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	CITED2;NKX2-5
Fructose Transmembrane Transport (GO:0015755)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	SLC2A3;SLC2A5
Gamma-Aminobutyric Acid Transport (GO:0015812)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	SLC6A6;SLC6A12
Hair Cell Differentiation (GO:0035315)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	ERCC3;ERCC2
miRNA-mediated Gene Silencing by mRNA Destabilization (GO:0035279)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	AGO4;AGO2
Monosaccharide Metabolic Process (GO:0005996)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	SLC2A1;SLC2A3
Negative Regulation of Glial Cell Apoptotic Process (GO:0034351)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	PRKCD;PRKCA
Neurotrophin TRK Receptor Signaling Pathway (GO:0048011)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	CASP3;DDIT4
Positive Regulation of IRE1-mediated Unfolded Protein Response (GO:1903896)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	BCL2L11;BAK1
+ Reg of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Sgnlng Pway (GO:1902237)	2/7	0.011913336572634317	0.08637169015159879	0	0	15.755959595959595	69.80042596661903	BCL2L11;DDIT3
Regulation of Translation (GO:0006417)	11/201	0.012064870941852523	0.08723829757954901	0	0	2.3006606021225906	10.163069918446304	PPP1R15A;BTG2;IL6;EIF5;NCBP2;AGO2;UPF3B;TYMS;FOXO3;EIF1B;GAPDH
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558)	11/202	0.012484790363117818	0.08965458467733561	0	0	2.2884967573740114	10.031040016023882	OLFM1;BMP2;TIPARP;CITED2;STC2;NOCT;PDGFB;MSX1;VHL;SMAD5;VEGFA
Positive Regulation of Leukocyte Chemotaxis (GO:0002690)	5/56	0.012536808003319744	0.08965458467733561	0	0	3.876135820181731	16.973933349927396	IL6;EDN2;SERPINE1;PGF;VEGFA
Regulation of Collagen Biosynthetic Process (GO:0032965)	3/20	0.012695036568397485	0.08965458467733561	0	0	6.960943081686116	30.395265523578498	IL6;PRDX5;TGFB3
Regulation of Endopeptidase Activity (GO:0052548)	3/20	0.012695036568397485	0.08965458467733561	0	0	6.960943081686116	30.395265523578498	SERPINE1;FURIN;GAPDH
Alternative mRNA Splicing, via Spliceosome (GO:0000380)	3/20	0.012695036568397485	0.08965458467733561	0	0	6.960943081686116	30.395265523578498	NCBP2;HNRNPU;SRSF6
Atrioventricular Valve Morphogenesis (GO:0003181)	3/20	0.012695036568397485	0.08965458467733561	0	0	6.960943081686116	30.395265523578498	EFNA1;OLFM1;BMP2
Response to Fatty Acid (GO:0070542)	3/20	0.012695036568397485	0.08965458467733561	0	0	6.960943081686116	30.395265523578498	PRKCD;PDK3;FOXO3
Positive Regulation of Cardiac Muscle Hypertrophy (GO:0010613)	3/20	0.012695036568397485	0.08965458467733561	0	0	6.960943081686116	30.395265523578498	PRKCA;ARRB2;IL6ST
Positive Regulation of Protein Processing (GO:0010954)	3/20	0.012695036568397485	0.08965458467733561	0	0	6.960943081686116	30.395265523578498	ANXA2;MYH9;ENO1
Cellular Response to Growth Factor Stimulus (GO:0071363)	9/150	0.012798667779968888	0.09015288984029764	0	0	2.5325252877572377	11.037794158705767	NR4A1;ZFP36;BMP2;HYAL2;NTRK3;PDGFB;NR3C1;EGFR;VEGFA
Regulation of Receptor Internalization (GO:0002090)	4/37	0.013012824300414057	0.0911901260743669	0	0	4.787018255578094	20.78437123445398	SDCBP;ANXA2;ARRB2;VEGFA
Nucleobase-Containing Compound Metabolic Process (GO:0006139)	4/37	0.013012824300414057	0.0911901260743669	0	0	4.787018255578094	20.78437123445398	NUDT9;DUT;TK2;POLR1H
Myeloid Cell Differentiation (GO:0030099)	5/57	0.013469466733598173	0.09366777121374648	0	0	3.8013993120700436	16.373880837119668	LYN;CDKN2B;CASP3;HCLS1;INHA
Negative Regulation of Response to Stimulus (GO:0048585)	5/57	0.013469466733598173	0.09366777121374648	0	0	3.8013993120700436	16.373880837119668	LYN;KLF7;IGFBP3;VHL;RBX1
Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535)	5/57	0.013469466733598173	0.09366777121374648	0	0	3.8013993120700436	16.373880837119668	FGF18;PDGFB;PRKCA;ETS1;VEGFA
DNA Damage Checkpoint Signaling (GO:0000077)	4/38	0.014265019225842982	0.09844668964467841	0	0	4.645984965994511	19.745180327995705	H2AX;LYN;RRAD;CDC5L
Regulation of Erythrocyte Differentiation (GO:0045646)	4/38	0.014265019225842982	0.09844668964467841	0	0	4.645984965994511	19.745180327995705	LYN;ZFP36;FOXO3;ETS1
Positive Regulation of Exocytosis (GO:0045921)	4/38	0.014265019225842982	0.09844668964467841	0	0	4.645984965994511	19.745180327995705	SDCBP;TSG101;SDC4;RAB27A
DNA Replication Initiation (GO:0006270)	3/21	0.014542361051419078	0.09910619056542101	0	0	6.573886639676114	27.812072765729102	POLA1;POLA2;PRIM1
Regulation of Epithelial Cell Differentiation (GO:0030856)	3/21	0.014542361051419078	0.09910619056542101	0	0	6.573886639676114	27.812072765729102	KLF7;CAV1;MAFF
NADP Metabolic Process (GO:0006739)	3/21	0.014542361051419078	0.09910619056542101	0	0	6.573886639676114	27.812072765729102	PRDX5;NOCT;FMO1
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	3/21	0.014542361051419078	0.09910619056542101	0	0	6.573886639676114	27.812072765729102	BCL2;BAK1;TGM2
Negative Regulation of ERBB Signaling Pathway (GO:1901185)	3/21	0.014542361051419078	0.09910619056542101	0	0	6.573886639676114	27.812072765729102	ERRFI1;TSG101;EGFR
Positive Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001238)	4/39	0.015590969405647727	0.10288387640758746	0	0	4.513010721529992	18.778923812073792	RET;HYAL2;CAV1;BID
Positive Regulation of Neuron Apoptotic Process (GO:0043525)	4/39	0.015590969405647727	0.10288387640758746	0	0	4.513010721529992	18.778923812073792	CASP6;CASP3;DDIT3;FOXO3
Regulation of Epidermis Development (GO:0045682)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	KLF7;MAFF
GMP Metabolic Process (GO:0046037)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	GMPR2;HPRT1
Regulation of Pinocytosis (GO:0048548)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	CAV1;PPT1
Cellular Response to Epinephrine Stimulus (GO:0071872)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	PDE4B;PRKCA
Regulation of Urine Volume (GO:0035809)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	HYAL2;ADM
Co-Transcriptional mRNA 3'-End Processing, Cleavage and Polyadenylation Pathway (GO:0180010)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	NUDT21;CSTF3
snRNA Transcription by RNA Polymerase III (GO:0042796)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	SNAPC5;SNAPC4
Taurine Metabolic Process (GO:0019530)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	FMO1;CDO1
Galactose Catabolic Process (GO:0019388)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	PGM1;GALK1
Mitochondrial DNA Replication (GO:0006264)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	POLG2;RRM2B
Negative Regulation of Leukocyte Proliferation (GO:0070664)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	LYN;TNFAIP3
+ Reg of Blood Vessel Endothelial Cell Proliferation Inv in Sprouting Angiogenesis (GO:1903589)	2/8	0.015625064135268235	0.10288387640758746	0	0	13.12929292929293	54.6031403689744	HMOX1;VEGFA
D-glucose Transmembrane Transport (GO:1904659)	3/22	0.016533656547381814	0.1078111882067016	0	0	6.227572981035585	25.547728763076318	SLC2A1;SLC2A3;SLC2A5
Hexose Transmembrane Transport (GO:0008645)	3/22	0.016533656547381814	0.1078111882067016	0	0	6.227572981035585	25.547728763076318	SLC2A1;SLC2A3;SLC2A5
Mammary Gland Development (GO:0030879)	3/22	0.016533656547381814	0.1078111882067016	0	0	6.227572981035585	25.547728763076318	TGFB3;CAV1;VEGFA
Nitric Oxide Metabolic Process (GO:0046209)	3/22	0.016533656547381814	0.1078111882067016	0	0	6.227572981035585	25.547728763076318	CYB5B;GCH1;CAV1
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	14/296	0.01660470126585618	0.1078111882067016	0	0	1.9756398396546409	8.096309201804235	LYN;RET;NTRK3;PDGFB;IRS2;RORA;PGF;VEGFA;EFNA1;EFNA3;CASP3;DDIT4;FGF18;TYRO3
Regulation of Macroautophagy (GO:0016241)	7/106	0.016610674631993644	0.1078111882067016	0	0	2.8	11.473587272469489	BNIP3L;CASP3;PRKCA;SUPT5H;GAPDH;ATP6V1C1;DCN
Negative Regulation of Cell Migration (GO:0030336)	10/184	0.0169876611071357	0.10976308910150481	0	0	2.281030942434327	9.295812442492894	CITED2;IGFBP3;HYAL2;SERPINE1;STC1;HMOX1;FOXO3;DCN;SAP30;RHOB
Negative Regulation of Cell-Cell Adhesion (GO:0022408)	4/40	0.016991938224811088	0.10976308910150481	0	0	4.387423935091278	17.878823916579687	BMP2;EPCAM;B4GALNT2;VEGFA
Negative Regulation of Intracellular Signal Transduction (GO:1902532)	14/297	0.017045573967863707	0.10984925445956611	0	0	1.968556357863471	8.015695144095861	LYN;CAV1;PRKCD;PLAUR;TNFAIP3;RORA;ARRB2;TARBP2;NFKBIA;DDIT3;HYAL2;DDIT4;PPIF;BCL2
Circulatory System Development (GO:0072359)	8/132	0.017405227548354957	0.11190247711513117	0	0	2.5567649581106933	10.357415686071635	BMP2;PDLIM3;CDKN1B;CITED2;NTRK3;PDGFB;RBPJ;NKX2-5
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	13/270	0.018003514779444313	0.11547666185591811	0	0	2.0114319709296717	8.08030092882075	CANT1;TFRC;CAV1;TNFAIP3;RORA;ARRB2;VEGFA;RBX1;NFKBIA;HMOX1;S100A4;SQSTM1;GAPDH
Aortic Valve Development (GO:0003176)	4/41	0.018469090732173347	0.11763257321473025	0	0	4.268625623595198	17.03888813606574	EFNA1;BMP2;RBPJ;NKX2-5
Regulation of Protein Import Into Nucleus (GO:0042306)	4/41	0.018469090732173347	0.11763257321473025	0	0	4.268625623595198	17.03888813606574	NFKBIA;HYAL2;PRKCD;HCLS1
Odontogenesis (GO:0042476)	4/41	0.018469090732173347	0.11763257321473025	0	0	4.268625623595198	17.03888813606574	BMP2;TGFB3;MSX1;AQP3
Regulatory ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194)	3/23	0.018669919270580624	0.1180839905605633	0	0	5.915890688259109	23.55022402178741	NCBP2;AGO4;AGO2
Negative Regulation of Interleukin-2 Production (GO:0032703)	3/23	0.018669919270580624	0.1180839905605633	0	0	5.915890688259109	23.55022402178741	ZFP36;TNFAIP3;PRKCA
Positive Regulation of Amide Metabolic Process (GO:0034250)	3/23	0.018669919270580624	0.1180839905605633	0	0	5.915890688259109	23.55022402178741	EFNA1;CASP3;PRKCD
protein-DNA Complex Assembly (GO:0065004)	5/62	0.01883491110416996	0.11884489967097135	0	0	3.4670517757809156	13.771279282911273	H2AX;RAD51;POLE3;SSRP1;GTF2H5
Negative Regulation of Multicellular Organismal Process (GO:0051241)	12/243	0.01887741803284321	0.11884489967097135	0	0	2.064212076583211	8.194486156564853	EFNA1;KLF7;APOM;DDIT3;CASP3;PLCL1;STC1;ADM;RBPJ;SRSF6;EGFR;SAP30
Response to Lipopolysaccharide (GO:0032496)	9/161	0.019453782843862486	0.11944842689983638	0	0	2.347915767903365	9.250116004460082	SCARB1;NR4A1;ZFP36;IL6;GCH1;NOCT;SERPINE1;PDE4B;TNFAIP3
Regulation of Canonical Wnt Signaling Pathway (GO:0060828)	11/216	0.0196008578064728	0.11944842689983638	0	0	2.130663454782696	8.378156374302556	IGFBP1;BMP2;DDIT3;SIAH2;CAV1;TPBG;IGFBP2;GPC3;NKX2-5;EGFR;RBX1
B Cell Homeostasis (GO:0001782)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	LYN;TNFAIP3
IMP Metabolic Process (GO:0046040)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	AMPD3;HPRT1
T-helper 17 Cell Lineage Commitment (GO:0072540)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	IL6;IL6ST
Regulation of Odontoblast Differentiation (GO:1901329)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	SERPINE1;MSX1
Regulation of Transmembrane Transporter Activity (GO:0022898)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	BCL2;PPIF
Regulation of Vascular Wound Healing (GO:0061043)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	SERPINE1;TNFAIP3
Endothelial Cell Chemotaxis (GO:0035767)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	NR4A1;VEGFA
High-Density Lipoprotein Particle Assembly (GO:0034380)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	APOM;PRKCA
Mitochondrial Protein Catabolic Process (GO:0035694)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	BNIP3L;PRKCA
Negative Regulation of PERK-mediated Unfolded Protein Response (GO:1903898)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	PPP1R15A;HSPA5
Negative Regulation of Bone Resorption (GO:0045779)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	IL6;TNFAIP3
Negative Regulation of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	ERRFI1;TSG101
Nucleoside Metabolic Process (GO:0009116)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	NT5C3A;NME4
Positive Regulation of Protein Autophosphorylation (GO:0031954)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	PDGFB;VEGFA
Protein Localization to Microtubule (GO:0035372)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	MPG;HNRNPU
Regulation of Actin Filament-Based Movement (GO:1903115)	2/9	0.019762010466554004	0.11944842689983638	0	0	11.253102453102453	44.15710479215249	PDE4B;STC1
Membrane Fission (GO:0090148)	4/42	0.020023493780393805	0.12054970154836002	0	0	4.1560798548094375	16.253800768272406	TSG101;VPS37D;VPS37B;VPS28
Positive Regulation of Interleukin-8 Production (GO:0032757)	5/63	0.020054260432698527	0.12054970154836002	0	0	3.407099803756658	13.319421794928768	IL6;HYAL2;DDIT3;SERPINE1;F3
Macromolecule Biosynthetic Process (GO:0009059)	10/189	0.020076876193307207	0.12054970154836002	0	0	2.21674142222936	8.663439042934966	EXT1;ALAS1;MRPL40;COL5A1;AGO2;PDGFB;LARGE1;MRPL23;INHA;TGM2
Apoptotic Cell Clearance (GO:0043277)	3/24	0.02095177879263767	0.12525120392265415	0	0	5.633892423366108	21.777989923948148	SCARB1;TYRO3;TGM2
Positive Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742)	3/24	0.02095177879263767	0.12525120392265415	0	0	5.633892423366108	21.777989923948148	RALA;PDE6G;PLAUR
