Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
peptide metabolic process (GO:0006518)	63	3	1.58	+	1.90	0.211	1.0	GO:0006518
ribosome disassembly (GO:0032790)	42	2	1.06	+	1.90	0.285	1.0	GO:0032790
negative regulation of signal transduction by p53 class mediator (GO:1901797)	42	2	1.06	+	1.90	0.285	1.0	GO:1901797
regulation of interferon-beta production (GO:0032648)	63	3	1.58	+	1.90	0.211	1.0	GO:0032648
cellular pigmentation (GO:0033059)	63	3	1.58	+	1.90	0.211	1.0	GO:0033059
protein N-linked glycosylation via asparagine (GO:0018279)	42	2	1.06	+	1.90	0.285	1.0	GO:0018279
regulation of DNA-templated DNA replication (GO:0090329)	42	2	1.06	+	1.90	0.285	1.0	GO:0090329
metaphase chromosome alignment (GO:0051310)	84	4	2.11	+	1.90	0.161	1.0	GO:0051310
spleen development (GO:0048536)	42	2	1.06	+	1.90	0.285	1.0	GO:0048536
regulation of lymphocyte apoptotic process (GO:0070228)	63	3	1.58	+	1.90	0.211	1.0	GO:0070228
heparan sulfate proteoglycan metabolic process (GO:0030201)	42	2	1.06	+	1.90	0.285	1.0	GO:0030201
regulation of muscle hypertrophy (GO:0014743)	63	3	1.58	+	1.90	0.211	1.0	GO:0014743
heart valve morphogenesis (GO:0003179)	63	3	1.58	+	1.90	0.211	1.0	GO:0003179
spermatid differentiation (GO:0048515)	254	12	6.38	+	1.88	0.039	1.0	GO:0048515
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	106	5	2.66	+	1.88	0.196	1.0	GO:2000060
blood coagulation (GO:0007596)	191	9	4.8	+	1.88	0.0601	1.0	GO:0007596
regulation of interleukin-8 production (GO:0032677)	85	4	2.14	+	1.87	0.166	1.0	GO:0032677
heart looping (GO:0001947)	64	3	1.61	+	1.87	0.217	1.0	GO:0001947
translational elongation (GO:0006414)	64	3	1.61	+	1.87	0.217	1.0	GO:0006414
neuron cellular homeostasis (GO:0070050)	64	3	1.61	+	1.87	0.217	1.0	GO:0070050
regulation of pH (GO:0006885)	107	5	2.69	+	1.86	0.198	1.0	GO:0006885
regulation of actin filament-based movement (GO:1903115)	43	2	1.08	+	1.85	0.294	1.0	GO:1903115
regulation of systemic arterial blood pressure by hormone (GO:0001990)	43	2	1.08	+	1.85	0.294	1.0	GO:0001990
female meiotic nuclear division (GO:0007143)	43	2	1.08	+	1.85	0.294	1.0	GO:0007143
positive regulation of interferon-beta production (GO:0032728)	43	2	1.08	+	1.85	0.294	1.0	GO:0032728
embryonic cranial skeleton morphogenesis (GO:0048701)	43	2	1.08	+	1.85	0.294	1.0	GO:0048701
regulation of T cell apoptotic process (GO:0070232)	43	2	1.08	+	1.85	0.294	1.0	GO:0070232
regulation of GTPase activity (GO:0043087)	129	6	3.24	+	1.85	0.144	1.0	GO:0043087
regulation of hippo signaling (GO:0035330)	43	2	1.08	+	1.85	0.294	1.0	GO:0035330
regulation of cilium movement (GO:0003352)	43	2	1.08	+	1.85	0.294	1.0	GO:0003352
signal transduction in response to DNA damage (GO:0042770)	151	7	3.79	+	1.85	0.108	1.0	GO:0042770
endothelium development (GO:0003158)	108	5	2.71	+	1.84	0.2	1.0	GO:0003158
homotypic cell-cell adhesion (GO:0034109)	65	3	1.63	+	1.84	0.224	1.0	GO:0034109
glucose metabolic process (GO:0006006)	130	6	3.27	+	1.84	0.146	1.0	GO:0006006
negative regulation of muscle cell differentiation (GO:0051148)	65	3	1.63	+	1.84	0.224	1.0	GO:0051148
negative regulation of small GTPase mediated signal transduction (GO:0051058)	65	3	1.63	+	1.84	0.224	1.0	GO:0051058
regulation of microtubule polymerization (GO:0031113)	65	3	1.63	+	1.84	0.224	1.0	GO:0031113
regulation of myeloid leukocyte differentiation (GO:0002761)	130	6	3.27	+	1.84	0.146	1.0	GO:0002761
organelle transport along microtubule (GO:0072384)	87	4	2.19	+	1.83	0.175	1.0	GO:0072384
spinal cord development (GO:0021510)	109	5	2.74	+	1.83	0.202	1.0	GO:0021510
mitochondrial translation (GO:0032543)	109	5	2.74	+	1.83	0.202	1.0	GO:0032543
regulation of proteolysis involved in protein catabolic process (GO:1903050)	240	11	6.03	+	1.82	0.0564	1.0	GO:1903050
import into nucleus (GO:0051170)	131	6	3.29	+	1.82	0.148	1.0	GO:0051170
innate immune response-activating signaling pathway (GO:0002758)	153	7	3.84	+	1.82	0.112	1.0	GO:0002758
hemostasis (GO:0007599)	197	9	4.95	+	1.82	0.101	1.0	GO:0007599
regulation of type I interferon-mediated signaling pathway (GO:0060338)	44	2	1.11	+	1.81	0.303	1.0	GO:0060338
positive regulation of lymphocyte migration (GO:2000403)	44	2	1.11	+	1.81	0.303	1.0	GO:2000403
regulation of tumor necrosis factor production (GO:0032680)	176	8	4.42	+	1.81	0.0879	1.0	GO:0032680
homeostasis of number of cells within a tissue (GO:0048873)	44	2	1.11	+	1.81	0.303	1.0	GO:0048873
regulation of nucleotide metabolic process (GO:0006140)	88	4	2.21	+	1.81	0.286	1.0	GO:0006140
negative chemotaxis (GO:0050919)	44	2	1.11	+	1.81	0.303	1.0	GO:0050919
sensory perception of bitter taste (GO:0050913)	44	2	1.11	+	1.81	0.303	1.0	GO:0050913
detection of chemical stimulus involved in sensory perception of taste (GO:0050912)	44	2	1.11	+	1.81	0.303	1.0	GO:0050912
negative regulation of synaptic transmission (GO:0050805)	44	2	1.11	+	1.81	0.303	1.0	GO:0050805
cellular response to vascular endothelial growth factor stimulus (GO:0035924)	44	2	1.11	+	1.81	0.303	1.0	GO:0035924
regulation of purine nucleotide metabolic process (GO:1900542)	88	4	2.21	+	1.81	0.286	1.0	GO:1900542
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	44	2	1.11	+	1.81	0.303	1.0	GO:0031146
positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	44	2	1.11	+	1.81	0.303	1.0	GO:1900026
regulation of lipid storage (GO:0010883)	44	2	1.11	+	1.81	0.303	1.0	GO:0010883
negative regulation of fatty acid metabolic process (GO:0045922)	44	2	1.11	+	1.81	0.303	1.0	GO:0045922
regulation of amyloid precursor protein catabolic process (GO:1902991)	44	2	1.11	+	1.81	0.303	1.0	GO:1902991
anterograde axonal transport (GO:0008089)	44	2	1.11	+	1.81	0.303	1.0	GO:0008089
positive regulation of tumor necrosis factor production (GO:0032760)	110	5	2.76	+	1.81	0.204	1.0	GO:0032760
regulation of vasoconstriction (GO:0019229)	66	3	1.66	+	1.81	0.23	1.0	GO:0019229
protein homotetramerization (GO:0051289)	66	3	1.66	+	1.81	0.23	1.0	GO:0051289
germ cell development (GO:0007281)	399	18	10.02	+	1.80	0.015	1.0	GO:0007281
endothelial cell differentiation (GO:0045446)	89	4	2.24	+	1.79	0.289	1.0	GO:0045446
regulation of hydrolase activity (GO:0051336)	178	8	4.47	+	1.79	0.0914	1.0	GO:0051336
cytoplasmic translation (GO:0002181)	134	6	3.37	+	1.78	0.155	1.0	GO:0002181
negative regulation of wound healing (GO:0061045)	67	3	1.68	+	1.78	0.237	1.0	GO:0061045
monocarboxylic acid biosynthetic process (GO:0072330)	179	8	4.5	+	1.78	0.0931	1.0	GO:0072330
endosomal transport (GO:0016197)	269	12	6.76	+	1.78	0.0482	1.0	GO:0016197
response to UV (GO:0009411)	157	7	3.94	+	1.77	0.12	1.0	GO:0009411
photoreceptor cell maintenance (GO:0045494)	45	2	1.13	+	1.77	0.313	1.0	GO:0045494
negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)	45	2	1.13	+	1.77	0.313	1.0	GO:0032435
regulation of calcium ion import (GO:0090279)	45	2	1.13	+	1.77	0.313	1.0	GO:0090279
multicellular organismal-level water homeostasis (GO:0050891)	45	2	1.13	+	1.77	0.313	1.0	GO:0050891
establishment of spindle orientation (GO:0051294)	45	2	1.13	+	1.77	0.313	1.0	GO:0051294
regulation of DNA binding (GO:0051101)	45	2	1.13	+	1.77	0.313	1.0	GO:0051101
amino acid activation (GO:0043038)	45	2	1.13	+	1.77	0.313	1.0	GO:0043038
nucleoside monophosphate biosynthetic process (GO:0009124)	45	2	1.13	+	1.77	0.313	1.0	GO:0009124
extracellular matrix disassembly (GO:0022617)	45	2	1.13	+	1.77	0.313	1.0	GO:0022617
regulation of Rho protein signal transduction (GO:0035023)	90	4	2.26	+	1.77	0.291	1.0	GO:0035023
maintenance of protein localization in organelle (GO:0072595)	45	2	1.13	+	1.77	0.313	1.0	GO:0072595
pattern recognition receptor signaling pathway (GO:0002221)	135	6	3.39	+	1.77	0.157	1.0	GO:0002221
regulation of proteasomal protein catabolic process (GO:0061136)	203	9	5.1	+	1.76	0.106	1.0	GO:0061136
regulation of tumor necrosis factor superfamily cytokine production (GO:1903555)	181	8	4.55	+	1.76	0.143	1.0	GO:1903555
positive regulation of translation (GO:0045727)	136	6	3.42	+	1.76	0.159	1.0	GO:0045727
protein localization to cilium (GO:0061512)	68	3	1.71	+	1.76	0.244	1.0	GO:0061512
regulation of epithelial cell migration (GO:0010632)	68	3	1.71	+	1.76	0.244	1.0	GO:0010632
phosphatidylcholine metabolic process (GO:0046470)	68	3	1.71	+	1.76	0.244	1.0	GO:0046470
membraneless organelle assembly (GO:0140694)	363	16	9.12	+	1.75	0.0268	1.0	GO:0140694
positive regulation of catalytic activity (GO:0043085)	295	13	7.41	+	1.75	0.0563	1.0	GO:0043085
regulation of G protein-coupled receptor signaling pathway (GO:0008277)	159	7	3.99	+	1.75	0.124	1.0	GO:0008277
negative regulation of response to wounding (GO:1903035)	91	4	2.29	+	1.75	0.294	1.0	GO:1903035
response to mechanical stimulus (GO:0009612)	228	10	5.73	+	1.75	0.0832	1.0	GO:0009612
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	114	5	2.86	+	1.75	0.214	1.0	GO:1903557
regulation of microtubule-based process (GO:0032886)	274	12	6.88	+	1.74	0.075	1.0	GO:0032886
cellular process involved in reproduction in multicellular organism (GO:0022412)	436	19	10.95	+	1.73	0.0192	1.0	GO:0022412
regulation of endocrine process (GO:0044060)	46	2	1.16	+	1.73	0.322	1.0	GO:0044060
somatic diversification of immunoglobulins (GO:0016445)	46	2	1.16	+	1.73	0.322	1.0	GO:0016445
vesicle transport along microtubule (GO:0047496)	46	2	1.16	+	1.73	0.322	1.0	GO:0047496
regulation of postsynapse assembly (GO:0150052)	46	2	1.16	+	1.73	0.322	1.0	GO:0150052
negative regulation of blood coagulation (GO:0030195)	46	2	1.16	+	1.73	0.322	1.0	GO:0030195
myeloid cell activation involved in immune response (GO:0002275)	69	3	1.73	+	1.73	0.251	1.0	GO:0002275
microtubule bundle formation (GO:0001578)	138	6	3.47	+	1.73	0.164	1.0	GO:0001578
endosome to lysosome transport (GO:0008333)	69	3	1.73	+	1.73	0.251	1.0	GO:0008333
determination of heart left/right asymmetry (GO:0061371)	69	3	1.73	+	1.73	0.251	1.0	GO:0061371
cardiac conduction (GO:0061337)	69	3	1.73	+	1.73	0.251	1.0	GO:0061337
heart process (GO:0003015)	115	5	2.89	+	1.73	0.217	1.0	GO:0003015
fat cell differentiation (GO:0045444)	139	6	3.49	+	1.72	0.167	1.0	GO:0045444
dendrite development (GO:0016358)	116	5	2.91	+	1.72	0.22	1.0	GO:0016358
energy homeostasis (GO:0097009)	93	4	2.34	+	1.71	0.299	1.0	GO:0097009
protein localization to mitochondrion (GO:0070585)	70	3	1.76	+	1.71	0.257	1.0	GO:0070585
embryonic heart tube morphogenesis (GO:0003143)	70	3	1.76	+	1.71	0.257	1.0	GO:0003143
cell junction assembly (GO:0034329)	304	13	7.64	+	1.70	0.0611	1.0	GO:0034329
chemotaxis (GO:0006935)	351	15	8.82	+	1.70	0.0548	1.0	GO:0006935
regulation of circadian rhythm (GO:0042752)	117	5	2.94	+	1.70	0.222	1.0	GO:0042752
multicellular organism growth (GO:0035264)	117	5	2.94	+	1.70	0.222	1.0	GO:0035264
positive regulation of hormone secretion (GO:0046887)	164	7	4.12	+	1.70	0.135	1.0	GO:0046887
regulation of acute inflammatory response (GO:0002673)	47	2	1.18	+	1.69	0.331	1.0	GO:0002673
regulation of cAMP/PKA signal transduction (GO:0141161)	47	2	1.18	+	1.69	0.331	1.0	GO:0141161
unsaturated fatty acid biosynthetic process (GO:0006636)	47	2	1.18	+	1.69	0.331	1.0	GO:0006636
protein targeting to vacuole (GO:0006623)	47	2	1.18	+	1.69	0.331	1.0	GO:0006623
catecholamine metabolic process (GO:0006584)	47	2	1.18	+	1.69	0.331	1.0	GO:0006584
neural crest cell differentiation (GO:0014033)	94	4	2.36	+	1.69	0.302	1.0	GO:0014033
negative regulation of nuclear division (GO:0051784)	47	2	1.18	+	1.69	0.331	1.0	GO:0051784
catechol-containing compound metabolic process (GO:0009712)	47	2	1.18	+	1.69	0.331	1.0	GO:0009712
endodermal cell differentiation (GO:0035987)	47	2	1.18	+	1.69	0.331	1.0	GO:0035987
response to exogenous dsRNA (GO:0043330)	47	2	1.18	+	1.69	0.331	1.0	GO:0043330
negative regulation of hemostasis (GO:1900047)	47	2	1.18	+	1.69	0.331	1.0	GO:1900047
positive regulation of mitotic nuclear division (GO:0045840)	47	2	1.18	+	1.69	0.331	1.0	GO:0045840
taxis (GO:0042330)	353	15	8.87	+	1.69	0.0554	1.0	GO:0042330
protein localization to nucleus (GO:0034504)	212	9	5.33	+	1.69	0.117	1.0	GO:0034504
regulation of interleukin-1 production (GO:0032652)	118	5	2.96	+	1.69	0.225	1.0	GO:0032652
regulation of organic acid transport (GO:0032890)	71	3	1.78	+	1.68	0.264	1.0	GO:0032890
sensory perception of taste (GO:0050909)	71	3	1.78	+	1.68	0.264	1.0	GO:0050909
regulation of microtubule cytoskeleton organization (GO:0070507)	166	7	4.17	+	1.68	0.202	1.0	GO:0070507
regulation of mitotic nuclear division (GO:0007088)	119	5	2.99	+	1.67	0.228	1.0	GO:0007088
nucleoside phosphate catabolic process (GO:1901292)	143	6	3.59	+	1.67	0.178	1.0	GO:1901292
regulation of T cell mediated cytotoxicity (GO:0001914)	48	2	1.21	+	1.66	0.34	1.0	GO:0001914
immunoglobulin production (GO:0002377)	48	2	1.21	+	1.66	0.34	1.0	GO:0002377
regulation of cell cycle checkpoint (GO:1901976)	48	2	1.21	+	1.66	0.34	1.0	GO:1901976
mesoderm formation (GO:0001707)	72	3	1.81	+	1.66	0.431	1.0	GO:0001707
response to amine (GO:0014075)	48	2	1.21	+	1.66	0.34	1.0	GO:0014075
intermediate filament cytoskeleton organization (GO:0045104)	96	4	2.41	+	1.66	0.308	1.0	GO:0045104
regulation of chemokine production (GO:0032642)	96	4	2.41	+	1.66	0.308	1.0	GO:0032642
glycosyl compound metabolic process (GO:1901657)	72	3	1.81	+	1.66	0.431	1.0	GO:1901657
genitalia development (GO:0048806)	48	2	1.21	+	1.66	0.34	1.0	GO:0048806
negative regulation of binding (GO:0051100)	48	2	1.21	+	1.66	0.34	1.0	GO:0051100
phospholipid catabolic process (GO:0009395)	48	2	1.21	+	1.66	0.34	1.0	GO:0009395
regulation of cellular pH (GO:0030641)	96	4	2.41	+	1.66	0.308	1.0	GO:0030641
nucleoside metabolic process (GO:0009116)	48	2	1.21	+	1.66	0.34	1.0	GO:0009116
regulation of keratinocyte proliferation (GO:0010837)	48	2	1.21	+	1.66	0.34	1.0	GO:0010837
protein localization to lysosome (GO:0061462)	48	2	1.21	+	1.66	0.34	1.0	GO:0061462
tissue regeneration (GO:0042246)	72	3	1.81	+	1.66	0.431	1.0	GO:0042246
positive regulation of epithelial cell migration (GO:0010634)	48	2	1.21	+	1.66	0.34	1.0	GO:0010634
regulation of ketone metabolic process (GO:0010565)	144	6	3.62	+	1.66	0.18	1.0	GO:0010565
regulation of inflammatory response to antigenic stimulus (GO:0002861)	48	2	1.21	+	1.66	0.34	1.0	GO:0002861
positive regulation of T cell mediated immunity (GO:0002711)	72	3	1.81	+	1.66	0.431	1.0	GO:0002711
cellular response to dopamine (GO:1903351)	48	2	1.21	+	1.66	0.34	1.0	GO:1903351
response to wounding (GO:0009611)	457	19	11.48	+	1.65	0.0325	1.0	GO:0009611
keratinocyte differentiation (GO:0030216)	145	6	3.64	+	1.65	0.183	1.0	GO:0030216
nerve development (GO:0021675)	97	4	2.44	+	1.64	0.311	1.0	GO:0021675
regulation of protein depolymerization (GO:1901879)	97	4	2.44	+	1.64	0.311	1.0	GO:1901879
primary neural tube formation (GO:0014020)	97	4	2.44	+	1.64	0.311	1.0	GO:0014020
intermediate filament-based process (GO:0045103)	97	4	2.44	+	1.64	0.311	1.0	GO:0045103
central nervous system neuron differentiation (GO:0021953)	243	10	6.1	+	1.64	0.142	1.0	GO:0021953
regulation of tissue remodeling (GO:0034103)	73	3	1.83	+	1.64	0.433	1.0	GO:0034103
acute inflammatory response (GO:0002526)	73	3	1.83	+	1.64	0.433	1.0	GO:0002526
cell-cell recognition (GO:0009988)	73	3	1.83	+	1.64	0.433	1.0	GO:0009988
mitochondrial gene expression (GO:0140053)	147	6	3.69	+	1.62	0.189	1.0	GO:0140053
CD4-positive, alpha-beta T cell differentiation involved in immune response (GO:0002294)	49	2	1.23	+	1.62	0.35	1.0	GO:0002294
positive regulation of mononuclear cell migration (GO:0071677)	98	4	2.46	+	1.62	0.315	1.0	GO:0071677
morphogenesis of a polarized epithelium (GO:0001738)	49	2	1.23	+	1.62	0.35	1.0	GO:0001738
dorsal/ventral pattern formation (GO:0009953)	98	4	2.46	+	1.62	0.315	1.0	GO:0009953
response to cadmium ion (GO:0046686)	49	2	1.23	+	1.62	0.35	1.0	GO:0046686
T-helper cell differentiation (GO:0042093)	49	2	1.23	+	1.62	0.35	1.0	GO:0042093
response to dopamine (GO:1903350)	49	2	1.23	+	1.62	0.35	1.0	GO:1903350
muscle cell development (GO:0055001)	172	7	4.32	+	1.62	0.211	1.0	GO:0055001
negative regulation of cell cycle G2/M phase transition (GO:1902750)	74	3	1.86	+	1.61	0.436	1.0	GO:1902750
positive regulation of apoptotic signaling pathway (GO:2001235)	148	6	3.72	+	1.61	0.28	1.0	GO:2001235
biogenic amine metabolic process (GO:0006576)	74	3	1.86	+	1.61	0.436	1.0	GO:0006576
positive regulation of interleukin-1 production (GO:0032732)	74	3	1.86	+	1.61	0.436	1.0	GO:0032732
positive regulation of chemokine production (GO:0032722)	74	3	1.86	+	1.61	0.436	1.0	GO:0032722
protein-containing complex localization (GO:0031503)	74	3	1.86	+	1.61	0.436	1.0	GO:0031503
mesoderm morphogenesis (GO:0048332)	74	3	1.86	+	1.61	0.436	1.0	GO:0048332
cranial skeletal system development (GO:1904888)	74	3	1.86	+	1.61	0.436	1.0	GO:1904888
cardiac muscle tissue development (GO:0048738)	198	8	4.97	+	1.61	0.166	1.0	GO:0048738
polyol metabolic process (GO:0019751)	99	4	2.49	+	1.61	0.318	1.0	GO:0019751
formation of primary germ layer (GO:0001704)	124	5	3.12	+	1.61	0.244	1.0	GO:0001704
detoxification (GO:0098754)	149	6	3.74	+	1.60	0.281	1.0	GO:0098754
organophosphate catabolic process (GO:0046434)	199	8	5.0	+	1.60	0.168	1.0	GO:0046434
secretory granule organization (GO:0033363)	75	3	1.88	+	1.59	0.439	1.0	GO:0033363
positive regulation of DNA-templated transcription initiation (GO:2000144)	75	3	1.88	+	1.59	0.439	1.0	GO:2000144
negative regulation of blood pressure (GO:0045776)	50	2	1.26	+	1.59	0.359	1.0	GO:0045776
ventral spinal cord development (GO:0021517)	50	2	1.26	+	1.59	0.359	1.0	GO:0021517
alpha-beta T cell differentiation involved in immune response (GO:0002293)	50	2	1.26	+	1.59	0.359	1.0	GO:0002293
alpha-beta T cell activation involved in immune response (GO:0002287)	50	2	1.26	+	1.59	0.359	1.0	GO:0002287
DNA synthesis involved in DNA repair (GO:0000731)	50	2	1.26	+	1.59	0.359	1.0	GO:0000731
negative regulation of smooth muscle cell proliferation (GO:0048662)	50	2	1.26	+	1.59	0.359	1.0	GO:0048662
DNA damage checkpoint signaling (GO:0000077)	100	4	2.51	+	1.59	0.321	1.0	GO:0000077
secondary metabolic process (GO:0019748)	50	2	1.26	+	1.59	0.359	1.0	GO:0019748
inflammatory response (GO:0006954)	601	24	15.1	+	1.59	0.024	1.0	GO:0006954
locomotion (GO:0040011)	377	15	9.47	+	1.58	0.0927	1.0	GO:0040011
regulation of protein catabolic process (GO:0042176)	377	15	9.47	+	1.58	0.0927	1.0	GO:0042176
cellular response to radiation (GO:0071478)	176	7	4.42	+	1.58	0.218	1.0	GO:0071478
hematopoietic progenitor cell differentiation (GO:0002244)	101	4	2.54	+	1.58	0.325	1.0	GO:0002244
positive regulation of interleukin-6 production (GO:0032755)	101	4	2.54	+	1.58	0.325	1.0	GO:0032755
positive regulation of cold-induced thermogenesis (GO:0120162)	101	4	2.54	+	1.58	0.325	1.0	GO:0120162
positive regulation of insulin secretion (GO:0032024)	101	4	2.54	+	1.58	0.325	1.0	GO:0032024
response to ketone (GO:1901654)	229	9	5.75	+	1.56	0.195	1.0	GO:1901654
regulation of systemic arterial blood pressure mediated by a chemical signal (GO:0003044)	51	2	1.28	+	1.56	0.368	1.0	GO:0003044
cellular defense response (GO:0006968)	51	2	1.28	+	1.56	0.368	1.0	GO:0006968
post-Golgi vesicle-mediated transport (GO:0006892)	102	4	2.56	+	1.56	0.329	1.0	GO:0006892
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	51	2	1.28	+	1.56	0.368	1.0	GO:0050731
replication fork processing (GO:0031297)	51	2	1.28	+	1.56	0.368	1.0	GO:0031297
neutral amino acid transport (GO:0015804)	51	2	1.28	+	1.56	0.368	1.0	GO:0015804
platelet activation (GO:0030168)	102	4	2.56	+	1.56	0.329	1.0	GO:0030168
cell junction maintenance (GO:0034331)	51	2	1.28	+	1.56	0.368	1.0	GO:0034331
negative regulation of leukocyte migration (GO:0002686)	51	2	1.28	+	1.56	0.368	1.0	GO:0002686
striated muscle cell differentiation (GO:0051146)	230	9	5.78	+	1.56	0.196	1.0	GO:0051146
activation of innate immune response (GO:0002218)	179	7	4.5	+	1.56	0.224	1.0	GO:0002218
response to light stimulus (GO:0009416)	333	13	8.37	+	1.55	0.109	1.0	GO:0009416
regeneration (GO:0031099)	154	6	3.87	+	1.55	0.29	1.0	GO:0031099
regulation of muscle cell apoptotic process (GO:0010660)	77	3	1.93	+	1.55	0.446	1.0	GO:0010660
negative regulation of leukocyte proliferation (GO:0070664)	103	4	2.59	+	1.55	0.332	1.0	GO:0070664
intracellular receptor signaling pathway (GO:0030522)	206	8	5.18	+	1.55	0.181	1.0	GO:0030522
positive regulation of proteolysis (GO:0045862)	206	8	5.18	+	1.55	0.181	1.0	GO:0045862
carbohydrate catabolic process (GO:0016052)	129	5	3.24	+	1.54	0.262	1.0	GO:0016052
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	259	10	6.51	+	1.54	0.159	1.0	GO:0007188
negative regulation of osteoblast differentiation (GO:0045668)	52	2	1.31	+	1.53	0.377	1.0	GO:0045668
leukocyte apoptotic process (GO:0071887)	52	2	1.31	+	1.53	0.377	1.0	GO:0071887
cellular response to catecholamine stimulus (GO:0071870)	52	2	1.31	+	1.53	0.377	1.0	GO:0071870
granulocyte chemotaxis (GO:0071621)	78	3	1.96	+	1.53	0.449	1.0	GO:0071621
cell-cell junction assembly (GO:0007043)	130	5	3.27	+	1.53	0.265	1.0	GO:0007043
ERBB signaling pathway (GO:0038127)	78	3	1.96	+	1.53	0.449	1.0	GO:0038127
regulation of T cell migration (GO:2000404)	52	2	1.31	+	1.53	0.377	1.0	GO:2000404
positive chemotaxis (GO:0050918)	52	2	1.31	+	1.53	0.377	1.0	GO:0050918
proteoglycan biosynthetic process (GO:0030166)	78	3	1.96	+	1.53	0.449	1.0	GO:0030166
establishment of protein localization to mitochondrion (GO:0072655)	78	3	1.96	+	1.53	0.449	1.0	GO:0072655
heart valve development (GO:0003170)	78	3	1.96	+	1.53	0.449	1.0	GO:0003170
immune response-regulating signaling pathway (GO:0002764)	417	16	10.48	+	1.53	0.0822	1.0	GO:0002764
carboxylic acid biosynthetic process (GO:0046394)	288	11	7.23	+	1.52	0.178	1.0	GO:0046394
neural tube formation (GO:0001841)	105	4	2.64	+	1.52	0.34	1.0	GO:0001841
spindle assembly (GO:0051225)	105	4	2.64	+	1.52	0.34	1.0	GO:0051225
chromosome localization (GO:0050000)	105	4	2.64	+	1.52	0.34	1.0	GO:0050000
cellular response to metal ion (GO:0071248)	184	7	4.62	+	1.51	0.234	1.0	GO:0071248
heart development (GO:0007507)	579	22	14.55	+	1.51	0.0573	1.0	GO:0007507
steroid hormone receptor signaling pathway (GO:0043401)	79	3	1.98	+	1.51	0.453	1.0	GO:0043401
nuclear receptor-mediated steroid hormone signaling pathway (GO:0030518)	79	3	1.98	+	1.51	0.453	1.0	GO:0030518
regulation of ATP metabolic process (GO:1903578)	79	3	1.98	+	1.51	0.453	1.0	GO:1903578
lysosomal transport (GO:0007041)	132	5	3.32	+	1.51	0.391	1.0	GO:0007041
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	185	7	4.65	+	1.51	0.237	1.0	GO:2001242
positive regulation of protein serine/threonine kinase activity (GO:0071902)	53	2	1.33	+	1.50	0.386	1.0	GO:0071902
production of molecular mediator of immune response (GO:0002440)	53	2	1.33	+	1.50	0.386	1.0	GO:0002440
regulation of neuron migration (GO:2001222)	53	2	1.33	+	1.50	0.386	1.0	GO:2001222
placenta development (GO:0001890)	159	6	3.99	+	1.50	0.3	1.0	GO:0001890
epidermal cell differentiation (GO:0009913)	212	8	5.33	+	1.50	0.262	1.0	GO:0009913
protein sumoylation (GO:0016925)	53	2	1.33	+	1.50	0.386	1.0	GO:0016925
response to cocaine (GO:0042220)	53	2	1.33	+	1.50	0.386	1.0	GO:0042220
sperm-egg recognition (GO:0035036)	53	2	1.33	+	1.50	0.386	1.0	GO:0035036
receptor localization to synapse (GO:0097120)	53	2	1.33	+	1.50	0.386	1.0	GO:0097120
organic acid biosynthetic process (GO:0016053)	292	11	7.34	+	1.50	0.182	1.0	GO:0016053
regulation of chromosome segregation (GO:0051983)	133	5	3.34	+	1.50	0.392	1.0	GO:0051983
tRNA processing (GO:0008033)	133	5	3.34	+	1.50	0.392	1.0	GO:0008033
regulation of immunoglobulin production (GO:0002637)	80	3	2.01	+	1.49	0.456	1.0	GO:0002637
cell cycle phase transition (GO:0044770)	160	6	4.02	+	1.49	0.302	1.0	GO:0044770
sterol transport (GO:0015918)	80	3	2.01	+	1.49	0.456	1.0	GO:0015918
cellular response to unfolded protein (GO:0034620)	80	3	2.01	+	1.49	0.456	1.0	GO:0034620
axo-dendritic transport (GO:0008088)	80	3	2.01	+	1.49	0.456	1.0	GO:0008088
positive regulation of molecular function (GO:0044093)	480	18	12.06	+	1.49	0.101	1.0	GO:0044093
regulation of small molecule metabolic process (GO:0062012)	347	13	8.72	+	1.49	0.161	1.0	GO:0062012
nuclear receptor-mediated signaling pathway (GO:0141193)	107	4	2.69	+	1.49	0.347	1.0	GO:0141193
axoneme assembly (GO:0035082)	107	4	2.69	+	1.49	0.347	1.0	GO:0035082
cell population proliferation (GO:0008283)	755	28	18.97	+	1.48	0.0426	1.0	GO:0008283
hexose catabolic process (GO:0019320)	54	2	1.36	+	1.47	0.395	1.0	GO:0019320
response to catecholamine (GO:0071869)	54	2	1.36	+	1.47	0.395	1.0	GO:0071869
cellular response to monoamine stimulus (GO:0071868)	54	2	1.36	+	1.47	0.395	1.0	GO:0071868
response to zinc ion (GO:0010043)	54	2	1.36	+	1.47	0.395	1.0	GO:0010043
endothelial cell development (GO:0001885)	54	2	1.36	+	1.47	0.395	1.0	GO:0001885
