Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
negative regulation of immune system process (GO:0002683)	534	2	1.32	+	1.51	0.383	1.0	GO:0002683
DNA damage response (GO:0006974)	802	3	1.99	+	1.51	0.451	1.0	GO:0006974
regulation of RNA metabolic process (GO:0051252)	3745	14	9.28	+	1.51	0.1	1.0	GO:0051252
regulation of macromolecule biosynthetic process (GO:0010556)	5086	19	12.6	+	1.51	0.0496	1.0	GO:0010556
protein maturation (GO:0051604)	538	2	1.33	+	1.50	0.387	1.0	GO:0051604
regulation of signaling (GO:0023051)	3502	13	8.68	+	1.50	0.132	1.0	GO:0023051
macromolecule metabolic process (GO:0043170)	5398	20	13.38	+	1.50	0.0389	1.0	GO:0043170
regulation of nucleobase-containing compound metabolic process (GO:0019219)	4050	15	10.04	+	1.49	0.11	1.0	GO:0019219
regulation of immune system process (GO:0002682)	1630	6	4.04	+	1.49	0.294	1.0	GO:0002682
negative regulation of biological process (GO:0048519)	5208	19	12.91	+	1.47	0.0538	1.0	GO:0048519
positive regulation of programmed cell death (GO:0043068)	549	2	1.36	+	1.47	0.396	1.0	GO:0043068
secretion (GO:0046903)	552	2	1.37	+	1.46	0.399	1.0	GO:0046903
regulation of metabolic process (GO:0019222)	6356	23	15.75	+	1.46	0.0333	1.0	GO:0019222
regulation of biosynthetic process (GO:0009889)	5260	19	13.03	+	1.46	0.0751	1.0	GO:0009889
monoatomic cation transport (GO:0006812)	831	3	2.06	+	1.46	0.462	1.0	GO:0006812
post-translational protein modification (GO:0043687)	831	3	2.06	+	1.46	0.462	1.0	GO:0043687
DNA-templated transcription (GO:0006351)	554	2	1.37	+	1.46	0.401	1.0	GO:0006351
regulation of hormone levels (GO:0010817)	554	2	1.37	+	1.46	0.401	1.0	GO:0010817
gene expression (GO:0010467)	2501	9	6.2	+	1.45	0.278	1.0	GO:0010467
positive regulation of cell migration (GO:0030335)	557	2	1.38	+	1.45	0.403	1.0	GO:0030335
gamete generation (GO:0007276)	838	3	2.08	+	1.44	0.464	1.0	GO:0007276
cellular response to chemical stimulus (GO:0070887)	1968	7	4.88	+	1.44	0.334	1.0	GO:0070887
cellular response to hormone stimulus (GO:0032870)	563	2	1.4	+	1.43	0.651	1.0	GO:0032870
cell-cell signaling (GO:0007267)	845	3	2.09	+	1.43	0.467	1.0	GO:0007267
biosynthetic process (GO:0009058)	3960	14	9.81	+	1.43	0.153	1.0	GO:0009058
heart development (GO:0007507)	568	2	1.41	+	1.42	0.652	1.0	GO:0007507
response to other organism (GO:0051707)	1429	5	3.54	+	1.41	0.401	1.0	GO:0051707
monoatomic ion transmembrane transport (GO:0034220)	859	3	2.13	+	1.41	0.472	1.0	GO:0034220
response to external biotic stimulus (GO:0043207)	1432	5	3.55	+	1.41	0.402	1.0	GO:0043207
catabolic process (GO:0009056)	2013	7	4.99	+	1.40	0.341	1.0	GO:0009056
intracellular chemical homeostasis (GO:0055082)	578	2	1.43	+	1.40	0.655	1.0	GO:0055082
negative regulation of cell communication (GO:0010648)	1452	5	3.6	+	1.39	0.407	1.0	GO:0010648
regulation of response to stimulus (GO:0048583)	4079	14	10.11	+	1.38	0.216	1.0	GO:0048583
negative regulation of protein metabolic process (GO:0051248)	583	2	1.44	+	1.38	0.656	1.0	GO:0051248
positive regulation of cell motility (GO:2000147)	585	2	1.45	+	1.38	0.657	1.0	GO:2000147
intracellular signal transduction (GO:0035556)	1767	6	4.38	+	1.37	0.446	1.0	GO:0035556
regulation of multicellular organismal process (GO:0051239)	2946	10	7.3	+	1.37	0.313	1.0	GO:0051239
response to biotic stimulus (GO:0009607)	1474	5	3.65	+	1.37	0.412	1.0	GO:0009607
nervous system process (GO:0050877)	1478	5	3.66	+	1.37	0.413	1.0	GO:0050877
negative regulation of apoptotic process (GO:0043066)	892	3	2.21	+	1.36	0.485	1.0	GO:0043066
regulation of protein localization (GO:0032880)	896	3	2.22	+	1.35	0.487	1.0	GO:0032880
cell surface receptor signaling pathway (GO:0007166)	2091	7	5.18	+	1.35	0.355	1.0	GO:0007166
carbohydrate derivative metabolic process (GO:1901135)	898	3	2.23	+	1.35	0.488	1.0	GO:1901135
positive regulation of locomotion (GO:0040017)	601	2	1.49	+	1.34	0.661	1.0	GO:0040017
system process (GO:0003008)	2128	7	5.27	+	1.33	0.363	1.0	GO:0003008
positive regulation of biological process (GO:0048518)	6117	20	15.16	+	1.32	0.166	1.0	GO:0048518
regulation of signal transduction (GO:0009966)	3069	10	7.61	+	1.31	0.327	1.0	GO:0009966
positive regulation of transcription by RNA polymerase II (GO:0045944)	1234	4	3.06	+	1.31	0.547	1.0	GO:0045944
leukocyte activation (GO:0045321)	624	2	1.55	+	1.29	0.668	1.0	GO:0045321
enzyme-linked receptor protein signaling pathway (GO:0007167)	626	2	1.55	+	1.29	0.669	1.0	GO:0007167
cellular response to nitrogen compound (GO:1901699)	626	2	1.55	+	1.29	0.669	1.0	GO:1901699
circulatory system development (GO:0072359)	940	3	2.33	+	1.29	0.506	1.0	GO:0072359
G protein-coupled receptor signaling pathway (GO:0007186)	1256	4	3.11	+	1.29	0.552	1.0	GO:0007186
cellular response to endogenous stimulus (GO:0071495)	955	3	2.37	+	1.27	0.512	1.0	GO:0071495
response to stress (GO:0006950)	3513	11	8.71	+	1.26	0.356	1.0	GO:0006950
regulation of cell migration (GO:0030334)	961	3	2.38	+	1.26	0.515	1.0	GO:0030334
positive regulation of cellular process (GO:0048522)	5807	18	14.39	+	1.25	0.276	1.0	GO:0048522
cell development (GO:0048468)	2282	7	5.66	+	1.24	0.503	1.0	GO:0048468
signal transduction (GO:0007165)	4895	15	12.13	+	1.24	0.327	1.0	GO:0007165
metal ion transport (GO:0030001)	653	2	1.62	+	1.24	0.677	1.0	GO:0030001
protein localization (GO:0008104)	1964	6	4.87	+	1.23	0.629	1.0	GO:0008104
spermatogenesis (GO:0007283)	657	2	1.63	+	1.23	0.678	1.0	GO:0007283
cellular macromolecule localization (GO:0070727)	1972	6	4.89	+	1.23	0.63	1.0	GO:0070727
regulation of intracellular signal transduction (GO:1902531)	1975	6	4.89	+	1.23	0.63	1.0	GO:1902531
metabolic process (GO:0008152)	7621	23	18.89	+	1.22	0.247	1.0	GO:0008152
regulation of cellular localization (GO:0060341)	1006	3	2.49	+	1.20	0.738	1.0	GO:0060341
male gamete generation (GO:0048232)	674	2	1.67	+	1.20	0.684	1.0	GO:0048232
primary metabolic process (GO:0044238)	6774	20	16.79	+	1.19	0.371	1.0	GO:0044238
negative regulation of signal transduction (GO:0009968)	1356	4	3.36	+	1.19	0.578	1.0	GO:0009968
regulation of cell motility (GO:2000145)	1023	3	2.54	+	1.18	0.741	1.0	GO:2000145
monoatomic ion transport (GO:0006811)	1024	3	2.54	+	1.18	0.741	1.0	GO:0006811
regulation of cellular component biogenesis (GO:0044087)	1024	3	2.54	+	1.18	0.741	1.0	GO:0044087
inorganic cation transmembrane transport (GO:0098662)	683	2	1.69	+	1.18	0.687	1.0	GO:0098662
developmental process involved in reproduction (GO:0003006)	1029	3	2.55	+	1.18	0.742	1.0	GO:0003006
cellular homeostasis (GO:0019725)	689	2	1.71	+	1.17	0.689	1.0	GO:0019725
immune response (GO:0006955)	1727	5	4.28	+	1.17	0.615	1.0	GO:0006955
hemopoiesis (GO:0030097)	694	2	1.72	+	1.16	0.69	1.0	GO:0030097
import into cell (GO:0098657)	696	2	1.72	+	1.16	0.691	1.0	GO:0098657
signaling (GO:0023052)	5226	15	12.95	+	1.16	0.52	1.0	GO:0023052
neurogenesis (GO:0022008)	1397	4	3.46	+	1.16	0.777	1.0	GO:0022008
cell communication (GO:0007154)	5272	15	13.06	+	1.15	0.523	1.0	GO:0007154
apoptotic process (GO:0006915)	1056	3	2.62	+	1.15	0.746	1.0	GO:0006915
regulation of locomotion (GO:0040012)	1067	3	2.64	+	1.13	0.747	1.0	GO:0040012
protein modification process (GO:0036211)	1781	5	4.41	+	1.13	0.801	1.0	GO:0036211
regulation of cellular process (GO:0050794)	11410	32	28.28	+	1.13	0.325	1.0	GO:0050794
cellular response to stimulus (GO:0051716)	6422	18	15.91	+	1.13	0.546	1.0	GO:0051716
cellular response to oxygen-containing compound (GO:1901701)	1083	3	2.68	+	1.12	0.75	1.0	GO:1901701
sexual reproduction (GO:0019953)	1088	3	2.7	+	1.11	0.751	1.0	GO:0019953
negative regulation of signaling (GO:0023057)	1452	4	3.6	+	1.11	0.782	1.0	GO:0023057
regulation of biological process (GO:0050789)	11802	32	29.25	+	1.09	0.48	1.0	GO:0050789
cellular process (GO:0009987)	15523	42	38.47	+	1.09	0.328	1.0	GO:0009987
cell differentiation (GO:0030154)	3711	10	9.2	+	1.09	0.717	1.0	GO:0030154
cellular developmental process (GO:0048869)	3714	10	9.2	+	1.09	0.717	1.0	GO:0048869
negative regulation of multicellular organismal process (GO:0051241)	1115	3	2.76	+	1.09	0.756	1.0	GO:0051241
positive regulation of cellular component organization (GO:0051130)	1116	3	2.77	+	1.08	0.756	1.0	GO:0051130
defense response (GO:0006952)	1490	4	3.69	+	1.08	0.785	1.0	GO:0006952
cell activation (GO:0001775)	753	2	1.87	+	1.07	0.711	1.0	GO:0001775
biological_process (GO:0008150)	17701	47	43.87	+	1.07	0.309	1.0	GO:0008150
protein localization to organelle (GO:0033365)	762	2	1.89	+	1.06	0.714	1.0	GO:0033365
biological regulation (GO:0065007)	12207	32	30.25	+	1.06	0.67	1.0	GO:0065007
membrane organization (GO:0061024)	763	2	1.89	+	1.06	0.714	1.0	GO:0061024
cellular localization (GO:0051641)	2680	7	6.64	+	1.05	0.835	1.0	GO:0051641
developmental process (GO:0032502)	5794	15	14.36	+	1.04	0.876	1.0	GO:0032502
reproductive process (GO:0022414)	1551	4	3.84	+	1.04	0.793	1.0	GO:0022414
macromolecule modification (GO:0043412)	1979	5	4.9	+	1.02	1.0	1.0	GO:0043412
multicellular organismal process (GO:0032501)	6347	16	15.73	+	1.02	1.0	1.0	GO:0032501
immune system process (GO:0002376)	2384	6	5.91	+	1.02	1.0	1.0	GO:0002376
macromolecule localization (GO:0033036)	2388	6	5.92	+	1.01	1.0	1.0	GO:0033036
generation of neurons (GO:0048699)	1205	3	2.99	+	1.00	1.0	1.0	GO:0048699
lipid metabolic process (GO:0006629)	1209	3	3.0	+	1.00	1.0	1.0	GO:0006629
anatomical structure development (GO:0048856)	5272	13	13.06	-	1.00	1.0	1.0	GO:0048856
cellular response to stress (GO:0033554)	1642	4	4.07	-	.98	1.0	1.0	GO:0033554
response to stimulus (GO:0050896)	8218	20	20.37	-	.98	1.0	1.0	GO:0050896
regulation of cellular component organization (GO:0051128)	2467	6	6.11	-	.98	1.0	1.0	GO:0051128
localization (GO:0051179)	4523	11	11.21	-	.98	1.0	1.0	GO:0051179
cell projection organization (GO:0030030)	1237	3	3.07	-	.98	1.0	1.0	GO:0030030
response to chemical (GO:0042221)	3717	9	9.21	-	.98	1.0	1.0	GO:0042221
response to endogenous stimulus (GO:0009719)	1243	3	3.08	-	.97	1.0	1.0	GO:0009719
intracellular signaling cassette (GO:0141124)	839	2	2.08	-	.96	1.0	1.0	GO:0141124
protein-containing complex assembly (GO:0065003)	1270	3	3.15	-	.95	1.0	1.0	GO:0065003
response to hormone (GO:0009725)	849	2	2.1	-	.95	1.0	1.0	GO:0009725
cytoskeleton organization (GO:0007010)	1275	3	3.16	-	.95	1.0	1.0	GO:0007010
negative regulation of response to stimulus (GO:0048585)	1711	4	4.24	-	.94	1.0	1.0	GO:0048585
transmembrane transport (GO:0055085)	1293	3	3.2	-	.94	1.0	1.0	GO:0055085
response to peptide (GO:1901652)	884	2	2.19	-	.91	1.0	1.0	GO:1901652
positive regulation of developmental process (GO:0051094)	1329	3	3.29	-	.91	1.0	1.0	GO:0051094
microtubule-based process (GO:0007017)	887	2	2.2	-	.91	1.0	1.0	GO:0007017
multicellular organism development (GO:0007275)	4001	9	9.92	-	.91	0.86	1.0	GO:0007275
neuron development (GO:0048666)	893	2	2.21	-	.90	1.0	1.0	GO:0048666
system development (GO:0048731)	3614	8	8.96	-	.89	0.855	1.0	GO:0048731
chemical homeostasis (GO:0048878)	913	2	2.26	-	.88	1.0	1.0	GO:0048878
tube development (GO:0035295)	919	2	2.28	-	.88	1.0	1.0	GO:0035295
negative regulation of developmental process (GO:0051093)	924	2	2.29	-	.87	1.0	1.0	GO:0051093
transport (GO:0006810)	3703	8	9.18	-	.87	0.855	1.0	GO:0006810
regulation of multicellular organismal development (GO:2000026)	1400	3	3.47	-	.86	1.0	1.0	GO:2000026
protein-containing complex organization (GO:0043933)	1425	3	3.53	-	.85	1.0	1.0	GO:0043933
animal organ development (GO:0048513)	2884	6	7.15	-	.84	0.84	1.0	GO:0048513
regulation of developmental process (GO:0050793)	2443	5	6.05	-	.83	0.829	1.0	GO:0050793
homeostatic process (GO:0042592)	1475	3	3.66	-	.82	1.0	1.0	GO:0042592
regulation of biological quality (GO:0065008)	2968	6	7.36	-	.82	0.694	1.0	GO:0065008
establishment of localization (GO:0051234)	3981	8	9.87	-	.81	0.597	1.0	GO:0051234
regulation of catabolic process (GO:0009894)	1029	2	2.55	-	.78	1.0	1.0	GO:0009894
negative regulation of gene expression (GO:0010629)	1037	2	2.57	-	.78	1.0	1.0	GO:0010629
small molecule metabolic process (GO:0044281)	1575	3	3.9	-	.77	1.0	1.0	GO:0044281
response to nitrogen compound (GO:1901698)	1056	2	2.62	-	.76	1.0	1.0	GO:1901698
regulation of cell cycle (GO:0051726)	1070	2	2.65	-	.75	1.0	1.0	GO:0051726
nucleic acid metabolic process (GO:0090304)	2164	4	5.36	-	.75	0.818	1.0	GO:0090304
establishment of localization in cell (GO:0051649)	1639	3	4.06	-	.74	0.796	1.0	GO:0051649
cellular component biogenesis (GO:0044085)	2746	5	6.8	-	.73	0.678	1.0	GO:0044085
neuron differentiation (GO:0030182)	1127	2	2.79	-	.72	1.0	1.0	GO:0030182
anatomical structure morphogenesis (GO:0009653)	2262	4	5.61	-	.71	0.653	1.0	GO:0009653
nervous system development (GO:0007399)	2265	4	5.61	-	.71	0.653	1.0	GO:0007399
chromatin organization (GO:0006325)	1149	2	2.85	-	.70	1.0	1.0	GO:0006325
tissue development (GO:0009888)	1770	3	4.39	-	.68	0.8	1.0	GO:0009888
plasma membrane bounded cell projection organization (GO:0120036)	1186	2	2.94	-	.68	1.0	1.0	GO:0120036
intracellular transport (GO:0046907)	1197	2	2.97	-	.67	0.769	1.0	GO:0046907
cellular component organization or biogenesis (GO:0071840)	6083	10	15.07	-	.66	0.127	1.0	GO:0071840
cellular component assembly (GO:0022607)	2501	4	6.2	-	.65	0.517	1.0	GO:0022607
vesicle-mediated transport (GO:0016192)	1304	2	3.23	-	.62	0.771	1.0	GO:0016192
cellular component organization (GO:0016043)	5872	9	14.55	-	.62	0.0892	1.0	GO:0016043
nucleobase-containing compound metabolic process (GO:0006139)	2736	4	6.78	-	.59	0.306	1.0	GO:0006139
RNA biosynthetic process (GO:0032774)	1386	2	3.43	-	.58	0.582	1.0	GO:0032774
Unclassified (UNCLASSIFIED)	2879	4	7.13	-	.56	0.309	1.0	UNCLASSIFIED
nucleic acid biosynthetic process (GO:0141187)	1476	2	3.66	-	.55	0.584	1.0	GO:0141187
RNA metabolic process (GO:0016070)	1537	2	3.81	-	.53	0.588	1.0	GO:0016070
nucleobase-containing compound biosynthetic process (GO:0034654)	1771	2	4.39	-	.46	0.319	1.0	GO:0034654
organelle organization (GO:0006996)	3060	3	7.58	-	.40	0.0759	1.0	GO:0006996
