Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
central nervous system development (GO:0007417)	1057	3	2.57	+	1.17	0.743	1.0	GO:0007417
monoatomic cation transmembrane transport (GO:0098655)	706	2	1.72	+	1.17	0.69	1.0	GO:0098655
signaling (GO:0023052)	5297	15	12.87	+	1.17	0.517	1.0	GO:0023052
regulation of locomotion (GO:0040012)	1060	3	2.58	+	1.16	0.743	1.0	GO:0040012
Unclassified (UNCLASSIFIED)	2827	8	6.87	+	1.16	0.679	1.0	UNCLASSIFIED
protein localization to organelle (GO:0033365)	707	2	1.72	+	1.16	0.69	1.0	GO:0033365
signal transduction (GO:0007165)	4957	14	12.04	+	1.16	0.509	1.0	GO:0007165
cell communication (GO:0007154)	5343	15	12.98	+	1.16	0.519	1.0	GO:0007154
neurogenesis (GO:0022008)	1433	4	3.48	+	1.15	0.777	1.0	GO:0022008
apoptotic process (GO:0006915)	1076	3	2.61	+	1.15	0.745	1.0	GO:0006915
cell surface receptor signaling pathway (GO:0007166)	2155	6	5.24	+	1.15	0.645	1.0	GO:0007166
protein-containing complex organization (GO:0043933)	1449	4	3.52	+	1.14	0.779	1.0	GO:0043933
regulation of response to stress (GO:0080134)	1455	4	3.53	+	1.13	0.779	1.0	GO:0080134
gene expression (GO:0010467)	2566	7	6.23	+	1.12	0.67	1.0	GO:0010467
macromolecule biosynthetic process (GO:0009059)	2945	8	7.16	+	1.12	0.687	1.0	GO:0009059
sexual reproduction (GO:0019953)	1108	3	2.69	+	1.11	0.751	1.0	GO:0019953
regulation of cell cycle process (GO:0010564)	740	2	1.8	+	1.11	0.701	1.0	GO:0010564
response to chemical (GO:0042221)	3736	10	9.08	+	1.10	0.714	1.0	GO:0042221
regulation of response to external stimulus (GO:0032101)	1122	3	2.73	+	1.10	0.753	1.0	GO:0032101
programmed cell death (GO:0012501)	1123	3	2.73	+	1.10	0.753	1.0	GO:0012501
regulation of multicellular organismal process (GO:0051239)	2996	8	7.28	+	1.10	0.691	1.0	GO:0051239
cell death (GO:0008219)	1128	3	2.74	+	1.09	0.754	1.0	GO:0008219
cell population proliferation (GO:0008283)	755	2	1.83	+	1.09	0.706	1.0	GO:0008283
DNA metabolic process (GO:0006259)	757	2	1.84	+	1.09	0.707	1.0	GO:0006259
multicellular organismal process (GO:0032501)	6486	17	15.76	+	1.08	0.761	1.0	GO:0032501
response to abiotic stimulus (GO:0009628)	1146	3	2.78	+	1.08	0.757	1.0	GO:0009628
nervous system development (GO:0007399)	2307	6	5.6	+	1.07	0.822	1.0	GO:0007399
positive regulation of metabolic process (GO:0009893)	3467	9	8.42	+	1.07	0.85	1.0	GO:0009893
positive regulation of cellular process (GO:0048522)	5828	15	14.16	+	1.06	0.756	1.0	GO:0048522
inorganic ion transmembrane transport (GO:0098660)	782	2	1.9	+	1.05	0.715	1.0	GO:0098660
cell development (GO:0048468)	2351	6	5.71	+	1.05	0.824	1.0	GO:0048468
regulation of cell differentiation (GO:0045595)	1577	4	3.83	+	1.04	0.792	1.0	GO:0045595
regulation of organelle organization (GO:0033043)	1186	3	2.88	+	1.04	0.764	1.0	GO:0033043
response to stimulus (GO:0050896)	8315	21	20.2	+	1.04	0.885	1.0	GO:0050896
cell motility (GO:0048870)	1191	3	2.89	+	1.04	0.765	1.0	GO:0048870
response to stress (GO:0006950)	3577	9	8.69	+	1.04	0.853	1.0	GO:0006950
primary metabolic process (GO:0044238)	6776	17	16.46	+	1.03	0.881	1.0	GO:0044238
cellular process (GO:0009987)	15556	39	37.79	+	1.03	0.869	1.0	GO:0009987
carboxylic acid metabolic process (GO:0019752)	802	2	1.95	+	1.03	0.722	1.0	GO:0019752
positive regulation of signal transduction (GO:0009967)	1619	4	3.93	+	1.02	1.0	1.0	GO:0009967
biological process involved in interspecies interaction between organisms (GO:0044419)	1627	4	3.95	+	1.01	1.0	1.0	GO:0044419
regulation of intracellular signal transduction (GO:1902531)	2034	5	4.94	+	1.01	1.0	1.0	GO:1902531
multicellular organism development (GO:0007275)	4074	10	9.9	+	1.01	1.0	1.0	GO:0007275
system development (GO:0048731)	3670	9	8.92	+	1.01	1.0	1.0	GO:0048731
positive regulation of biological process (GO:0048518)	6174	15	15.0		1.00	1.0	1.0	GO:0048518
oxoacid metabolic process (GO:0043436)	824	2	2.0	-	1.00	1.0	1.0	GO:0043436
regulation of developmental process (GO:0050793)	2475	6	6.01	-	1.00	1.0	1.0	GO:0050793
regulation of cell population proliferation (GO:0042127)	1660	4	4.03	-	.99	1.0	1.0	GO:0042127
organic acid metabolic process (GO:0006082)	833	2	2.02	-	.99	1.0	1.0	GO:0006082
positive regulation of transcription by RNA polymerase II (GO:0045944)	1262	3	3.07	-	.98	1.0	1.0	GO:0045944
regulation of anatomical structure morphogenesis (GO:0022603)	845	2	2.05	-	.97	1.0	1.0	GO:0022603
biological_process (GO:0008150)	17753	42	43.13	-	.97	0.679	1.0	GO:0008150
positive regulation of DNA-templated transcription (GO:0045893)	1691	4	4.11	-	.97	1.0	1.0	GO:0045893
positive regulation of RNA biosynthetic process (GO:1902680)	1693	4	4.11	-	.97	1.0	1.0	GO:1902680
monoatomic cation transport (GO:0006812)	847	2	2.06	-	.97	1.0	1.0	GO:0006812
positive regulation of transport (GO:0051050)	853	2	2.07	-	.97	1.0	1.0	GO:0051050
negative regulation of cellular process (GO:0048523)	5145	12	12.5	-	.96	1.0	1.0	GO:0048523
regulation of defense response (GO:0031347)	863	2	2.1	-	.95	1.0	1.0	GO:0031347
monoatomic ion transmembrane transport (GO:0034220)	864	2	2.1	-	.95	1.0	1.0	GO:0034220
biological regulation (GO:0065007)	12243	28	29.74	-	.94	0.666	1.0	GO:0065007
regulation of biological process (GO:0050789)	11842	27	28.77	-	.94	0.668	1.0	GO:0050789
regulation of cellular process (GO:0050794)	11414	26	27.73	-	.94	0.67	1.0	GO:0050794
negative regulation of macromolecule biosynthetic process (GO:0010558)	2206	5	5.36	-	.93	1.0	1.0	GO:0010558
positive regulation of developmental process (GO:0051094)	1337	3	3.25	-	.92	1.0	1.0	GO:0051094
anatomical structure development (GO:0048856)	5370	12	13.05	-	.92	0.872	1.0	GO:0048856
negative regulation of biological process (GO:0048519)	5381	12	13.07	-	.92	0.872	1.0	GO:0048519
nucleobase-containing compound biosynthetic process (GO:0034654)	1802	4	4.38	-	.91	1.0	1.0	GO:0034654
cell cycle process (GO:0022402)	906	2	2.2	-	.91	1.0	1.0	GO:0022402
tissue development (GO:0009888)	1814	4	4.41	-	.91	1.0	1.0	GO:0009888
defense response to symbiont (GO:0140546)	908	2	2.21	-	.91	1.0	1.0	GO:0140546
positive regulation of RNA metabolic process (GO:0051254)	1816	4	4.41	-	.91	1.0	1.0	GO:0051254
negative regulation of DNA-templated transcription (GO:0045892)	1366	3	3.32	-	.90	1.0	1.0	GO:0045892
positive regulation of cell communication (GO:0010647)	1822	4	4.43	-	.90	1.0	1.0	GO:0010647
positive regulation of signaling (GO:0023056)	1823	4	4.43	-	.90	1.0	1.0	GO:0023056
localization (GO:0051179)	4565	10	11.09	-	.90	0.865	1.0	GO:0051179
negative regulation of biosynthetic process (GO:0009890)	2284	5	5.55	-	.90	1.0	1.0	GO:0009890
negative regulation of RNA biosynthetic process (GO:1902679)	1375	3	3.34	-	.90	1.0	1.0	GO:1902679
defense response to other organism (GO:0098542)	924	2	2.24	-	.89	1.0	1.0	GO:0098542
nucleobase-containing compound metabolic process (GO:0006139)	2773	6	6.74	-	.89	1.0	1.0	GO:0006139
positive regulation of response to stimulus (GO:0048584)	2316	5	5.63	-	.89	1.0	1.0	GO:0048584
intracellular protein localization (GO:0008104)	1879	4	4.57	-	.88	1.0	1.0	GO:0008104
regulation of cell migration (GO:0030334)	957	2	2.33	-	.86	1.0	1.0	GO:0030334
cell migration (GO:0016477)	958	2	2.33	-	.86	1.0	1.0	GO:0016477
response to other organism (GO:0051707)	1457	3	3.54	-	.85	1.0	1.0	GO:0051707
response to external biotic stimulus (GO:0043207)	1460	3	3.55	-	.85	1.0	1.0	GO:0043207
immune system process (GO:0002376)	2436	5	5.92	-	.84	0.829	1.0	GO:0002376
developmental process (GO:0032502)	5903	12	14.34	-	.84	0.533	1.0	GO:0032502
regulation of apoptotic process (GO:0042981)	1478	3	3.59	-	.84	1.0	1.0	GO:0042981
negative regulation of RNA metabolic process (GO:0051253)	1486	3	3.61	-	.83	1.0	1.0	GO:0051253
cell cycle (GO:0007049)	994	2	2.41	-	.83	1.0	1.0	GO:0007049
response to external stimulus (GO:0009605)	2003	4	4.87	-	.82	1.0	1.0	GO:0009605
positive regulation of nucleobase-containing compound metabolic process (GO:0045935)	2006	4	4.87	-	.82	1.0	1.0	GO:0045935
response to biotic stimulus (GO:0009607)	1507	3	3.66	-	.82	1.0	1.0	GO:0009607
cellular response to chemical stimulus (GO:0070887)	2010	4	4.88	-	.82	1.0	1.0	GO:0070887
regulation of localization (GO:0032879)	2019	4	4.91	-	.82	0.815	1.0	GO:0032879
defense response (GO:0006952)	1527	3	3.71	-	.81	1.0	1.0	GO:0006952
regulation of programmed cell death (GO:0043067)	1534	3	3.73	-	.80	1.0	1.0	GO:0043067
positive regulation of macromolecule biosynthetic process (GO:0010557)	2567	5	6.24	-	.80	0.83	1.0	GO:0010557
negative regulation of macromolecule metabolic process (GO:0010605)	2577	5	6.26	-	.80	0.83	1.0	GO:0010605
regulation of primary metabolic process (GO:0080090)	5163	10	12.54	-	.80	0.514	1.0	GO:0080090
monoatomic ion transport (GO:0006811)	1037	2	2.52	-	.79	1.0	1.0	GO:0006811
regulation of cellular component biogenesis (GO:0044087)	1045	2	2.54	-	.79	1.0	1.0	GO:0044087
positive regulation of immune system process (GO:0002684)	1045	2	2.54	-	.79	1.0	1.0	GO:0002684
reproductive process (GO:0022414)	1569	3	3.81	-	.79	1.0	1.0	GO:0022414
regulation of catabolic process (GO:0009894)	1048	2	2.55	-	.79	1.0	1.0	GO:0009894
developmental process involved in reproduction (GO:0003006)	1056	2	2.57	-	.78	1.0	1.0	GO:0003006
regulation of transcription by RNA polymerase II (GO:0006357)	2649	5	6.44	-	.78	0.675	1.0	GO:0006357
regulation of transport (GO:0051049)	1605	3	3.9	-	.77	1.0	1.0	GO:0051049
positive regulation of biosynthetic process (GO:0009891)	2688	5	6.53	-	.77	0.675	1.0	GO:0009891
negative regulation of nucleobase-containing compound metabolic process (GO:0045934)	1615	3	3.92	-	.76	0.796	1.0	GO:0045934
cell differentiation (GO:0030154)	3806	7	9.25	-	.76	0.583	1.0	GO:0030154
cellular developmental process (GO:0048869)	3809	7	9.25	-	.76	0.583	1.0	GO:0048869
nucleic acid metabolic process (GO:0090304)	2201	4	5.35	-	.75	0.817	1.0	GO:0090304
regulation of immune system process (GO:0002682)	1661	3	4.04	-	.74	0.796	1.0	GO:0002682
positive regulation of multicellular organismal process (GO:0051240)	1678	3	4.08	-	.74	0.796	1.0	GO:0051240
negative regulation of metabolic process (GO:0009892)	2815	5	6.84	-	.73	0.542	1.0	GO:0009892
epithelium development (GO:0060429)	1139	2	2.77	-	.72	1.0	1.0	GO:0060429
regulation of macromolecule metabolic process (GO:0060255)	5699	10	13.85	-	.72	0.269	1.0	GO:0060255
positive regulation of intracellular signal transduction (GO:1902533)	1145	2	2.78	-	.72	1.0	1.0	GO:1902533
negative regulation of multicellular organismal process (GO:0051241)	1146	2	2.78	-	.72	1.0	1.0	GO:0051241
macromolecule localization (GO:0033036)	2316	4	5.63	-	.71	0.653	1.0	GO:0033036
regulation of metabolic process (GO:0019222)	6255	10	15.2	-	.66	0.124	1.0	GO:0019222
intracellular transport (GO:0046907)	1254	2	3.05	-	.66	0.769	1.0	GO:0046907
cytoskeleton organization (GO:0007010)	1279	2	3.11	-	.64	0.769	1.0	GO:0007010
transmembrane transport (GO:0055085)	1299	2	3.16	-	.63	0.77	1.0	GO:0055085
regulation of nucleobase-containing compound metabolic process (GO:0019219)	3962	6	9.63	-	.62	0.279	1.0	GO:0019219
establishment of localization (GO:0051234)	3962	6	9.63	-	.62	0.279	1.0	GO:0051234
establishment of protein localization (GO:0045184)	1325	2	3.22	-	.62	0.771	1.0	GO:0045184
cellular localization (GO:0051641)	2008	3	4.88	-	.61	0.48	1.0	GO:0051641
regulation of DNA-templated transcription (GO:0006355)	3382	5	8.22	-	.61	0.256	1.0	GO:0006355
regulation of RNA biosynthetic process (GO:2001141)	3394	5	8.25	-	.61	0.256	1.0	GO:2001141
regulation of gene expression (GO:0010468)	4913	7	11.94	-	.59	0.133	1.0	GO:0010468
RNA biosynthetic process (GO:0032774)	1414	2	3.44	-	.58	0.581	1.0	GO:0032774
regulation of macromolecule biosynthetic process (GO:0010556)	5019	7	12.19	-	.57	0.0991	1.0	GO:0010556
regulation of RNA metabolic process (GO:0051252)	3659	5	8.89	-	.56	0.194	1.0	GO:0051252
regulation of biosynthetic process (GO:0009889)	5204	7	12.64	-	.55	0.0729	1.0	GO:0009889
transport (GO:0006810)	3735	5	9.07	-	.55	0.196	1.0	GO:0006810
nucleic acid biosynthetic process (GO:0141187)	1504	2	3.65	-	.55	0.583	1.0	GO:0141187
regulation of biological quality (GO:0065008)	3033	4	7.37	-	.54	0.23	1.0	GO:0065008
homeostatic process (GO:0042592)	1539	2	3.74	-	.53	0.585	1.0	GO:0042592
RNA metabolic process (GO:0016070)	1572	2	3.82	-	.52	0.588	1.0	GO:0016070
establishment of localization in cell (GO:0051649)	1662	2	4.04	-	.50	0.434	1.0	GO:0051649
immune response (GO:0006955)	1753	2	4.26	-	.47	0.44	1.0	GO:0006955
