Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
negative regulation of cell communication (GO:0010648)	1518	4	3.84	+	1.04	0.792	1.0	GO:0010648
negative regulation of signaling (GO:0023057)	1518	4	3.84	+	1.04	0.792	1.0	GO:0023057
epithelium development (GO:0060429)	1139	3	2.88	+	1.04	0.764	1.0	GO:0060429
localization (GO:0051179)	4565	12	11.53	+	1.04	0.868	1.0	GO:0051179
regulation of cellular process (GO:0050794)	11414	30	28.84	+	1.04	0.782	1.0	GO:0050794
brain development (GO:0007420)	761	2	1.92	+	1.04	0.719	1.0	GO:0007420
signal transduction (GO:0007165)	4957	13	12.52	+	1.04	0.871	1.0	GO:0007165
nervous system development (GO:0007399)	2307	6	5.83	+	1.03	0.828	1.0	GO:0007399
homeostatic process (GO:0042592)	1539	4	3.89	+	1.03	0.795	1.0	GO:0042592
positive regulation of metabolic process (GO:0009893)	3467	9	8.76	+	1.03	0.854	1.0	GO:0009893
neuron differentiation (GO:0030182)	1156	3	2.92	+	1.03	0.767	1.0	GO:0030182
regulation of macromolecule biosynthetic process (GO:0010556)	5019	13	12.68	+	1.03	0.873	1.0	GO:0010556
cell activation (GO:0001775)	776	2	1.96	+	1.02	1.0	1.0	GO:0001775
regulation of metabolic process (GO:0019222)	6255	16	15.8	+	1.01	1.0	1.0	GO:0019222
response to oxygen-containing compound (GO:1901700)	1577	4	3.98	+	1.00	1.0	1.0	GO:1901700
membrane organization (GO:0061024)	789	2	1.99	+	1.00	1.0	1.0	GO:0061024
regulation of biological process (GO:0050789)	11842	30	29.92	+	1.00	1.0	1.0	GO:0050789
biological regulation (GO:0065007)	12243	31	30.93	+	1.00	1.0	1.0	GO:0065007
regulation of organelle organization (GO:0033043)	1186	3	3.0	+	1.00	1.0	1.0	GO:0033043
negative regulation of cellular process (GO:0048523)	5145	13	13.0		1.00	1.0	1.0	GO:0048523
response to stimulus (GO:0050896)	8315	21	21.01	-	1.00	1.0	1.0	GO:0050896
nucleobase-containing compound metabolic process (GO:0006139)	2773	7	7.01	-	1.00	1.0	1.0	GO:0006139
regulation of nucleobase-containing compound metabolic process (GO:0019219)	3962	10	10.01	-	1.00	1.0	1.0	GO:0019219
establishment of localization (GO:0051234)	3962	10	10.01	-	1.00	1.0	1.0	GO:0051234
regulation of primary metabolic process (GO:0080090)	5163	13	13.05	-	1.00	1.0	1.0	GO:0080090
regulation of biosynthetic process (GO:0009889)	5204	13	13.15	-	.99	1.0	1.0	GO:0009889
regulation of transport (GO:0051049)	1605	4	4.06	-	.99	1.0	1.0	GO:0051049
regulation of cytokine production (GO:0001817)	807	2	2.04	-	.98	1.0	1.0	GO:0001817
negative regulation of nucleobase-containing compound metabolic process (GO:0045934)	1615	4	4.08	-	.98	1.0	1.0	GO:0045934
head development (GO:0060322)	812	2	2.05	-	.97	1.0	1.0	GO:0060322
regulation of macromolecule metabolic process (GO:0060255)	5699	14	14.4	-	.97	1.0	1.0	GO:0060255
signaling (GO:0023052)	5297	13	13.38	-	.97	1.0	1.0	GO:0023052
DNA damage response (GO:0006974)	817	2	2.06	-	.97	1.0	1.0	GO:0006974
regulation of gene expression (GO:0010468)	4913	12	12.41	-	.97	1.0	1.0	GO:0010468
cell communication (GO:0007154)	5343	13	13.5	-	.96	1.0	1.0	GO:0007154
generation of neurons (GO:0048699)	1235	3	3.12	-	.96	1.0	1.0	GO:0048699
negative regulation of biological process (GO:0048519)	5381	13	13.6	-	.96	1.0	1.0	GO:0048519
response to endogenous stimulus (GO:0009719)	1244	3	3.14	-	.95	1.0	1.0	GO:0009719
transport (GO:0006810)	3735	9	9.44	-	.95	1.0	1.0	GO:0006810
regulation of cell population proliferation (GO:0042127)	1660	4	4.19	-	.95	1.0	1.0	GO:0042127
regulation of immune system process (GO:0002682)	1661	4	4.2	-	.95	1.0	1.0	GO:0002682
positive regulation of macromolecule biosynthetic process (GO:0010557)	2567	6	6.49	-	.93	1.0	1.0	GO:0010557
regulation of multicellular organismal process (GO:0051239)	2996	7	7.57	-	.92	1.0	1.0	GO:0051239
cell-cell signaling (GO:0007267)	866	2	2.19	-	.91	1.0	1.0	GO:0007267
nucleic acid metabolic process (GO:0090304)	2201	5	5.56	-	.90	1.0	1.0	GO:0090304
regulation of transcription by RNA polymerase II (GO:0006357)	2649	6	6.69	-	.90	1.0	1.0	GO:0006357
positive regulation of biosynthetic process (GO:0009891)	2688	6	6.79	-	.88	1.0	1.0	GO:0009891
positive regulation of macromolecule metabolic process (GO:0010604)	3136	7	7.92	-	.88	0.848	1.0	GO:0010604
positive regulation of cellular process (GO:0048522)	5828	13	14.73	-	.88	0.647	1.0	GO:0048522
nucleobase-containing compound biosynthetic process (GO:0034654)	1802	4	4.55	-	.88	1.0	1.0	GO:0034654
primary metabolic process (GO:0044238)	6776	15	17.12	-	.88	0.658	1.0	GO:0044238
multicellular organism development (GO:0007275)	4074	9	10.29	-	.87	0.731	1.0	GO:0007275
cell cycle process (GO:0022402)	906	2	2.29	-	.87	1.0	1.0	GO:0022402
tissue development (GO:0009888)	1814	4	4.58	-	.87	1.0	1.0	GO:0009888
neuron development (GO:0048666)	916	2	2.31	-	.86	1.0	1.0	GO:0048666
tube development (GO:0035295)	936	2	2.37	-	.85	1.0	1.0	GO:0035295
RNA biosynthetic process (GO:0032774)	1414	3	3.57	-	.84	1.0	1.0	GO:0032774
chemical homeostasis (GO:0048878)	946	2	2.39	-	.84	1.0	1.0	GO:0048878
positive regulation of biological process (GO:0048518)	6174	13	15.6	-	.83	0.545	1.0	GO:0048518
neurogenesis (GO:0022008)	1433	3	3.62	-	.83	1.0	1.0	GO:0022008
metabolic process (GO:0008152)	7644	16	19.31	-	.83	0.39	1.0	GO:0008152
regulation of response to stress (GO:0080134)	1455	3	3.68	-	.82	1.0	1.0	GO:0080134
regulation of apoptotic process (GO:0042981)	1478	3	3.73	-	.80	1.0	1.0	GO:0042981
regulation of protein metabolic process (GO:0051246)	1479	3	3.74	-	.80	1.0	1.0	GO:0051246
organophosphate metabolic process (GO:0019637)	988	2	2.5	-	.80	1.0	1.0	GO:0019637
cell cycle (GO:0007049)	994	2	2.51	-	.80	1.0	1.0	GO:0007049
nucleic acid biosynthetic process (GO:0141187)	1504	3	3.8	-	.79	1.0	1.0	GO:0141187
biosynthetic process (GO:0009058)	4024	8	10.17	-	.79	0.599	1.0	GO:0009058
regulation of localization (GO:0032879)	2019	4	5.1	-	.78	0.815	1.0	GO:0032879
multicellular organismal reproductive process (GO:0048609)	1014	2	2.56	-	.78	1.0	1.0	GO:0048609
sensory perception (GO:0007600)	1014	2	2.56	-	.78	1.0	1.0	GO:0007600
regulation of programmed cell death (GO:0043067)	1534	3	3.88	-	.77	1.0	1.0	GO:0043067
gene expression (GO:0010467)	2566	5	6.48	-	.77	0.676	1.0	GO:0010467
regulation of immune response (GO:0050776)	1033	2	2.61	-	.77	1.0	1.0	GO:0050776
regulation of cellular component biogenesis (GO:0044087)	1045	2	2.64	-	.76	1.0	1.0	GO:0044087
positive regulation of immune system process (GO:0002684)	1045	2	2.64	-	.76	1.0	1.0	GO:0002684
RNA metabolic process (GO:0016070)	1572	3	3.97	-	.76	0.796	1.0	GO:0016070
system development (GO:0048731)	3670	7	9.27	-	.75	0.474	1.0	GO:0048731
regulation of cell cycle (GO:0051726)	1073	2	2.71	-	.74	1.0	1.0	GO:0051726
apoptotic process (GO:0006915)	1076	2	2.72	-	.74	1.0	1.0	GO:0006915
cell surface receptor signaling pathway (GO:0007166)	2155	4	5.45	-	.73	0.653	1.0	GO:0007166
embryo development (GO:0009790)	1087	2	2.75	-	.73	1.0	1.0	GO:0009790
programmed cell death (GO:0012501)	1123	2	2.84	-	.70	1.0	1.0	GO:0012501
cell death (GO:0008219)	1128	2	2.85	-	.70	1.0	1.0	GO:0008219
negative regulation of multicellular organismal process (GO:0051241)	1146	2	2.9	-	.69	1.0	1.0	GO:0051241
response to abiotic stimulus (GO:0009628)	1146	2	2.9	-	.69	1.0	1.0	GO:0009628
macromolecule biosynthetic process (GO:0009059)	2945	5	7.44	-	.67	0.429	1.0	GO:0009059
positive regulation of gene expression (GO:0010628)	1197	2	3.02	-	.66	0.769	1.0	GO:0010628
macromolecule metabolic process (GO:0043170)	5404	9	13.65	-	.66	0.158	1.0	GO:0043170
immune system process (GO:0002376)	2436	4	6.16	-	.65	0.517	1.0	GO:0002376
response to external stimulus (GO:0009605)	2003	3	5.06	-	.59	0.481	1.0	GO:0009605
Unclassified (UNCLASSIFIED)	2827	4	7.14	-	.56	0.31	1.0	UNCLASSIFIED
response to stress (GO:0006950)	3577	5	9.04	-	.55	0.197	1.0	GO:0006950
system process (GO:0003008)	2179	3	5.51	-	.54	0.365	1.0	GO:0003008
response to other organism (GO:0051707)	1457	2	3.68	-	.54	0.584	1.0	GO:0051707
response to external biotic stimulus (GO:0043207)	1460	2	3.69	-	.54	0.585	1.0	GO:0043207
response to biotic stimulus (GO:0009607)	1507	2	3.81	-	.53	0.588	1.0	GO:0009607
nervous system process (GO:0050877)	1513	2	3.82	-	.52	0.589	1.0	GO:0050877
defense response (GO:0006952)	1527	2	3.86	-	.52	0.434	1.0	GO:0006952
reproductive process (GO:0022414)	1569	2	3.96	-	.50	0.434	1.0	GO:0022414
biological process involved in interspecies interaction between organisms (GO:0044419)	1627	2	4.11	-	.49	0.436	1.0	GO:0044419
protein modification process (GO:0036211)	1641	2	4.15	-	.48	0.437	1.0	GO:0036211
protein metabolic process (GO:0019538)	3308	4	8.36	-	.48	0.128	1.0	GO:0019538
cellular response to stress (GO:0033554)	1670	2	4.22	-	.47	0.439	1.0	GO:0033554
immune response (GO:0006955)	1753	2	4.43	-	.45	0.32	1.0	GO:0006955
macromolecule modification (GO:0043412)	1830	2	4.62	-	.43	0.323	1.0	GO:0043412
