Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
regulation of interleukin-4 production (GO:0032673)	34	2	0.84	+	2.39	0.203	1.0	GO:0032673
regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)	34	2	0.84	+	2.39	0.203	1.0	GO:0040036
proximal/distal pattern formation (GO:0009954)	34	2	0.84	+	2.39	0.203	1.0	GO:0009954
positive regulation of smooth muscle cell proliferation (GO:0048661)	85	5	2.09	+	2.39	0.0584	1.0	GO:0048661
regulation of neutrophil chemotaxis (GO:0090022)	34	2	0.84	+	2.39	0.203	1.0	GO:0090022
positive regulation of small GTPase mediated signal transduction (GO:0051057)	68	4	1.67	+	2.39	0.0863	1.0	GO:0051057
epigenetic programming of gene expression (GO:0043045)	34	2	0.84	+	2.39	0.203	1.0	GO:0043045
cardiac cell development (GO:0055006)	68	4	1.67	+	2.39	0.0863	1.0	GO:0055006
nucleobase metabolic process (GO:0009112)	34	2	0.84	+	2.39	0.203	1.0	GO:0009112
negative regulation of axon extension (GO:0030517)	34	2	0.84	+	2.39	0.203	1.0	GO:0030517
miRNA processing (GO:0035196)	34	2	0.84	+	2.39	0.203	1.0	GO:0035196
regulation of smooth muscle cell migration (GO:0014910)	68	4	1.67	+	2.39	0.0863	1.0	GO:0014910
adult walking behavior (GO:0007628)	34	2	0.84	+	2.39	0.203	1.0	GO:0007628
positive regulation of cytokine production involved in immune response (GO:0002720)	85	5	2.09	+	2.39	0.0584	1.0	GO:0002720
synaptic vesicle localization (GO:0097479)	51	3	1.25	+	2.39	0.13	1.0	GO:0097479
endocardial cushion development (GO:0003197)	51	3	1.25	+	2.39	0.13	1.0	GO:0003197
regulation of blood coagulation (GO:0030193)	69	4	1.7	+	2.36	0.0899	1.0	GO:0030193
stem cell differentiation (GO:0048863)	190	11	4.67	+	2.35	0.00754	1.0	GO:0048863
regulation of neuron migration (GO:2001222)	52	3	1.28	+	2.35	0.136	1.0	GO:2001222
locomotory behavior (GO:0007626)	208	12	5.11	+	2.35	0.00554	1.0	GO:0007626
regulation of receptor-mediated endocytosis (GO:0048259)	122	7	3.0	+	2.33	0.0312	1.0	GO:0048259
regulation of adenylate cyclase activity (GO:0045761)	35	2	0.86	+	2.32	0.212	1.0	GO:0045761
positive regulation of osteoblast differentiation (GO:0045669)	70	4	1.72	+	2.32	0.0936	1.0	GO:0045669
regulation of endothelial cell differentiation (GO:0045601)	35	2	0.86	+	2.32	0.212	1.0	GO:0045601
cell volume homeostasis (GO:0006884)	35	2	0.86	+	2.32	0.212	1.0	GO:0006884
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	35	2	0.86	+	2.32	0.212	1.0	GO:2001240
behavioral defense response (GO:0002209)	35	2	0.86	+	2.32	0.212	1.0	GO:0002209
negative regulation of signal transduction in absence of ligand (GO:1901099)	35	2	0.86	+	2.32	0.212	1.0	GO:1901099
regulation of JUN kinase activity (GO:0043506)	35	2	0.86	+	2.32	0.212	1.0	GO:0043506
biogenic amine biosynthetic process (GO:0042401)	35	2	0.86	+	2.32	0.212	1.0	GO:0042401
muscle hypertrophy (GO:0014896)	35	2	0.86	+	2.32	0.212	1.0	GO:0014896
negative regulation of JNK cascade (GO:0046329)	35	2	0.86	+	2.32	0.212	1.0	GO:0046329
positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)	35	2	0.86	+	2.32	0.212	1.0	GO:0061081
regulation of response to oxidative stress (GO:1902882)	35	2	0.86	+	2.32	0.212	1.0	GO:1902882
actomyosin structure organization (GO:0031032)	123	7	3.02	+	2.31	0.0324	1.0	GO:0031032
carbohydrate biosynthetic process (GO:0016051)	123	7	3.02	+	2.31	0.0324	1.0	GO:0016051
positive regulation of DNA-binding transcription factor activity (GO:0051091)	176	10	4.33	+	2.31	0.012	1.0	GO:0051091
phospholipid translocation (GO:0045332)	53	3	1.3	+	2.30	0.141	1.0	GO:0045332
regulation of gluconeogenesis (GO:0006111)	53	3	1.3	+	2.30	0.141	1.0	GO:0006111
regulation of chondrocyte differentiation (GO:0032330)	53	3	1.3	+	2.30	0.141	1.0	GO:0032330
regulation of hemostasis (GO:1900046)	71	4	1.75	+	2.29	0.0974	1.0	GO:1900046
oogenesis (GO:0048477)	107	6	2.63	+	2.28	0.0486	1.0	GO:0048477
negative regulation of nervous system development (GO:0051961)	143	8	3.52	+	2.28	0.0252	1.0	GO:0051961
cellular response to lipopolysaccharide (GO:0071222)	197	11	4.84	+	2.27	0.00975	1.0	GO:0071222
dopaminergic neuron differentiation (GO:0071542)	36	2	0.89	+	2.26	0.221	1.0	GO:0071542
positive regulation of synaptic transmission, glutamatergic (GO:0051968)	36	2	0.89	+	2.26	0.221	1.0	GO:0051968
positive regulation of interleukin-2 production (GO:0032743)	36	2	0.89	+	2.26	0.221	1.0	GO:0032743
glandular epithelial cell differentiation (GO:0002067)	36	2	0.89	+	2.26	0.221	1.0	GO:0002067
inorganic ion import across plasma membrane (GO:0099587)	108	6	2.66	+	2.26	0.0505	1.0	GO:0099587
protein localization to mitochondrion (GO:0070585)	90	5	2.21	+	2.26	0.071	1.0	GO:0070585
epithelium migration (GO:0090132)	36	2	0.89	+	2.26	0.221	1.0	GO:0090132
inorganic cation import across plasma membrane (GO:0098659)	108	6	2.66	+	2.26	0.0505	1.0	GO:0098659
smooth muscle cell differentiation (GO:0051145)	36	2	0.89	+	2.26	0.221	1.0	GO:0051145
renal absorption (GO:0070293)	36	2	0.89	+	2.26	0.221	1.0	GO:0070293
positive regulation of biomineral tissue development (GO:0070169)	54	3	1.33	+	2.26	0.147	1.0	GO:0070169
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)	36	2	0.89	+	2.26	0.221	1.0	GO:0000288
amine biosynthetic process (GO:0009309)	36	2	0.89	+	2.26	0.221	1.0	GO:0009309
potassium ion homeostasis (GO:0055075)	36	2	0.89	+	2.26	0.221	1.0	GO:0055075
cardiac muscle cell differentiation (GO:0055007)	90	5	2.21	+	2.26	0.071	1.0	GO:0055007
regulation of phospholipid metabolic process (GO:1903725)	36	2	0.89	+	2.26	0.221	1.0	GO:1903725
hindlimb morphogenesis (GO:0035137)	36	2	0.89	+	2.26	0.221	1.0	GO:0035137
response to nicotine (GO:0035094)	54	3	1.33	+	2.26	0.147	1.0	GO:0035094
positive regulation of T cell mediated immunity (GO:0002711)	72	4	1.77	+	2.26	0.101	1.0	GO:0002711
muscle contraction (GO:0006936)	236	13	5.8	+	2.24	0.00854	1.0	GO:0006936
associative learning (GO:0008306)	91	5	2.24	+	2.23	0.0737	1.0	GO:0008306
positive regulation of alpha-beta T cell activation (GO:0046635)	73	4	1.79	+	2.23	0.105	1.0	GO:0046635
cellular response to cAMP (GO:0071320)	55	3	1.35	+	2.22	0.153	1.0	GO:0071320
nucleotide-excision repair (GO:0006289)	55	3	1.35	+	2.22	0.153	1.0	GO:0006289
striated muscle cell differentiation (GO:0051146)	220	12	5.41	+	2.22	0.0126	1.0	GO:0051146
positive regulation of TORC1 signaling (GO:1904263)	55	3	1.35	+	2.22	0.153	1.0	GO:1904263
response to cAMP (GO:0051591)	92	5	2.26	+	2.21	0.0765	1.0	GO:0051591
cerebral cortex radially oriented cell migration (GO:0021799)	37	2	0.91	+	2.20	0.231	1.0	GO:0021799
heart process (GO:0003015)	111	6	2.73	+	2.20	0.0563	1.0	GO:0003015
vesicle docking involved in exocytosis (GO:0006904)	37	2	0.91	+	2.20	0.231	1.0	GO:0006904
regulation of membrane repolarization (GO:0060306)	37	2	0.91	+	2.20	0.231	1.0	GO:0060306
intracellular iron ion homeostasis (GO:0006879)	74	4	1.82	+	2.20	0.109	1.0	GO:0006879
organ or tissue specific immune response (GO:0002251)	37	2	0.91	+	2.20	0.231	1.0	GO:0002251
regulation of cardiac muscle cell proliferation (GO:0060043)	37	2	0.91	+	2.20	0.231	1.0	GO:0060043
regulation of amyloid-beta formation (GO:1902003)	37	2	0.91	+	2.20	0.231	1.0	GO:1902003
blood vessel endothelial cell migration (GO:0043534)	37	2	0.91	+	2.20	0.231	1.0	GO:0043534
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	37	2	0.91	+	2.20	0.231	1.0	GO:0070059
bicarbonate transport (GO:0015701)	37	2	0.91	+	2.20	0.231	1.0	GO:0015701
regulation of neuroinflammatory response (GO:0150077)	37	2	0.91	+	2.20	0.231	1.0	GO:0150077
positive regulation of establishment of protein localization to mitochondrion (GO:1903749)	37	2	0.91	+	2.20	0.231	1.0	GO:1903749
myotube cell development (GO:0014904)	37	2	0.91	+	2.20	0.231	1.0	GO:0014904
cardiac conduction system development (GO:0003161)	37	2	0.91	+	2.20	0.231	1.0	GO:0003161
oocyte development (GO:0048599)	56	3	1.38	+	2.18	0.159	1.0	GO:0048599
response to dsRNA (GO:0043331)	56	3	1.38	+	2.18	0.159	1.0	GO:0043331
ureteric bud morphogenesis (GO:0060675)	56	3	1.38	+	2.18	0.159	1.0	GO:0060675
regulation of D-glucose import (GO:0046324)	56	3	1.38	+	2.18	0.159	1.0	GO:0046324
regulation of cation channel activity (GO:2001257)	75	4	1.84	+	2.17	0.113	1.0	GO:2001257
regulation of coagulation (GO:0050818)	75	4	1.84	+	2.17	0.113	1.0	GO:0050818
negative regulation of cation transmembrane transport (GO:1904063)	75	4	1.84	+	2.17	0.113	1.0	GO:1904063
neuroblast proliferation (GO:0007405)	57	3	1.4	+	2.14	0.165	1.0	GO:0007405
cellular response to BMP stimulus (GO:0071773)	95	5	2.34	+	2.14	0.085	1.0	GO:0071773
response to BMP (GO:0071772)	95	5	2.34	+	2.14	0.085	1.0	GO:0071772
mesonephric tubule morphogenesis (GO:0072171)	57	3	1.4	+	2.14	0.165	1.0	GO:0072171
endocrine process (GO:0050886)	57	3	1.4	+	2.14	0.165	1.0	GO:0050886
non-motile cilium assembly (GO:1905515)	57	3	1.4	+	2.14	0.165	1.0	GO:1905515
release of sequestered calcium ion into cytosol (GO:0051209)	57	3	1.4	+	2.14	0.165	1.0	GO:0051209
vasodilation (GO:0042311)	57	3	1.4	+	2.14	0.165	1.0	GO:0042311
regulation of myeloid leukocyte mediated immunity (GO:0002886)	57	3	1.4	+	2.14	0.165	1.0	GO:0002886
positive regulation of T cell mediated cytotoxicity (GO:0001916)	38	2	0.93	+	2.14	0.24	1.0	GO:0001916
leukocyte mediated cytotoxicity (GO:0001909)	76	4	1.87	+	2.14	0.117	1.0	GO:0001909
intermediate filament organization (GO:0045109)	76	4	1.87	+	2.14	0.117	1.0	GO:0045109
cell-cell fusion (GO:0140253)	38	2	0.93	+	2.14	0.24	1.0	GO:0140253
positive regulation of type I interferon production (GO:0032481)	76	4	1.87	+	2.14	0.117	1.0	GO:0032481
melanosome organization (GO:0032438)	38	2	0.93	+	2.14	0.24	1.0	GO:0032438
syncytium formation by plasma membrane fusion (GO:0000768)	38	2	0.93	+	2.14	0.24	1.0	GO:0000768
regulation of behavior (GO:0050795)	76	4	1.87	+	2.14	0.117	1.0	GO:0050795
skeletal muscle tissue regeneration (GO:0043403)	38	2	0.93	+	2.14	0.24	1.0	GO:0043403
positive regulation of microtubule polymerization or depolymerization (GO:0031112)	38	2	0.93	+	2.14	0.24	1.0	GO:0031112
endocrine pancreas development (GO:0031018)	38	2	0.93	+	2.14	0.24	1.0	GO:0031018
fluid transport (GO:0042044)	38	2	0.93	+	2.14	0.24	1.0	GO:0042044
positive regulation of fatty acid metabolic process (GO:0045923)	38	2	0.93	+	2.14	0.24	1.0	GO:0045923
long-term memory (GO:0007616)	38	2	0.93	+	2.14	0.24	1.0	GO:0007616
lipid droplet organization (GO:0034389)	38	2	0.93	+	2.14	0.24	1.0	GO:0034389
heart valve development (GO:0003170)	76	4	1.87	+	2.14	0.117	1.0	GO:0003170
cellular response to molecule of bacterial origin (GO:0071219)	210	11	5.16	+	2.13	0.0204	1.0	GO:0071219
alcohol biosynthetic process (GO:0046165)	96	5	2.36	+	2.12	0.088	1.0	GO:0046165
negative regulation of developmental growth (GO:0048640)	96	5	2.36	+	2.12	0.088	1.0	GO:0048640
positive regulation of leukocyte mediated immunity (GO:0002705)	154	8	3.79	+	2.11	0.0582	1.0	GO:0002705
lipid translocation (GO:0034204)	58	3	1.43	+	2.10	0.171	1.0	GO:0034204
nuclear envelope organization (GO:0006998)	58	3	1.43	+	2.10	0.171	1.0	GO:0006998
maternal process involved in female pregnancy (GO:0060135)	58	3	1.43	+	2.10	0.171	1.0	GO:0060135
membrane depolarization (GO:0051899)	58	3	1.43	+	2.10	0.171	1.0	GO:0051899
detection of mechanical stimulus (GO:0050982)	58	3	1.43	+	2.10	0.171	1.0	GO:0050982
negative regulation of sequestering of calcium ion (GO:0051283)	58	3	1.43	+	2.10	0.171	1.0	GO:0051283
dendrite development (GO:0016358)	116	6	2.85	+	2.10	0.0668	1.0	GO:0016358
regulation of natural killer cell mediated immunity (GO:0002715)	58	3	1.43	+	2.10	0.171	1.0	GO:0002715
negative regulation of innate immune response (GO:0045824)	97	5	2.38	+	2.10	0.091	1.0	GO:0045824
lung epithelium development (GO:0060428)	39	2	0.96	+	2.09	0.249	1.0	GO:0060428
regulation of homotypic cell-cell adhesion (GO:0034110)	39	2	0.96	+	2.09	0.249	1.0	GO:0034110
protein transmembrane import into intracellular organelle (GO:0044743)	39	2	0.96	+	2.09	0.249	1.0	GO:0044743
pigment granule organization (GO:0048753)	39	2	0.96	+	2.09	0.249	1.0	GO:0048753
animal organ formation (GO:0048645)	39	2	0.96	+	2.09	0.249	1.0	GO:0048645
embryonic pattern specification (GO:0009880)	78	4	1.92	+	2.09	0.126	1.0	GO:0009880
muscle adaptation (GO:0043500)	39	2	0.96	+	2.09	0.249	1.0	GO:0043500
fear response (GO:0042596)	39	2	0.96	+	2.09	0.249	1.0	GO:0042596
mRNA destabilization (GO:0061157)	78	4	1.92	+	2.09	0.126	1.0	GO:0061157
establishment of protein localization to mitochondrion (GO:0072655)	78	4	1.92	+	2.09	0.126	1.0	GO:0072655
axo-dendritic transport (GO:0008088)	78	4	1.92	+	2.09	0.126	1.0	GO:0008088
positive regulation of translation (GO:0045727)	137	7	3.37	+	2.08	0.0527	1.0	GO:0045727
response to calcium ion (GO:0051592)	137	7	3.37	+	2.08	0.0527	1.0	GO:0051592
smooth muscle contraction (GO:0006939)	59	3	1.45	+	2.07	0.177	1.0	GO:0006939
biological process involved in intraspecies interaction between organisms (GO:0051703)	59	3	1.45	+	2.07	0.177	1.0	GO:0051703
cellular response to biotic stimulus (GO:0071216)	236	12	5.8	+	2.07	0.017	1.0	GO:0071216
positive regulation of ion transmembrane transporter activity (GO:0032414)	59	3	1.45	+	2.07	0.177	1.0	GO:0032414
apoptotic mitochondrial changes (GO:0008637)	59	3	1.45	+	2.07	0.177	1.0	GO:0008637
social behavior (GO:0035176)	59	3	1.45	+	2.07	0.177	1.0	GO:0035176
regulation of dendritic spine development (GO:0060998)	59	3	1.45	+	2.07	0.177	1.0	GO:0060998
regulation of monoatomic ion transmembrane transporter activity (GO:0032412)	138	7	3.39	+	2.06	0.0863	1.0	GO:0032412
sterol transport (GO:0015918)	79	4	1.94	+	2.06	0.13	1.0	GO:0015918
blood vessel diameter maintenance (GO:0097746)	158	8	3.88	+	2.06	0.0611	1.0	GO:0097746
regulation of tube diameter (GO:0035296)	158	8	3.88	+	2.06	0.0611	1.0	GO:0035296
regulation of extent of cell growth (GO:0061387)	99	5	2.43	+	2.05	0.0972	1.0	GO:0061387
ameboidal-type cell migration (GO:0001667)	139	7	3.42	+	2.05	0.0872	1.0	GO:0001667
regulation of tube size (GO:0035150)	159	8	3.91	+	2.05	0.0619	1.0	GO:0035150
regulation of monoatomic ion transmembrane transport (GO:0034765)	319	16	7.84	+	2.04	0.0089	1.0	GO:0034765
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	60	3	1.48	+	2.03	0.183	1.0	GO:2001244
regulation of nitric oxide biosynthetic process (GO:0045428)	60	3	1.48	+	2.03	0.183	1.0	GO:0045428
somitogenesis (GO:0001756)	60	3	1.48	+	2.03	0.183	1.0	GO:0001756
regulation of natural killer cell activation (GO:0032814)	40	2	0.98	+	2.03	0.258	1.0	GO:0032814
positive regulation of amine transport (GO:0051954)	40	2	0.98	+	2.03	0.258	1.0	GO:0051954
walking behavior (GO:0090659)	40	2	0.98	+	2.03	0.258	1.0	GO:0090659
oocyte differentiation (GO:0009994)	60	3	1.48	+	2.03	0.183	1.0	GO:0009994
negative regulation of protein localization to membrane (GO:1905476)	40	2	0.98	+	2.03	0.258	1.0	GO:1905476
cellular response to virus (GO:0098586)	80	4	1.97	+	2.03	0.134	1.0	GO:0098586
regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	60	3	1.48	+	2.03	0.183	1.0	GO:1904705
hair cycle (GO:0042633)	100	5	2.46	+	2.03	0.1	1.0	GO:0042633
ribonucleoside diphosphate metabolic process (GO:0009185)	80	4	1.97	+	2.03	0.134	1.0	GO:0009185
negative regulation of monoatomic ion transmembrane transport (GO:0034766)	80	4	1.97	+	2.03	0.134	1.0	GO:0034766
molting cycle (GO:0042303)	100	5	2.46	+	2.03	0.1	1.0	GO:0042303
regulation of collagen metabolic process (GO:0010712)	40	2	0.98	+	2.03	0.258	1.0	GO:0010712
regulation of cardiac muscle cell apoptotic process (GO:0010665)	40	2	0.98	+	2.03	0.258	1.0	GO:0010665
cardiocyte differentiation (GO:0035051)	120	6	2.95	+	2.03	0.0759	1.0	GO:0035051
endocardial cushion morphogenesis (GO:0003203)	40	2	0.98	+	2.03	0.258	1.0	GO:0003203
muscle cell differentiation (GO:0042692)	282	14	6.93	+	2.02	0.0112	1.0	GO:0042692
defense response to Gram-negative bacterium (GO:0050829)	101	5	2.48	+	2.01	0.104	1.0	GO:0050829
glycogen metabolic process (GO:0005977)	61	3	1.5	+	2.00	0.189	1.0	GO:0005977
regulation of vacuole organization (GO:0044088)	61	3	1.5	+	2.00	0.189	1.0	GO:0044088
regulation of axonogenesis (GO:0050770)	143	7	3.52	+	1.99	0.0915	1.0	GO:0050770
keratinocyte differentiation (GO:0030216)	143	7	3.52	+	1.99	0.0915	1.0	GO:0030216
regulation of systemic arterial blood pressure by hormone (GO:0001990)	41	2	1.01	+	1.98	0.267	1.0	GO:0001990
inner mitochondrial membrane organization (GO:0007007)	41	2	1.01	+	1.98	0.267	1.0	GO:0007007
positive regulation of interleukin-10 production (GO:0032733)	41	2	1.01	+	1.98	0.267	1.0	GO:0032733
positive regulation of interferon-beta production (GO:0032728)	41	2	1.01	+	1.98	0.267	1.0	GO:0032728
regulation of interleukin-17 production (GO:0032660)	41	2	1.01	+	1.98	0.267	1.0	GO:0032660
intracellular lipid transport (GO:0032365)	41	2	1.01	+	1.98	0.267	1.0	GO:0032365
regulation of release of cytochrome c from mitochondria (GO:0090199)	41	2	1.01	+	1.98	0.267	1.0	GO:0090199
calcium ion import (GO:0070509)	41	2	1.01	+	1.98	0.267	1.0	GO:0070509
RNA destabilization (GO:0050779)	82	4	2.02	+	1.98	0.143	1.0	GO:0050779
fibroblast proliferation (GO:0048144)	41	2	1.01	+	1.98	0.267	1.0	GO:0048144
regulation of axon extension (GO:0030516)	82	4	2.02	+	1.98	0.143	1.0	GO:0030516
positive regulation of protein import into nucleus (GO:0042307)	41	2	1.01	+	1.98	0.267	1.0	GO:0042307
forelimb morphogenesis (GO:0035136)	41	2	1.01	+	1.98	0.267	1.0	GO:0035136
positive regulation of dendritic spine development (GO:0060999)	41	2	1.01	+	1.98	0.267	1.0	GO:0060999
heparan sulfate proteoglycan metabolic process (GO:0030201)	41	2	1.01	+	1.98	0.267	1.0	GO:0030201
regulation of monoatomic cation transmembrane transport (GO:1904062)	287	14	7.06	+	1.98	0.0182	1.0	GO:1904062
transposable element silencing (GO:0010526)	41	2	1.01	+	1.98	0.267	1.0	GO:0010526
regulation of transmembrane transporter activity (GO:0022898)	144	7	3.54	+	1.98	0.0927	1.0	GO:0022898
regulation of neurotransmitter transport (GO:0051588)	103	5	2.53	+	1.97	0.11	1.0	GO:0051588
phospholipid transport (GO:0015914)	103	5	2.53	+	1.97	0.11	1.0	GO:0015914
artery development (GO:0060840)	103	5	2.53	+	1.97	0.11	1.0	GO:0060840
export across plasma membrane (GO:0140115)	62	3	1.52	+	1.97	0.196	1.0	GO:0140115
negative regulation of muscle cell differentiation (GO:0051148)	62	3	1.52	+	1.97	0.196	1.0	GO:0051148
aorta development (GO:0035904)	62	3	1.52	+	1.97	0.196	1.0	GO:0035904
regulation of exocytosis (GO:0017157)	186	9	4.57	+	1.97	0.0505	1.0	GO:0017157
regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	62	3	1.52	+	1.97	0.196	1.0	GO:0043370
cardiac muscle cell development (GO:0055013)	62	3	1.52	+	1.97	0.196	1.0	GO:0055013
embryonic limb morphogenesis (GO:0030326)	124	6	3.05	+	1.97	0.131	1.0	GO:0030326
embryonic appendage morphogenesis (GO:0035113)	124	6	3.05	+	1.97	0.131	1.0	GO:0035113
ribosome assembly (GO:0042255)	62	3	1.52	+	1.97	0.196	1.0	GO:0042255
regulation of nitric oxide metabolic process (GO:0080164)	62	3	1.52	+	1.97	0.196	1.0	GO:0080164
hair follicle development (GO:0001942)	83	4	2.04	+	1.96	0.148	1.0	GO:0001942
polysaccharide metabolic process (GO:0005976)	83	4	2.04	+	1.96	0.148	1.0	GO:0005976
endothelial cell migration (GO:0043542)	83	4	2.04	+	1.96	0.148	1.0	GO:0043542
regulation of heart rate (GO:0002027)	104	5	2.56	+	1.96	0.114	1.0	GO:0002027
recombinational repair (GO:0000725)	125	6	3.07	+	1.95	0.132	1.0	GO:0000725
regulation of cytokine production involved in immune response (GO:0002718)	125	6	3.07	+	1.95	0.132	1.0	GO:0002718
muscle system process (GO:0003012)	292	14	7.18	+	1.95	0.0193	1.0	GO:0003012
positive regulation of monoatomic ion transmembrane transport (GO:0034767)	146	7	3.59	+	1.95	0.0953	1.0	GO:0034767
skeletal muscle tissue development (GO:0007519)	146	7	3.59	+	1.95	0.0953	1.0	GO:0007519
calcium-mediated signaling (GO:0019722)	167	8	4.11	+	1.95	0.07	1.0	GO:0019722
actin filament-based movement (GO:0030048)	105	5	2.58	+	1.94	0.117	1.0	GO:0030048
glucan metabolic process (GO:0044042)	63	3	1.55	+	1.94	0.202	1.0	GO:0044042
regulation of protein import into nucleus (GO:0042306)	63	3	1.55	+	1.94	0.202	1.0	GO:0042306
collagen fibril organization (GO:0030199)	63	3	1.55	+	1.94	0.202	1.0	GO:0030199
heart valve morphogenesis (GO:0003179)	63	3	1.55	+	1.94	0.202	1.0	GO:0003179
syncytium formation (GO:0006949)	42	2	1.03	+	1.94	0.276	1.0	GO:0006949
positive regulation of SMAD protein signal transduction (GO:0060391)	42	2	1.03	+	1.94	0.276	1.0	GO:0060391
cell fate determination (GO:0001709)	42	2	1.03	+	1.94	0.276	1.0	GO:0001709
regulation of amino acid transport (GO:0051955)	42	2	1.03	+	1.94	0.276	1.0	GO:0051955
negative regulation of ion transmembrane transporter activity (GO:0032413)	42	2	1.03	+	1.94	0.276	1.0	GO:0032413
tissue migration (GO:0090130)	42	2	1.03	+	1.94	0.276	1.0	GO:0090130
embryonic axis specification (GO:0000578)	42	2	1.03	+	1.94	0.276	1.0	GO:0000578
triglyceride homeostasis (GO:0070328)	42	2	1.03	+	1.94	0.276	1.0	GO:0070328
positive regulation of striated muscle cell differentiation (GO:0051155)	42	2	1.03	+	1.94	0.276	1.0	GO:0051155
developmental pigmentation (GO:0048066)	42	2	1.03	+	1.94	0.276	1.0	GO:0048066
phospholipid dephosphorylation (GO:0046839)	42	2	1.03	+	1.94	0.276	1.0	GO:0046839
odontogenesis of dentin-containing tooth (GO:0042475)	84	4	2.07	+	1.94	0.152	1.0	GO:0042475
regulation of myotube differentiation (GO:0010830)	42	2	1.03	+	1.94	0.276	1.0	GO:0010830
sphingolipid catabolic process (GO:0030149)	42	2	1.03	+	1.94	0.276	1.0	GO:0030149
regulation of reactive oxygen species biosynthetic process (GO:1903426)	42	2	1.03	+	1.94	0.276	1.0	GO:1903426
regulation of regulated secretory pathway (GO:1903305)	127	6	3.12	+	1.92	0.136	1.0	GO:1903305
regulation of monoatomic ion transport (GO:0043269)	445	21	10.94	+	1.92	0.00461	1.0	GO:0043269
regulation of postsynaptic membrane potential (GO:0060078)	106	5	2.61	+	1.92	0.191	1.0	GO:0060078
positive regulation of tumor necrosis factor production (GO:0032760)	106	5	2.61	+	1.92	0.191	1.0	GO:0032760
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	106	5	2.61	+	1.92	0.191	1.0	GO:0051092
regulation of T cell mediated immunity (GO:0002709)	106	5	2.61	+	1.92	0.191	1.0	GO:0002709
negative regulation of myeloid cell differentiation (GO:0045638)	85	4	2.09	+	1.91	0.157	1.0	GO:0045638
epithelial to mesenchymal transition (GO:0001837)	85	4	2.09	+	1.91	0.157	1.0	GO:0001837
regulation of interleukin-8 production (GO:0032677)	85	4	2.09	+	1.91	0.157	1.0	GO:0032677
regulation of neurotransmitter secretion (GO:0046928)	85	4	2.09	+	1.91	0.157	1.0	GO:0046928
negative regulation of cell growth (GO:0030308)	170	8	4.18	+	1.91	0.0737	1.0	GO:0030308
positive regulation of secretion by cell (GO:1903532)	298	14	7.33	+	1.91	0.021	1.0	GO:1903532
anterior/posterior pattern specification (GO:0009952)	213	10	5.24	+	1.91	0.0433	1.0	GO:0009952
interferon-mediated signaling pathway (GO:0140888)	64	3	1.57	+	1.91	0.208	1.0	GO:0140888
glycosphingolipid metabolic process (GO:0006687)	64	3	1.57	+	1.91	0.208	1.0	GO:0006687
axonal transport (GO:0098930)	64	3	1.57	+	1.91	0.208	1.0	GO:0098930
proton motive force-driven mitochondrial ATP synthesis (GO:0042776)	64	3	1.57	+	1.91	0.208	1.0	GO:0042776
positive regulation of nucleocytoplasmic transport (GO:0046824)	64	3	1.57	+	1.91	0.208	1.0	GO:0046824
regulation of blood circulation (GO:1903522)	256	12	6.29	+	1.91	0.0375	1.0	GO:1903522
regulation of systemic arterial blood pressure (GO:0003073)	107	5	2.63	+	1.90	0.193	1.0	GO:0003073
positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051897)	193	9	4.75	+	1.90	0.0577	1.0	GO:0051897
negative regulation of gliogenesis (GO:0014014)	43	2	1.06	+	1.89	0.286	1.0	GO:0014014
cellular extravasation (GO:0045123)	43	2	1.06	+	1.89	0.286	1.0	GO:0045123
action potential (GO:0001508)	129	6	3.17	+	1.89	0.139	1.0	GO:0001508
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	43	2	1.06	+	1.89	0.286	1.0	GO:1902175
TOR signaling (GO:0031929)	43	2	1.06	+	1.89	0.286	1.0	GO:0031929
dorsal/ventral pattern formation (GO:0009953)	86	4	2.11	+	1.89	0.162	1.0	GO:0009953
regulation of digestive system process (GO:0044058)	43	2	1.06	+	1.89	0.286	1.0	GO:0044058
positive regulation of double-strand break repair via homologous recombination (GO:1905168)	43	2	1.06	+	1.89	0.286	1.0	GO:1905168
response to pH (GO:0009268)	43	2	1.06	+	1.89	0.286	1.0	GO:0009268
acylglycerol homeostasis (GO:0055090)	43	2	1.06	+	1.89	0.286	1.0	GO:0055090
nucleoside diphosphate metabolic process (GO:0009132)	86	4	2.11	+	1.89	0.162	1.0	GO:0009132
regulation of striated muscle tissue development (GO:0016202)	43	2	1.06	+	1.89	0.286	1.0	GO:0016202
negative regulation of insulin receptor signaling pathway (GO:0046627)	43	2	1.06	+	1.89	0.286	1.0	GO:0046627
regulation of striated muscle cell apoptotic process (GO:0010662)	43	2	1.06	+	1.89	0.286	1.0	GO:0010662
