Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
cellular response to oxidative stress (GO:0034599)	226	2	1.12	+	1.79	0.309	1.0	GO:0034599
positive regulation of MAPK cascade (GO:0043410)	455	4	2.26	+	1.77	0.291	1.0	GO:0043410
regulation of calcium ion transport (GO:0051924)	228	2	1.13	+	1.77	0.312	1.0	GO:0051924
positive regulation of neurogenesis (GO:0050769)	228	2	1.13	+	1.77	0.312	1.0	GO:0050769
positive regulation of defense response (GO:0031349)	457	4	2.27	+	1.77	0.292	1.0	GO:0031349
G protein-coupled receptor signaling pathway (GO:0007186)	1270	11	6.29	+	1.75	0.0613	1.0	GO:0007186
positive regulation of response to external stimulus (GO:0032103)	582	5	2.88	+	1.73	0.216	1.0	GO:0032103
organic acid catabolic process (GO:0016054)	233	2	1.15	+	1.73	0.321	1.0	GO:0016054
carboxylic acid catabolic process (GO:0046395)	233	2	1.15	+	1.73	0.321	1.0	GO:0046395
chemotaxis (GO:0006935)	351	3	1.74	+	1.72	0.252	1.0	GO:0006935
tube development (GO:0035295)	936	8	4.64	+	1.72	0.143	1.0	GO:0035295
import into cell (GO:0098657)	706	6	3.5	+	1.71	0.166	1.0	GO:0098657
taxis (GO:0042330)	353	3	1.75	+	1.71	0.255	1.0	GO:0042330
lipid transport (GO:0006869)	354	3	1.75	+	1.71	0.256	1.0	GO:0006869
mitochondrion organization (GO:0007005)	354	3	1.75	+	1.71	0.256	1.0	GO:0007005
regulation of metal ion transport (GO:0010959)	355	3	1.76	+	1.71	0.258	1.0	GO:0010959
lipid localization (GO:0010876)	355	3	1.76	+	1.71	0.258	1.0	GO:0010876
glycerolipid metabolic process (GO:0046486)	355	3	1.76	+	1.71	0.258	1.0	GO:0046486
small molecule catabolic process (GO:0044282)	357	3	1.77	+	1.70	0.26	1.0	GO:0044282
protein localization to cell periphery (GO:1990778)	239	2	1.18	+	1.69	0.332	1.0	GO:1990778
purine-containing compound biosynthetic process (GO:0072522)	239	2	1.18	+	1.69	0.332	1.0	GO:0072522
regulation of cell migration (GO:0030334)	957	8	4.74	+	1.69	0.148	1.0	GO:0030334
phospholipid biosynthetic process (GO:0008654)	240	2	1.19	+	1.68	0.334	1.0	GO:0008654
response to endoplasmic reticulum stress (GO:0034976)	241	2	1.19	+	1.67	0.336	1.0	GO:0034976
membraneless organelle assembly (GO:0140694)	363	3	1.8	+	1.67	0.431	1.0	GO:0140694
phospholipid metabolic process (GO:0006644)	363	3	1.8	+	1.67	0.431	1.0	GO:0006644
spermatid development (GO:0007286)	244	2	1.21	+	1.65	0.341	1.0	GO:0007286
mRNA splicing, via spliceosome (GO:0000398)	244	2	1.21	+	1.65	0.341	1.0	GO:0000398
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	244	2	1.21	+	1.65	0.341	1.0	GO:0000377
nucleobase-containing small molecule metabolic process (GO:0055086)	612	5	3.03	+	1.65	0.233	1.0	GO:0055086
muscle contraction (GO:0006936)	245	2	1.21	+	1.65	0.343	1.0	GO:0006936
phosphorylation (GO:0016310)	369	3	1.83	+	1.64	0.434	1.0	GO:0016310
purine nucleotide metabolic process (GO:0006163)	372	3	1.84	+	1.63	0.435	1.0	GO:0006163
cell cycle (GO:0007049)	994	8	4.93	+	1.62	0.159	1.0	GO:0007049
RNA splicing, via transesterification reactions (GO:0000375)	249	2	1.23	+	1.62	0.35	1.0	GO:0000375
anatomical structure maturation (GO:0071695)	250	2	1.24	+	1.61	0.352	1.0	GO:0071695
anatomical structure formation involved in morphogenesis (GO:0048646)	1001	8	4.96	+	1.61	0.162	1.0	GO:0048646
locomotion (GO:0040011)	377	3	1.87	+	1.61	0.438	1.0	GO:0040011
negative regulation of transcription by RNA polymerase II (GO:0000122)	1009	8	5.0	+	1.60	0.164	1.0	GO:0000122
regulation of cell-cell adhesion (GO:0022407)	506	4	2.51	+	1.59	0.321	1.0	GO:0022407
DNA recombination (GO:0006310)	254	2	1.26	+	1.59	0.359	1.0	GO:0006310
regulation of cell motility (GO:2000145)	1016	8	5.04	+	1.59	0.167	1.0	GO:2000145
regulation of body fluid levels (GO:0050878)	381	3	1.89	+	1.59	0.441	1.0	GO:0050878
spermatid differentiation (GO:0048515)	254	2	1.26	+	1.59	0.359	1.0	GO:0048515
purine-containing compound metabolic process (GO:0072521)	509	4	2.52	+	1.59	0.323	1.0	GO:0072521
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	382	3	1.89	+	1.58	0.441	1.0	GO:0043161
axonogenesis (GO:0007409)	383	3	1.9	+	1.58	0.442	1.0	GO:0007409
regulation of leukocyte cell-cell adhesion (GO:1903037)	384	3	1.9	+	1.58	0.443	1.0	GO:1903037
modulation of chemical synaptic transmission (GO:0050804)	512	4	2.54	+	1.58	0.325	1.0	GO:0050804
regulation of trans-synaptic signaling (GO:0099177)	513	4	2.54	+	1.57	0.326	1.0	GO:0099177
phosphate-containing compound metabolic process (GO:0006796)	1412	11	7.0	+	1.57	0.116	1.0	GO:0006796
phosphorus metabolic process (GO:0006793)	1415	11	7.01	+	1.57	0.117	1.0	GO:0006793
positive regulation of cellular component biogenesis (GO:0044089)	516	4	2.56	+	1.56	0.328	1.0	GO:0044089
regulation of supramolecular fiber organization (GO:1902903)	390	3	1.93	+	1.55	0.446	1.0	GO:1902903
meiotic cell cycle (GO:0051321)	262	2	1.3	+	1.54	0.374	1.0	GO:0051321
positive regulation of apoptotic process (GO:0043065)	525	4	2.6	+	1.54	0.334	1.0	GO:0043065
regulation of organelle organization (GO:0033043)	1186	9	5.88	+	1.53	0.195	1.0	GO:0033043
regulation of T cell activation (GO:0050863)	396	3	1.96	+	1.53	0.45	1.0	GO:0050863
regulation of catalytic activity (GO:0050790)	528	4	2.62	+	1.53	0.336	1.0	GO:0050790
epithelial cell differentiation (GO:0030855)	662	5	3.28	+	1.52	0.387	1.0	GO:0030855
regulation of locomotion (GO:0040012)	1060	8	5.25	+	1.52	0.253	1.0	GO:0040012
positive regulation of cell population proliferation (GO:0008284)	931	7	4.61	+	1.52	0.231	1.0	GO:0008284
germ cell development (GO:0007281)	399	3	1.98	+	1.52	0.452	1.0	GO:0007281
regulation of blood circulation (GO:1903522)	268	2	1.33	+	1.51	0.384	1.0	GO:1903522
regulation of cellular localization (GO:0060341)	537	4	2.66	+	1.50	0.343	1.0	GO:0060341
regulation of cytokine production (GO:0001817)	807	6	4.0	+	1.50	0.298	1.0	GO:0001817
response to peptide hormone (GO:0043434)	407	3	2.02	+	1.49	0.458	1.0	GO:0043434
negative regulation of transport (GO:0051051)	409	3	2.03	+	1.48	0.459	1.0	GO:0051051
circulatory system development (GO:0072359)	957	7	4.74	+	1.48	0.243	1.0	GO:0072359
cell migration (GO:0016477)	958	7	4.75	+	1.47	0.243	1.0	GO:0016477
positive regulation of programmed cell death (GO:0043068)	549	4	2.72	+	1.47	0.353	1.0	GO:0043068
peptidyl-amino acid modification (GO:0018193)	275	2	1.36	+	1.47	0.396	1.0	GO:0018193
inorganic cation transmembrane transport (GO:0098662)	690	5	3.42	+	1.46	0.397	1.0	GO:0098662
response to hormone (GO:0009725)	828	6	4.1	+	1.46	0.307	1.0	GO:0009725
response to endogenous stimulus (GO:0009719)	1244	9	6.17	+	1.46	0.213	1.0	GO:0009719
cell development (GO:0048468)	2351	17	11.65	+	1.46	0.116	1.0	GO:0048468
negative regulation of defense response (GO:0031348)	277	2	1.37	+	1.46	0.4	1.0	GO:0031348
cellular response to endogenous stimulus (GO:0071495)	971	7	4.81	+	1.45	0.341	1.0	GO:0071495
detection of stimulus (GO:0051606)	694	5	3.44	+	1.45	0.398	1.0	GO:0051606
protein complex oligomerization (GO:0051259)	278	2	1.38	+	1.45	0.402	1.0	GO:0051259
response to alcohol (GO:0097305)	280	2	1.39	+	1.44	0.405	1.0	GO:0097305
localization within membrane (GO:0051668)	562	4	2.79	+	1.44	0.363	1.0	GO:0051668
positive regulation of DNA metabolic process (GO:0051054)	281	2	1.39	+	1.44	0.407	1.0	GO:0051054
macromolecule modification (GO:0043412)	1830	13	9.07	+	1.43	0.164	1.0	GO:0043412
negative regulation of cell population proliferation (GO:0008285)	704	5	3.49	+	1.43	0.402	1.0	GO:0008285
positive regulation of cellular component organization (GO:0051130)	1127	8	5.59	+	1.43	0.273	1.0	GO:0051130
cellular response to hormone stimulus (GO:0032870)	564	4	2.8	+	1.43	0.365	1.0	GO:0032870
response to steroid hormone (GO:0048545)	282	2	1.4	+	1.43	0.653	1.0	GO:0048545
organophosphate metabolic process (GO:0019637)	988	7	4.9	+	1.43	0.345	1.0	GO:0019637
monoatomic cation transport (GO:0006812)	847	6	4.2	+	1.43	0.317	1.0	GO:0006812
monoatomic cation transmembrane transport (GO:0098655)	706	5	3.5	+	1.43	0.403	1.0	GO:0098655
ubiquitin-dependent protein catabolic process (GO:0006511)	565	4	2.8	+	1.43	0.365	1.0	GO:0006511
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	283	2	1.4	+	1.43	0.653	1.0	GO:0051896
in utero embryonic development (GO:0001701)	425	3	2.11	+	1.42	0.471	1.0	GO:0001701
regulation of monoatomic ion transport (GO:0043269)	425	3	2.11	+	1.42	0.471	1.0	GO:0043269
positive regulation of nervous system development (GO:0051962)	284	2	1.41	+	1.42	0.654	1.0	GO:0051962
cytoskeleton organization (GO:0007010)	1279	9	6.34	+	1.42	0.298	1.0	GO:0007010
intracellular signaling cassette (GO:0141124)	854	6	4.23	+	1.42	0.32	1.0	GO:0141124
small molecule metabolic process (GO:0044281)	1567	11	7.77	+	1.42	0.257	1.0	GO:0044281
organophosphate biosynthetic process (GO:0090407)	572	4	2.83	+	1.41	0.371	1.0	GO:0090407
hemopoiesis (GO:0030097)	719	5	3.56	+	1.40	0.409	1.0	GO:0030097
regulation of defense response (GO:0031347)	863	6	4.28	+	1.40	0.325	1.0	GO:0031347
cellular response to chemical stress (GO:0062197)	288	2	1.43	+	1.40	0.656	1.0	GO:0062197
Wnt signaling pathway (GO:0016055)	288	2	1.43	+	1.40	0.656	1.0	GO:0016055
modification-dependent protein catabolic process (GO:0019941)	576	4	2.85	+	1.40	0.375	1.0	GO:0019941
carboxylic acid biosynthetic process (GO:0046394)	288	2	1.43	+	1.40	0.656	1.0	GO:0046394
chemical synaptic transmission (GO:0007268)	433	3	2.15	+	1.40	0.477	1.0	GO:0007268
anterograde trans-synaptic signaling (GO:0098916)	433	3	2.15	+	1.40	0.477	1.0	GO:0098916
blood circulation (GO:0008015)	433	3	2.15	+	1.40	0.477	1.0	GO:0008015
nucleotide metabolic process (GO:0009117)	434	3	2.15	+	1.39	0.478	1.0	GO:0009117
sensory perception (GO:0007600)	1014	7	5.03	+	1.39	0.353	1.0	GO:0007600
positive regulation of cell differentiation (GO:0045597)	870	6	4.31	+	1.39	0.329	1.0	GO:0045597
regulation of cell cycle phase transition (GO:1901987)	435	3	2.16	+	1.39	0.479	1.0	GO:1901987
modification-dependent macromolecule catabolic process (GO:0043632)	581	4	2.88	+	1.39	0.538	1.0	GO:0043632
system process (GO:0003008)	2179	15	10.8	+	1.39	0.194	1.0	GO:0003008
cellular process involved in reproduction in multicellular organism (GO:0022412)	436	3	2.16	+	1.39	0.479	1.0	GO:0022412
intracellular monoatomic cation homeostasis (GO:0030003)	436	3	2.16	+	1.39	0.479	1.0	GO:0030003
organic acid biosynthetic process (GO:0016053)	292	2	1.45	+	1.38	0.658	1.0	GO:0016053
axon development (GO:0061564)	439	3	2.18	+	1.38	0.482	1.0	GO:0061564
nucleoside phosphate metabolic process (GO:0006753)	588	4	2.91	+	1.37	0.54	1.0	GO:0006753
endomembrane system organization (GO:0010256)	590	4	2.92	+	1.37	0.541	1.0	GO:0010256
positive regulation of catalytic activity (GO:0043085)	295	2	1.46	+	1.37	0.659	1.0	GO:0043085
cell surface receptor protein tyrosine kinase signaling pathway (GO:0007169)	443	3	2.2	+	1.37	0.485	1.0	GO:0007169
RNA processing (GO:0006396)	886	6	4.39	+	1.37	0.455	1.0	GO:0006396
sensory organ morphogenesis (GO:0090596)	296	2	1.47	+	1.36	0.66	1.0	GO:0090596
intracellular monoatomic ion homeostasis (GO:0006873)	445	3	2.21	+	1.36	0.486	1.0	GO:0006873
response to lipid (GO:0033993)	891	6	4.42	+	1.36	0.457	1.0	GO:0033993
positive regulation of developmental process (GO:0051094)	1337	9	6.63	+	1.36	0.313	1.0	GO:0051094
negative regulation of RNA metabolic process (GO:0051253)	1486	10	7.37	+	1.36	0.333	1.0	GO:0051253
negative regulation of molecular function (GO:0044092)	298	2	1.48	+	1.35	0.661	1.0	GO:0044092
inorganic ion homeostasis (GO:0098771)	448	3	2.22	+	1.35	0.489	1.0	GO:0098771
nucleoside phosphate biosynthetic process (GO:1901293)	299	2	1.48	+	1.35	0.662	1.0	GO:1901293
carbohydrate metabolic process (GO:0005975)	449	3	2.23	+	1.35	0.49	1.0	GO:0005975
negative regulation of cell migration (GO:0030336)	300	2	1.49	+	1.35	0.662	1.0	GO:0030336
plasma membrane bounded cell projection assembly (GO:0120031)	452	3	2.24	+	1.34	0.492	1.0	GO:0120031
regulation of cell population proliferation (GO:0042127)	1660	11	8.23	+	1.34	0.277	1.0	GO:0042127
developmental maturation (GO:0021700)	302	2	1.5	+	1.34	0.663	1.0	GO:0021700
response to radiation (GO:0009314)	453	3	2.25	+	1.34	0.493	1.0	GO:0009314
cell cycle process (GO:0022402)	906	6	4.49	+	1.34	0.461	1.0	GO:0022402
nervous system process (GO:0050877)	1513	10	7.5	+	1.33	0.338	1.0	GO:0050877
trans-synaptic signaling (GO:0099537)	455	3	2.26	+	1.33	0.495	1.0	GO:0099537
negative regulation of DNA-templated transcription (GO:0045892)	1366	9	6.77	+	1.33	0.322	1.0	GO:0045892
regulation of nervous system development (GO:0051960)	456	3	2.26	+	1.33	0.495	1.0	GO:0051960
response to wounding (GO:0009611)	457	3	2.27	+	1.32	0.496	1.0	GO:0009611
negative regulation of RNA biosynthetic process (GO:1902679)	1375	9	6.81	+	1.32	0.422	1.0	GO:1902679
kidney development (GO:0001822)	307	2	1.52	+	1.31	0.666	1.0	GO:0001822
cellular response to nitrogen compound (GO:1901699)	615	4	3.05	+	1.31	0.551	1.0	GO:1901699
negative regulation of cytokine production (GO:0001818)	308	2	1.53	+	1.31	0.667	1.0	GO:0001818
cellular response to chemical stimulus (GO:0070887)	2010	13	9.96	+	1.30	0.313	1.0	GO:0070887
regulation of membrane potential (GO:0042391)	464	3	2.3	+	1.30	0.502	1.0	GO:0042391
regulation of developmental process (GO:0050793)	2475	16	12.27	+	1.30	0.283	1.0	GO:0050793
cell morphogenesis involved in neuron differentiation (GO:0048667)	465	3	2.3	+	1.30	0.503	1.0	GO:0048667
cell projection assembly (GO:0030031)	465	3	2.3	+	1.30	0.503	1.0	GO:0030031
alcohol metabolic process (GO:0006066)	310	2	1.54	+	1.30	0.668	1.0	GO:0006066
mRNA processing (GO:0006397)	466	3	2.31	+	1.30	0.504	1.0	GO:0006397
proteasomal protein catabolic process (GO:0010498)	468	3	2.32	+	1.29	0.505	1.0	GO:0010498
inorganic ion transmembrane transport (GO:0098660)	782	5	3.88	+	1.29	0.442	1.0	GO:0098660
negative regulation of cell motility (GO:2000146)	315	2	1.56	+	1.28	0.671	1.0	GO:2000146
regulation of multicellular organismal development (GO:2000026)	1419	9	7.03	+	1.28	0.43	1.0	GO:2000026
sensory organ development (GO:0007423)	631	4	3.13	+	1.28	0.557	1.0	GO:0007423
positive regulation of transcription by RNA polymerase II (GO:0045944)	1262	8	6.25	+	1.28	0.409	1.0	GO:0045944
membrane organization (GO:0061024)	789	5	3.91	+	1.28	0.598	1.0	GO:0061024
regulation of developmental growth (GO:0048638)	316	2	1.57	+	1.28	0.671	1.0	GO:0048638
epithelial tube morphogenesis (GO:0060562)	317	2	1.57	+	1.27	0.672	1.0	GO:0060562
cell differentiation (GO:0030154)	3806	24	18.86	+	1.27	0.2	1.0	GO:0030154
cellular developmental process (GO:0048869)	3809	24	18.88	+	1.27	0.201	1.0	GO:0048869
renal system development (GO:0072001)	318	2	1.58	+	1.27	0.673	1.0	GO:0072001
response to lipopolysaccharide (GO:0032496)	319	2	1.58	+	1.26	0.673	1.0	GO:0032496
catabolic process (GO:0009056)	2077	13	10.29	+	1.26	0.407	1.0	GO:0009056
regulation of response to external stimulus (GO:0032101)	1122	7	5.56	+	1.26	0.508	1.0	GO:0032101
regulation of cell adhesion (GO:0030155)	802	5	3.97	+	1.26	0.601	1.0	GO:0030155
carboxylic acid metabolic process (GO:0019752)	802	5	3.97	+	1.26	0.601	1.0	GO:0019752
regulation of synapse organization (GO:0050807)	321	2	1.59	+	1.26	0.675	1.0	GO:0050807
negative regulation of nucleobase-containing compound metabolic process (GO:0045934)	1615	10	8.0	+	1.25	0.457	1.0	GO:0045934
proteolysis (GO:0006508)	1292	8	6.4	+	1.25	0.535	1.0	GO:0006508
protein-containing complex assembly (GO:0065003)	1293	8	6.41	+	1.25	0.535	1.0	GO:0065003
morphogenesis of an epithelium (GO:0002009)	486	3	2.41	+	1.25	0.521	1.0	GO:0002009
chromatin remodeling (GO:0006338)	649	4	3.22	+	1.24	0.566	1.0	GO:0006338
cellular response to growth factor stimulus (GO:0071363)	487	3	2.41	+	1.24	0.522	1.0	GO:0071363
muscle organ development (GO:0007517)	325	2	1.61	+	1.24	0.677	1.0	GO:0007517
epithelium development (GO:0060429)	1139	7	5.65	+	1.24	0.512	1.0	GO:0060429
negative regulation of multicellular organismal process (GO:0051241)	1146	7	5.68	+	1.23	0.514	1.0	GO:0051241
regulation of synapse structure or activity (GO:0050803)	328	2	1.63	+	1.23	0.679	1.0	GO:0050803
protein modification process (GO:0036211)	1641	10	8.13	+	1.23	0.462	1.0	GO:0036211
regulation of mitotic cell cycle (GO:0007346)	493	3	2.44	+	1.23	0.738	1.0	GO:0007346
regulation of DNA metabolic process (GO:0051052)	493	3	2.44	+	1.23	0.738	1.0	GO:0051052
enzyme-linked receptor protein signaling pathway (GO:0007167)	659	4	3.27	+	1.22	0.571	1.0	GO:0007167
oxoacid metabolic process (GO:0043436)	824	5	4.08	+	1.22	0.607	1.0	GO:0043436
tissue development (GO:0009888)	1814	11	8.99	+	1.22	0.481	1.0	GO:0009888
synaptic signaling (GO:0099536)	495	3	2.45	+	1.22	0.738	1.0	GO:0099536
vesicle-mediated transport (GO:0016192)	1321	8	6.55	+	1.22	0.54	1.0	GO:0016192
behavior (GO:0007610)	664	4	3.29	+	1.22	0.573	1.0	GO:0007610
negative regulation of locomotion (GO:0040013)	333	2	1.65	+	1.21	0.682	1.0	GO:0040013
response to light stimulus (GO:0009416)	333	2	1.65	+	1.21	0.682	1.0	GO:0009416
organic acid metabolic process (GO:0006082)	833	5	4.13	+	1.21	0.61	1.0	GO:0006082
positive regulation of establishment of protein localization (GO:1904951)	335	2	1.66	+	1.20	0.683	1.0	GO:1904951
positive regulation of cytokine production (GO:0001819)	506	3	2.51	+	1.20	0.741	1.0	GO:0001819
neuron projection morphogenesis (GO:0048812)	508	3	2.52	+	1.19	0.742	1.0	GO:0048812
response to molecule of bacterial origin (GO:0002237)	339	2	1.68	+	1.19	0.686	1.0	GO:0002237
chromosome segregation (GO:0007059)	339	2	1.68	+	1.19	0.686	1.0	GO:0007059
negative regulation of organelle organization (GO:0010639)	339	2	1.68	+	1.19	0.686	1.0	GO:0010639
response to chemical (GO:0042221)	3736	22	18.52	+	1.19	0.368	1.0	GO:0042221
post-transcriptional regulation of gene expression (GO:0010608)	510	3	2.53	+	1.19	0.742	1.0	GO:0010608
cell motility (GO:0048870)	1191	7	5.9	+	1.19	0.667	1.0	GO:0048870
plasma membrane bounded cell projection morphogenesis (GO:0120039)	513	3	2.54	+	1.18	0.743	1.0	GO:0120039
plasma membrane bounded cell projection organization (GO:0120036)	1197	7	5.93	+	1.18	0.668	1.0	GO:0120036
proteolysis involved in protein catabolic process (GO:0051603)	685	4	3.4	+	1.18	0.584	1.0	GO:0051603
regulation of molecular function (GO:0065009)	862	5	4.27	+	1.17	0.619	1.0	GO:0065009
monoatomic cation homeostasis (GO:0055080)	518	3	2.57	+	1.17	0.745	1.0	GO:0055080
multicellular organismal-level homeostasis (GO:0048871)	691	4	3.42	+	1.17	0.588	1.0	GO:0048871
monoatomic ion transmembrane transport (GO:0034220)	864	5	4.28	+	1.17	0.62	1.0	GO:0034220
monoatomic ion transport (GO:0006811)	1037	6	5.14	+	1.17	0.647	1.0	GO:0006811
response to growth factor (GO:0070848)	519	3	2.57	+	1.17	0.745	1.0	GO:0070848
cell projection morphogenesis (GO:0048858)	520	3	2.58	+	1.16	0.745	1.0	GO:0048858
metabolic process (GO:0008152)	7644	44	37.89	+	1.16	0.218	1.0	GO:0008152
regulation of lymphocyte activation (GO:0051249)	522	3	2.59	+	1.16	0.746	1.0	GO:0051249
protein metabolic process (GO:0019538)	3308	19	16.4	+	1.16	0.498	1.0	GO:0019538
circulatory system process (GO:0003013)	523	3	2.59	+	1.16	0.746	1.0	GO:0003013
regulation of cell differentiation (GO:0045595)	1577	9	7.82	+	1.15	0.578	1.0	GO:0045595
monocarboxylic acid metabolic process (GO:0032787)	526	3	2.61	+	1.15	0.747	1.0	GO:0032787
monoatomic ion homeostasis (GO:0050801)	529	3	2.62	+	1.14	0.748	1.0	GO:0050801
signaling (GO:0023052)	5297	30	26.25	+	1.14	0.427	1.0	GO:0023052
anatomical structure morphogenesis (GO:0009653)	2303	13	11.41	+	1.14	0.635	1.0	GO:0009653
cell communication (GO:0007154)	5343	30	26.48	+	1.13	0.429	1.0	GO:0007154
cell projection organization (GO:0030030)	1252	7	6.21	+	1.13	0.677	1.0	GO:0030030
regulation of cellular component organization (GO:0051128)	2512	14	12.45	+	1.12	0.648	1.0	GO:0051128
regulation of cellular component size (GO:0032535)	359	2	1.78	+	1.12	0.699	1.0	GO:0032535
positive regulation of protein modification process (GO:0031401)	359	2	1.78	+	1.12	0.699	1.0	GO:0031401
regulation of establishment of protein localization (GO:0070201)	540	3	2.68	+	1.12	0.751	1.0	GO:0070201
regulation of cellular response to stress (GO:0080135)	540	3	2.68	+	1.12	0.751	1.0	GO:0080135
cellular response to oxygen-containing compound (GO:1901701)	1086	6	5.38	+	1.11	0.66	1.0	GO:1901701
protein-containing complex organization (GO:0043933)	1449	8	7.18	+	1.11	0.697	1.0	GO:0043933
macromolecule catabolic process (GO:0009057)	1088	6	5.39	+	1.11	0.66	1.0	GO:0009057
intracellular protein transport (GO:0006886)	545	3	2.7	+	1.11	0.753	1.0	GO:0006886
regulation of response to stress (GO:0080134)	1455	8	7.21	+	1.11	0.698	1.0	GO:0080134
negative regulation of protein metabolic process (GO:0051248)	546	3	2.71	+	1.11	0.753	1.0	GO:0051248
cell morphogenesis (GO:0000902)	730	4	3.62	+	1.11	0.785	1.0	GO:0000902
regulation of epithelial cell proliferation (GO:0050678)	365	2	1.81	+	1.11	0.703	1.0	GO:0050678
regulation of translation (GO:0006417)	367	2	1.82	+	1.10	0.704	1.0	GO:0006417
signal transduction (GO:0007165)	4957	27	24.57	+	1.10	0.563	1.0	GO:0007165
cell-cell adhesion (GO:0098609)	551	3	2.73	+	1.10	0.755	1.0	GO:0098609
negative regulation of macromolecule biosynthetic process (GO:0010558)	2206	12	10.93	+	1.10	0.747	1.0	GO:0010558
regulation of neurogenesis (GO:0050767)	369	2	1.83	+	1.09	0.706	1.0	GO:0050767
positive regulation of multicellular organismal process (GO:0051240)	1678	9	8.32	+	1.08	0.718	1.0	GO:0051240
response to oxidative stress (GO:0006979)	374	2	1.85	+	1.08	0.709	1.0	GO:0006979
cellular response to cytokine stimulus (GO:0071345)	751	4	3.72	+	1.07	0.789	1.0	GO:0071345
intracellular protein localization (GO:0008104)	1879	10	9.31	+	1.07	0.732	1.0	GO:0008104
primary metabolic process (GO:0044238)	6776	36	33.58	+	1.07	0.599	1.0	GO:0044238
regulation of biological quality (GO:0065008)	3033	16	15.03	+	1.06	0.779	1.0	GO:0065008
regulation of hormone levels (GO:0010817)	569	3	2.82	+	1.06	0.761	1.0	GO:0010817
secretion (GO:0046903)	570	3	2.83	+	1.06	0.762	1.0	GO:0046903
negative regulation of biosynthetic process (GO:0009890)	2284	12	11.32	+	1.06	0.753	1.0	GO:0009890
negative regulation of catabolic process (GO:0009895)	381	2	1.89	+	1.06	0.714	1.0	GO:0009895
cellular response to lipid (GO:0071396)	572	3	2.83	+	1.06	0.762	1.0	GO:0071396
regulation of system process (GO:0044057)	573	3	2.84	+	1.06	0.763	1.0	GO:0044057
RNA splicing (GO:0008380)	382	2	1.89	+	1.06	0.715	1.0	GO:0008380
cellular response to stimulus (GO:0051716)	6499	34	32.21	+	1.06	0.749	1.0	GO:0051716
cellular process (GO:0009987)	15556	81	77.1	+	1.05	0.419	1.0	GO:0009987
organelle organization (GO:0006996)	3084	16	15.29	+	1.05	0.782	1.0	GO:0006996
macromolecule localization (GO:0033036)	2316	12	11.48	+	1.05	0.875	1.0	GO:0033036
cellular component assembly (GO:0022607)	2531	13	12.54	+	1.04	0.88	1.0	GO:0022607
intracellular chemical homeostasis (GO:0055082)	585	3	2.9	+	1.03	0.767	1.0	GO:0055082
cilium organization (GO:0044782)	391	2	1.94	+	1.03	0.721	1.0	GO:0044782
translation (GO:0006412)	391	2	1.94	+	1.03	0.721	1.0	GO:0006412
reproductive process (GO:0022414)	1569	8	7.78	+	1.03	0.852	1.0	GO:0022414
multicellular organismal process (GO:0032501)	6486	33	32.15	+	1.03	0.832	1.0	GO:0032501
regulation of leukocyte activation (GO:0002694)	590	3	2.92	+	1.03	0.769	1.0	GO:0002694
response to oxygen-containing compound (GO:1901700)	1577	8	7.82	+	1.02	0.853	1.0	GO:1901700
biological_process (GO:0008150)	17753	90	87.99	+	1.02	0.666	1.0	GO:0008150
mitotic cell cycle (GO:0000278)	592	3	2.93	+	1.02	0.77	1.0	GO:0000278
nucleobase-containing compound metabolic process (GO:0006139)	2773	14	13.74	+	1.02	0.885	1.0	GO:0006139
negative regulation of macromolecule metabolic process (GO:0010605)	2577	13	12.77	+	1.02	0.881	1.0	GO:0010605
intracellular signal transduction (GO:0035556)	1788	9	8.86	+	1.02	0.861	1.0	GO:0035556
anatomical structure development (GO:0048856)	5370	27	26.62	+	1.01	0.91	1.0	GO:0048856
positive regulation of biological process (GO:0048518)	6174	31	30.6	+	1.01	0.914	1.0	GO:0048518
regulation of multicellular organismal process (GO:0051239)	2996	15	14.85	+	1.01	0.889	1.0	GO:0051239
protein ubiquitination (GO:0016567)	600	3	2.97	+	1.01	1.0	1.0	GO:0016567
macromolecule metabolic process (GO:0043170)	5404	27	26.78	+	1.01	1.0	1.0	GO:0043170
nucleobase-containing compound biosynthetic process (GO:0034654)	1802	9	8.93	+	1.01	1.0	1.0	GO:0034654
inflammatory response (GO:0006954)	601	3	2.98	+	1.01	1.0	1.0	GO:0006954
positive regulation of cellular process (GO:0048522)	5828	29	28.89	+	1.00	1.0	1.0	GO:0048522
negative regulation of metabolic process (GO:0009892)	2815	14	13.95	+	1.00	1.0	1.0	GO:0009892
tissue morphogenesis (GO:0048729)	605	3	3.0	+	1.00	1.0	1.0	GO:0048729
RNA biosynthetic process (GO:0032774)	1414	7	7.01	-	1.00	1.0	1.0	GO:0032774
negative regulation of response to external stimulus (GO:0032102)	404	2	2.0	-	1.00	1.0	1.0	GO:0032102
lipid metabolic process (GO:0006629)	1217	6	6.03	-	.99	1.0	1.0	GO:0006629
developmental process (GO:0032502)	5903	29	29.26	-	.99	1.0	1.0	GO:0032502
protein catabolic process (GO:0030163)	815	4	4.04	-	.99	1.0	1.0	GO:0030163
