Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
tube development (GO:0035295)	936	3	2.27	+	1.32	0.496	1.0	GO:0035295
regulation of signal transduction (GO:0009966)	3130	10	7.6	+	1.32	0.326	1.0	GO:0009966
intracellular transport (GO:0046907)	1254	4	3.05	+	1.31	0.546	1.0	GO:0046907
regulation of macromolecule biosynthetic process (GO:0010556)	5019	16	12.19	+	1.31	0.247	1.0	GO:0010556
regulation of cellular component organization (GO:0051128)	2512	8	6.1	+	1.31	0.387	1.0	GO:0051128
chemical homeostasis (GO:0048878)	946	3	2.3	+	1.31	0.5	1.0	GO:0048878
positive regulation of transcription by RNA polymerase II (GO:0045944)	1262	4	3.07	+	1.30	0.548	1.0	GO:0045944
anatomical structure development (GO:0048856)	5370	17	13.05	+	1.30	0.2	1.0	GO:0048856
cellular component assembly (GO:0022607)	2531	8	6.15	+	1.30	0.39	1.0	GO:0022607
regulation of secretion (GO:0051046)	637	2	1.55	+	1.29	0.668	1.0	GO:0051046
circulatory system development (GO:0072359)	957	3	2.33	+	1.29	0.505	1.0	GO:0072359
regulation of cell migration (GO:0030334)	957	3	2.33	+	1.29	0.505	1.0	GO:0030334
regulation of transport (GO:0051049)	1605	5	3.9	+	1.28	0.592	1.0	GO:0051049
cell adhesion (GO:0007155)	968	3	2.35	+	1.28	0.51	1.0	GO:0007155
leukocyte activation (GO:0045321)	646	2	1.57	+	1.27	0.671	1.0	GO:0045321
proteolysis (GO:0006508)	1292	4	3.14	+	1.27	0.555	1.0	GO:0006508
regulation of cell activation (GO:0050865)	649	2	1.58	+	1.27	0.672	1.0	GO:0050865
regulation of biosynthetic process (GO:0009889)	5204	16	12.64	+	1.27	0.327	1.0	GO:0009889
regulation of signaling (GO:0023051)	3579	11	8.7	+	1.27	0.355	1.0	GO:0023051
regulation of cell communication (GO:0010646)	3583	11	8.71	+	1.26	0.355	1.0	GO:0010646
regulation of MAPK cascade (GO:0043408)	652	2	1.58	+	1.26	0.673	1.0	GO:0043408
protein modification process (GO:0036211)	1641	5	3.99	+	1.25	0.596	1.0	GO:0036211
anatomical structure morphogenesis (GO:0009653)	2303	7	5.6	+	1.25	0.499	1.0	GO:0009653
organophosphate metabolic process (GO:0019637)	988	3	2.4	+	1.25	0.518	1.0	GO:0019637
enzyme-linked receptor protein signaling pathway (GO:0007167)	659	2	1.6	+	1.25	0.675	1.0	GO:0007167
nervous system development (GO:0007399)	2307	7	5.6	+	1.25	0.5	1.0	GO:0007399
epithelial cell differentiation (GO:0030855)	662	2	1.61	+	1.24	0.676	1.0	GO:0030855
cell cycle (GO:0007049)	994	3	2.41	+	1.24	0.734	1.0	GO:0007049
system development (GO:0048731)	3670	11	8.92	+	1.23	0.458	1.0	GO:0048731
response to external stimulus (GO:0009605)	2003	6	4.87	+	1.23	0.629	1.0	GO:0009605
cellular response to chemical stimulus (GO:0070887)	2010	6	4.88	+	1.23	0.63	1.0	GO:0070887
cell development (GO:0048468)	2351	7	5.71	+	1.23	0.506	1.0	GO:0048468
regulation of localization (GO:0032879)	2019	6	4.91	+	1.22	0.63	1.0	GO:0032879
cellular component organization (GO:0016043)	5732	17	13.93	+	1.22	0.344	1.0	GO:0016043
multicellular organismal reproductive process (GO:0048609)	1014	3	2.46	+	1.22	0.737	1.0	GO:0048609
regulation of DNA-templated transcription (GO:0006355)	3382	10	8.22	+	1.22	0.449	1.0	GO:0006355
positive regulation of DNA-templated transcription (GO:0045893)	1691	5	4.11	+	1.22	0.603	1.0	GO:0045893
positive regulation of RNA biosynthetic process (GO:1902680)	1693	5	4.11	+	1.22	0.603	1.0	GO:1902680
regulation of cell motility (GO:2000145)	1016	3	2.47	+	1.22	0.737	1.0	GO:2000145
protein modification by small protein conjugation (GO:0032446)	678	2	1.65	+	1.21	0.681	1.0	GO:0032446
regulation of RNA biosynthetic process (GO:2001141)	3394	10	8.25	+	1.21	0.45	1.0	GO:2001141
multicellular organism development (GO:0007275)	4074	12	9.9	+	1.21	0.476	1.0	GO:0007275
spermatogenesis (GO:0007283)	680	2	1.65	+	1.21	0.681	1.0	GO:0007283
proteolysis involved in protein catabolic process (GO:0051603)	685	2	1.66	+	1.20	0.683	1.0	GO:0051603
multicellular organismal-level homeostasis (GO:0048871)	691	2	1.68	+	1.19	0.685	1.0	GO:0048871
positive regulation of metabolic process (GO:0009893)	3467	10	8.42	+	1.19	0.569	1.0	GO:0009893
cellular component biogenesis (GO:0044085)	2774	8	6.74	+	1.19	0.537	1.0	GO:0044085
detection of stimulus (GO:0051606)	694	2	1.69	+	1.19	0.686	1.0	GO:0051606
developmental process (GO:0032502)	5903	17	14.34	+	1.19	0.434	1.0	GO:0032502
regulation of metabolic process (GO:0019222)	6255	18	15.2	+	1.18	0.441	1.0	GO:0019222
positive regulation of macromolecule metabolic process (GO:0010604)	3136	9	7.62	+	1.18	0.555	1.0	GO:0010604
cellular component organization or biogenesis (GO:0071840)	5942	17	14.44	+	1.18	0.436	1.0	GO:0071840
tube morphogenesis (GO:0035239)	700	2	1.7	+	1.18	0.688	1.0	GO:0035239
immune response (GO:0006955)	1753	5	4.26	+	1.17	0.613	1.0	GO:0006955
regulation of locomotion (GO:0040012)	1060	3	2.58	+	1.16	0.743	1.0	GO:0040012
negative regulation of cellular component organization (GO:0051129)	709	2	1.72	+	1.16	0.691	1.0	GO:0051129
regulation of macromolecule metabolic process (GO:0060255)	5699	16	13.85	+	1.16	0.527	1.0	GO:0060255
hemopoiesis (GO:0030097)	719	2	1.75	+	1.14	0.694	1.0	GO:0030097
macromolecule metabolic process (GO:0043170)	5404	15	13.13	+	1.14	0.523	1.0	GO:0043170
multicellular organismal process (GO:0032501)	6486	18	15.76	+	1.14	0.542	1.0	GO:0032501
cellular response to oxygen-containing compound (GO:1901701)	1086	3	2.64	+	1.14	0.747	1.0	GO:1901701
embryo development (GO:0009790)	1087	3	2.64	+	1.14	0.747	1.0	GO:0009790
positive regulation of RNA metabolic process (GO:0051254)	1816	5	4.41	+	1.13	0.801	1.0	GO:0051254
positive regulation of cellular process (GO:0048522)	5828	16	14.16	+	1.13	0.534	1.0	GO:0048522
neuron projection development (GO:0031175)	729	2	1.77	+	1.13	0.697	1.0	GO:0031175
cell morphogenesis (GO:0000902)	730	2	1.77	+	1.13	0.698	1.0	GO:0000902
regulation of RNA metabolic process (GO:0051252)	3659	10	8.89	+	1.12	0.71	1.0	GO:0051252
macromolecule modification (GO:0043412)	1830	5	4.45	+	1.12	0.801	1.0	GO:0043412
protein metabolic process (GO:0019538)	3308	9	8.04	+	1.12	0.7	1.0	GO:0019538
negative regulation of macromolecule biosynthetic process (GO:0010558)	2206	6	5.36	+	1.12	0.652	1.0	GO:0010558
regulation of cell cycle process (GO:0010564)	740	2	1.8	+	1.11	0.701	1.0	GO:0010564
nervous system process (GO:0050877)	1513	4	3.68	+	1.09	0.785	1.0	GO:0050877
DNA metabolic process (GO:0006259)	757	2	1.84	+	1.09	0.707	1.0	GO:0006259
cell differentiation (GO:0030154)	3806	10	9.25	+	1.08	0.718	1.0	GO:0030154
negative regulation of biosynthetic process (GO:0009890)	2284	6	5.55	+	1.08	0.821	1.0	GO:0009890
cellular developmental process (GO:0048869)	3809	10	9.25	+	1.08	0.718	1.0	GO:0048869
positive regulation of intracellular signal transduction (GO:1902533)	1145	3	2.78	+	1.08	0.757	1.0	GO:1902533
regulation of programmed cell death (GO:0043067)	1534	4	3.73	+	1.07	0.787	1.0	GO:0043067
neuron differentiation (GO:0030182)	1156	3	2.81	+	1.07	0.759	1.0	GO:0030182
positive regulation of biological process (GO:0048518)	6174	16	15.0	+	1.07	0.758	1.0	GO:0048518
cell activation (GO:0001775)	776	2	1.89	+	1.06	0.713	1.0	GO:0001775
positive regulation of protein metabolic process (GO:0051247)	788	2	1.91	+	1.04	0.717	1.0	GO:0051247
regulation of cell differentiation (GO:0045595)	1577	4	3.83	+	1.04	0.792	1.0	GO:0045595
protein modification by small protein conjugation or removal (GO:0070647)	789	2	1.92	+	1.04	0.718	1.0	GO:0070647
biological_process (GO:0008150)	17753	45	43.13	+	1.04	0.542	1.0	GO:0008150
regulation of nucleobase-containing compound metabolic process (GO:0019219)	3962	10	9.63	+	1.04	0.858	1.0	GO:0019219
response to stress (GO:0006950)	3577	9	8.69	+	1.04	0.853	1.0	GO:0006950
primary metabolic process (GO:0044238)	6776	17	16.46	+	1.03	0.881	1.0	GO:0044238
cellular process (GO:0009987)	15556	39	37.79	+	1.03	0.869	1.0	GO:0009987
positive regulation of nucleobase-containing compound metabolic process (GO:0045935)	2006	5	4.87	+	1.03	0.814	1.0	GO:0045935
negative regulation of metabolic process (GO:0009892)	2815	7	6.84	+	1.02	0.839	1.0	GO:0009892
metabolic process (GO:0008152)	7644	19	18.57	+	1.02	0.885	1.0	GO:0008152
lipid metabolic process (GO:0006629)	1217	3	2.96	+	1.01	1.0	1.0	GO:0006629
head development (GO:0060322)	812	2	1.97	+	1.01	1.0	1.0	GO:0060322
immune system process (GO:0002376)	2436	6	5.92	+	1.01	1.0	1.0	GO:0002376
regulation of intracellular signal transduction (GO:1902531)	2034	5	4.94	+	1.01	1.0	1.0	GO:1902531
protein catabolic process (GO:0030163)	815	2	1.98	+	1.01	1.0	1.0	GO:0030163
regulation of cellular process (GO:0050794)	11414	28	27.73	+	1.01	1.0	1.0	GO:0050794
DNA damage response (GO:0006974)	817	2	1.98	+	1.01	1.0	1.0	GO:0006974
regulation of cell development (GO:0060284)	831	2	2.02	-	.99	1.0	1.0	GO:0060284
post-translational protein modification (GO:0043687)	840	2	2.04	-	.98	1.0	1.0	GO:0043687
regulation of biological process (GO:0050789)	11842	28	28.77	-	.97	0.886	1.0	GO:0050789
G protein-coupled receptor signaling pathway (GO:0007186)	1270	3	3.09	-	.97	1.0	1.0	GO:0007186
gene expression (GO:0010467)	2566	6	6.23	-	.96	1.0	1.0	GO:0010467
regulation of multicellular organismal process (GO:0051239)	2996	7	7.28	-	.96	1.0	1.0	GO:0051239
negative regulation of cellular process (GO:0048523)	5145	12	12.5	-	.96	1.0	1.0	GO:0048523
negative regulation of macromolecule metabolic process (GO:0010605)	2577	6	6.26	-	.96	1.0	1.0	GO:0010605
regulation of primary metabolic process (GO:0080090)	5163	12	12.54	-	.96	1.0	1.0	GO:0080090
protein-containing complex assembly (GO:0065003)	1293	3	3.14	-	.95	1.0	1.0	GO:0065003
cell surface receptor signaling pathway (GO:0007166)	2155	5	5.24	-	.95	1.0	1.0	GO:0007166
regulation of molecular function (GO:0065009)	862	2	2.09	-	.95	1.0	1.0	GO:0065009
cell-cell signaling (GO:0007267)	866	2	2.1	-	.95	1.0	1.0	GO:0007267
cellular response to stimulus (GO:0051716)	6499	15	15.79	-	.95	0.88	1.0	GO:0051716
positive regulation of cell differentiation (GO:0045597)	870	2	2.11	-	.95	1.0	1.0	GO:0045597
system process (GO:0003008)	2179	5	5.29	-	.94	1.0	1.0	GO:0003008
biological regulation (GO:0065007)	12243	28	29.74	-	.94	0.666	1.0	GO:0065007
negative regulation of response to stimulus (GO:0048585)	1768	4	4.3	-	.93	1.0	1.0	GO:0048585
negative regulation of biological process (GO:0048519)	5381	12	13.07	-	.92	0.872	1.0	GO:0048519
signal transduction (GO:0007165)	4957	11	12.04	-	.91	0.869	1.0	GO:0007165
regulation of protein localization (GO:0032880)	910	2	2.21	-	.90	1.0	1.0	GO:0032880
negative regulation of DNA-templated transcription (GO:0045892)	1366	3	3.32	-	.90	1.0	1.0	GO:0045892
negative regulation of RNA biosynthetic process (GO:1902679)	1375	3	3.34	-	.90	1.0	1.0	GO:1902679
positive regulation of cell population proliferation (GO:0008284)	931	2	2.26	-	.88	1.0	1.0	GO:0008284
response to chemical (GO:0042221)	3736	8	9.08	-	.88	0.854	1.0	GO:0042221
regulation of multicellular organismal development (GO:2000026)	1419	3	3.45	-	.87	1.0	1.0	GO:2000026
signaling (GO:0023052)	5297	11	12.87	-	.85	0.629	1.0	GO:0023052
protein-containing complex organization (GO:0043933)	1449	3	3.52	-	.85	1.0	1.0	GO:0043933
cell communication (GO:0007154)	5343	11	12.98	-	.85	0.629	1.0	GO:0007154
response to stimulus (GO:0050896)	8315	17	20.2	-	.84	0.389	1.0	GO:0050896
macromolecule biosynthetic process (GO:0009059)	2945	6	7.16	-	.84	0.839	1.0	GO:0009059
regulation of apoptotic process (GO:0042981)	1478	3	3.59	-	.84	1.0	1.0	GO:0042981
regulation of developmental process (GO:0050793)	2475	5	6.01	-	.83	0.829	1.0	GO:0050793
negative regulation of RNA metabolic process (GO:0051253)	1486	3	3.61	-	.83	1.0	1.0	GO:0051253
biosynthetic process (GO:0009058)	4024	8	9.78	-	.82	0.72	1.0	GO:0009058
negative regulation of transcription by RNA polymerase II (GO:0000122)	1009	2	2.45	-	.82	1.0	1.0	GO:0000122
regulation of biological quality (GO:0065008)	3033	6	7.37	-	.81	0.693	1.0	GO:0065008
sensory perception (GO:0007600)	1014	2	2.46	-	.81	1.0	1.0	GO:0007600
catabolic process (GO:0009056)	2077	4	5.05	-	.79	0.815	1.0	GO:0009056
regulation of catabolic process (GO:0009894)	1048	2	2.55	-	.79	1.0	1.0	GO:0009894
response to oxygen-containing compound (GO:1901700)	1577	3	3.83	-	.78	1.0	1.0	GO:1901700
developmental process involved in reproduction (GO:0003006)	1056	2	2.57	-	.78	1.0	1.0	GO:0003006
central nervous system development (GO:0007417)	1057	2	2.57	-	.78	1.0	1.0	GO:0007417
negative regulation of nucleobase-containing compound metabolic process (GO:0045934)	1615	3	3.92	-	.76	0.796	1.0	GO:0045934
macromolecule catabolic process (GO:0009057)	1088	2	2.64	-	.76	1.0	1.0	GO:0009057
nucleic acid metabolic process (GO:0090304)	2201	4	5.35	-	.75	0.817	1.0	GO:0090304
regulation of cell population proliferation (GO:0042127)	1660	3	4.03	-	.74	0.796	1.0	GO:0042127
nucleobase-containing compound metabolic process (GO:0006139)	2773	5	6.74	-	.74	0.677	1.0	GO:0006139
cellular response to stress (GO:0033554)	1670	3	4.06	-	.74	0.796	1.0	GO:0033554
Unclassified (UNCLASSIFIED)	2827	5	6.87	-	.73	0.542	1.0	UNCLASSIFIED
negative regulation of multicellular organismal process (GO:0051241)	1146	2	2.78	-	.72	1.0	1.0	GO:0051241
response to abiotic stimulus (GO:0009628)	1146	2	2.78	-	.72	1.0	1.0	GO:0009628
animal organ development (GO:0048513)	2935	5	7.13	-	.70	0.542	1.0	GO:0048513
intracellular signal transduction (GO:0035556)	1788	3	4.34	-	.69	0.799	1.0	GO:0035556
nucleobase-containing compound biosynthetic process (GO:0034654)	1802	3	4.38	-	.69	0.8	1.0	GO:0034654
positive regulation of developmental process (GO:0051094)	1337	2	3.25	-	.62	0.771	1.0	GO:0051094
RNA biosynthetic process (GO:0032774)	1414	2	3.44	-	.58	0.581	1.0	GO:0032774
negative regulation of signal transduction (GO:0009968)	1423	2	3.46	-	.58	0.581	1.0	GO:0009968
nucleic acid biosynthetic process (GO:0141187)	1504	2	3.65	-	.55	0.583	1.0	GO:0141187
negative regulation of cell communication (GO:0010648)	1518	2	3.69	-	.54	0.584	1.0	GO:0010648
negative regulation of signaling (GO:0023057)	1518	2	3.69	-	.54	0.584	1.0	GO:0023057
macromolecule localization (GO:0033036)	2316	3	5.63	-	.53	0.366	1.0	GO:0033036
nitrogen compound transport (GO:0071705)	1546	2	3.76	-	.53	0.586	1.0	GO:0071705
small molecule metabolic process (GO:0044281)	1567	2	3.81	-	.53	0.588	1.0	GO:0044281
RNA metabolic process (GO:0016070)	1572	2	3.82	-	.52	0.588	1.0	GO:0016070
intracellular protein localization (GO:0008104)	1879	2	4.57	-	.44	0.321	1.0	GO:0008104
