Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	GOID	Count
Positive Regulation of Tumor Necrosis Factor Production (GO:0032760)	3/82	0.049101960522251	0.3561726249417379	0	0	3.801516417143224	11.457224263457675	MAVS;DHX9;PLCG2	GO:0032760	3
Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662)	2/36	0.0501995008461569	0.3561726249417379	0	0	5.872251931075461	17.568310863627904	PTEN;APOE	GO:0048662	2
Cellular Response to Amyloid-Beta (GO:1904646)	2/36	0.0501995008461569	0.3561726249417379	0	0	5.872251931075461	17.568310863627904	GRIN2A;CASP4	GO:1904646	2
Embryonic Limb Morphogenesis (GO:0030326)	2/36	0.0501995008461569	0.3561726249417379	0	0	5.872251931075461	17.568310863627904	INTU;CTNNB1	GO:0030326	2
Negative Regulation of Endothelial Cell Migration (GO:0010596)	2/37	0.0527274511453542	0.3561726249417379	0	0	5.704184704184704	16.785242657704043	APOE;NR2F2	GO:0010596	2
Regulation of Receptor Internalization (GO:0002090)	2/37	0.0527274511453542	0.3561726249417379	0	0	5.704184704184704	16.785242657704043	RSPO1;HAMP	GO:0002090	2
Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854)	2/37	0.0527274511453542	0.3561726249417379	0	0	5.704184704184704	16.785242657704043	ITPKB;PIP4K2A	GO:0046854	2
Positive Regulation of Interferon-Beta Production (GO:0032728)	2/37	0.0527274511453542	0.3561726249417379	0	0	5.704184704184704	16.785242657704043	MAVS;DHX9	GO:0032728	2
Regulation of Cellular Component Biogenesis (GO:0044087)	2/37	0.0527274511453542	0.3561726249417379	0	0	5.704184704184704	16.785242657704043	APOE;INSM1	GO:0044087	2
Actomyosin Structure Organization (GO:0031032)	3/85	0.0536051258792773	0.3561726249417379	0	0	3.661879410672279	10.71506409870918	ITGB1;EPB41L4A;F11R	GO:0031032	3
Positive Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	3/85	0.0536051258792773	0.3561726249417379	0	0	3.661879410672279	10.71506409870918	MAVS;DHX9;PLCG2	GO:1903557	3
Regulation of Defense Response to Virus by Host (GO:0050691)	2/38	0.0552998529270401	0.3561726249417379	0	0	5.545454545454546	16.054007893661755	MAVS;DHX9	GO:0050691	2
mRNA Transcription by RNA Polymerase II (GO:0042789)	2/38	0.0552998529270401	0.3561726249417379	0	0	5.545454545454546	16.054007893661755	NCOA2;HLTF	GO:0042789	2
Regulation of Axonogenesis (GO:0050770)	2/38	0.0552998529270401	0.3561726249417379	0	0	5.545454545454546	16.054007893661755	CHN1;PTEN	GO:0050770	2
Positive Regulation of Neuron Apoptotic Process (GO:0043525)	2/39	0.0579155744332589	0.3561726249417379	0	0	5.395304395304395	15.369975594462096	CASP4;CTNNB1	GO:0043525	2
Negative Regulation of Sequestering of Calcium Ion (GO:0051283)	2/40	0.0605735018773766	0.3561726249417379	0	0	5.253056884635832	14.729034349424168	HTR2B;PLCG2	GO:0051283	2
Positive Regulation of Cytokinesis (GO:0032467)	2/40	0.0605735018773766	0.3561726249417379	0	0	5.253056884635832	14.729034349424168	KIF20B;OR2A4	GO:0032467	2
Female Gamete Generation (GO:0007292)	2/40	0.0605735018773766	0.3561726249417379	0	0	5.253056884635832	14.729034349424168	GDF9;HROB	GO:0007292	2
Chloride Transport (GO:0006821)	3/90	0.0615336873024211	0.3561726249417379	0	0	3.450551374059163	9.62072552614985	KCNK1;CFTR;ANO3	GO:0006821	3
Regulation of Neurotransmitter Secretion (GO:0046928)	2/41	0.0632725392250683	0.3561726249417379	0	0	5.118104118104118	14.127522570834804	CHRNA3;CAMK2A	GO:0046928	2
Regulation of Protein Import Into Nucleus (GO:0042306)	2/41	0.0632725392250683	0.3561726249417379	0	0	5.118104118104118	14.127522570834804	MAVS;CHP2	GO:0042306	2
Positive Regulation of Response to Stimulus (GO:0048584)	3/92	0.0648498030509546	0.3561726249417379	0	0	3.3726686819141047	9.226546999073705	GPR151;MAVS;DHX9	GO:0048584	3
Blood Vessel Diameter Maintenance (GO:0097746)	2/42	0.0660116079502312	0.3561726249417379	0	0	4.98989898989899	13.5621695873434	EDN3;HTR2B	GO:0097746	2
Defense Response to Fungus (GO:0050832)	2/42	0.0660116079502312	0.3561726249417379	0	0	4.98989898989899	13.5621695873434	PLCG2;HAMP	GO:0050832	2
Type I Interferon-Mediated Signaling Pathway (GO:0060337)	2/42	0.0660116079502312	0.3561726249417379	0	0	4.98989898989899	13.5621695873434	MAVS;IFNA2	GO:0060337	2
Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900225)	2/42	0.0660116079502312	0.3561726249417379	0	0	4.98989898989899	13.5621695873434	MAVS;PLCG2	GO:1900225	2
Neural Crest Cell Development (GO:0014032)	2/43	0.0687896467784887	0.3561726249417379	0	0	4.867947770386794	13.030045670347697	HTR2B;KBTBD8	GO:0014032	2
Release of Sequestered Calcium Ion Into Cytosol (GO:0051209)	2/43	0.0687896467784887	0.3561726249417379	0	0	4.867947770386794	13.030045670347697	HTR2B;PLCG2	GO:0051209	2
Cellular Response to Type I Interferon (GO:0071357)	2/43	0.0687896467784887	0.3561726249417379	0	0	4.867947770386794	13.030045670347697	MAVS;IFNA2	GO:0071357	2
mRNA Transcription (GO:0009299)	2/43	0.0687896467784887	0.3561726249417379	0	0	4.867947770386794	13.030045670347697	NCOA2;HLTF	GO:0009299	2
Positive Regulation of Immune Response (GO:0050778)	3/95	0.0699750364747784	0.3561726249417379	0	0	3.2621937762083424	8.676185118672581	SASH3;GPR151;DHX9	GO:0050778	3
Negative Regulation of Cell Differentiation (GO:0045596)	5/220	0.0704397355347345	0.3561726249417379	0	0	2.3357185450208706	6.1966560441925465	BICRAL;CHADL;PTEN;ANKRD2;NEPRO	GO:0045596	5
Negative Regulation of Protein Modification Process (GO:0031400)	2/44	0.0716056114889121	0.3561726249417379	0	0	4.751803751803752	12.52851945708889	CRTAP;INSM1	GO:0031400	2
B Cell Activation (GO:0042113)	3/96	0.0717230639353225	0.3561726249417379	0	0	3.2269526772556083	8.502836079014903	ITGB1;IFNA2;PLCG2	GO:0042113	3
Neuron Projection Morphogenesis (GO:0048812)	4/157	0.0730084066980713	0.3561726249417379	0	0	2.6206482593037217	6.858710004375623	MEF2A;PTEN;CTNNB1;KIF20B	GO:0048812	4
Regulation of Nervous System Development (GO:0051960)	2/45	0.0744584746361064	0.3561726249417379	0	0	4.641061780596664	12.055221541075596	HLTF;CTNNB1	GO:0051960	2
Response to Amyloid-Beta (GO:1904645)	2/45	0.0744584746361064	0.3561726249417379	0	0	4.641061780596664	12.055221541075596	GRIN2A;CASP4	GO:1904645	2
Defense Response to Gram-positive Bacterium (GO:0050830)	3/98	0.0752775128137596	0.3561726249417379	0	0	3.158696232968208	8.170200992229566	CASP4;IL18;HAMP	GO:0050830	3
Regulation of Fibroblast Proliferation (GO:0048145)	2/46	0.0773472253700272	0.3561726249417379	0	0	4.535353535353536	11.608013208044897	DHX9;CTNNB1	GO:0048145	2
Sensory Perception of Chemical Stimulus (GO:0007606)	3/100	0.0789086435328542	0.3561726249417379	0	0	3.0932544874143075	7.855209980826792	GNAL;OBP2A;OR5AN1	GO:0007606	3
Cardiac Conduction (GO:0061337)	2/47	0.0802708691611082	0.3561726249417379	0	0	4.434343434343434	11.184959505346583	MEF2A;KCNJ3	GO:0061337	2
Cellular Defense Response (GO:0006968)	2/47	0.0802708691611082	0.3561726249417379	0	0	4.434343434343434	11.184959505346583	ITGB1;KLRG1	GO:0006968	2
Positive Regulation of Cytokine-Mediated Signaling Pathway (GO:0001961)	2/47	0.0802708691611082	0.3561726249417379	0	0	4.434343434343434	11.184959505346583	MAVS;CASP4	GO:0001961	2
Regulation of T Cell Differentiation (GO:0045580)	2/47	0.0802708691611082	0.3561726249417379	0	0	4.434343434343434	11.184959505346583	IL36B;IFNA2	GO:0045580	2
Positive Regulation of Response to External Stimulus (GO:0032103)	4/163	0.081229738345964	0.3561726249417379	0	0	2.520985752791683	6.328868841567284	DHX9;CASP4;IL18;NKG7	GO:0032103	4
Blood Circulation (GO:0008015)	2/48	0.0832284276217124	0.3561726249417379	0	0	4.337725076855512	10.784305954054672	EDN3;SGCG	GO:0008015	2
Oligosaccharide Metabolic Process (GO:0009311)	2/48	0.0832284276217124	0.3561726249417379	0	0	4.337725076855512	10.784305954054672	NEU2;IDUA	GO:0009311	2
Positive Regulation of Innate Immune Response (GO:0045089)	2/48	0.0832284276217124	0.3561726249417379	0	0	4.337725076855512	10.784305954054672	MAVS;DHX9	GO:0045089	2
Apoptotic Process (GO:0006915)	5/232	0.0839361180778257	0.3561726249417379	0	0	2.210888964192929	5.477917969400538	MAGEH1;IFNA2;CASP4;MRPS30;SEPTIN4	GO:0006915	5
Translation (GO:0006412)	5/232	0.0839361180778257	0.3561726249417379	0	0	2.210888964192929	5.477917969400538	RPS4X;MRPS35;MRPL36;MRPS30;MRPL33	GO:0006412	5
Regulation of Defense Response (GO:0031347)	3/103	0.0844959534746252	0.3561726249417379	0	0	3.0	7.413154900919784	ELMOD2;CASP4;APOE	GO:0031347	3
Monoatomic Cation Transmembrane Transport (GO:0098655)	6/304	0.0854261861953209	0.3561726249417379	0	0	2.024008856292811	4.97926944020968	GRIN2A;KCNT2;KCNA7;KCNK1;ATP6V0A1;KCNJ3	GO:0098655	6
Cellular Response to Lipid (GO:0071396)	5/234	0.0863098564250473	0.3561726249417379	0	0	2.191355951181279	5.368408957712933	IL36B;PLCG2;IL18;CFTR;ESR2	GO:0071396	5
Regulation of RNA Splicing (GO:0043484)	3/104	0.0863951479385647	0.3561726249417379	0	0	2.9701462532040006	7.273364724037877	ENY2;ESRP1;SGF29	GO:0043484	3
Inorganic Cation Transmembrane Transport (GO:0098662)	6/307	0.0885349372662782	0.3589636484693738	0	0	2.0035277597013392	4.857268619571384	GRIN2A;KCNT2;KCNA7;KCNK1;ATP6V0A1;KCNJ3	GO:0098662	6
Gene Expression (GO:0010467)	7/381	0.088807795150578	0.3589636484693738	0	0	1.8838768668089	4.561394980626744	MEF2A;RPS4X;CASP4;MRPL36;CIAO2A;KLK11;AGFG1	GO:0010467	7
Positive Regulation of Cell-Cell Adhesion (GO:0022409)	2/50	0.0892414542606553	0.3589636484693738	0	0	4.156565656565657	10.043965211617904	CTNNB1;FSTL3	GO:0022409	2
Cellular Response to Nitrogen Compound (GO:1901699)	4/169	0.0898889193632936	0.3589636484693738	0	0	2.4285714285714284	5.850867172003845	GRIN2A;CASP4;CTNNB1;CFTR	GO:1901699	4
Regulation of Interferon-Beta Production (GO:0032648)	2/51	0.0922950442929787	0.3589636484693738	0	0	4.071531642960214	9.7015024039535	MAVS;DHX9	GO:0032648	2
Regulation of Lipid Metabolic Process (GO:0019216)	2/51	0.0922950442929787	0.3589636484693738	0	0	4.071531642960214	9.7015024039535	NCOA2;PLCG2	GO:0019216	2
Positive Regulation of Leukocyte Mediated Cytotoxicity (GO:0001912)	2/51	0.0922950442929787	0.3589636484693738	0	0	4.071531642960214	9.7015024039535	RAET1G;PVR	GO:0001912	2
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)	2/51	0.0922950442929787	0.3589636484693738	0	0	4.071531642960214	9.7015024039535	APOBEC2;SGF29	GO:0045815	2
Macromolecule Glycosylation (GO:0043413)	2/51	0.0922950442929787	0.3589636484693738	0	0	4.071531642960214	9.7015024039535	FUT10;MGAT4A	GO:0043413	2
Negative Regulation of Cell Projection Organization (GO:0031345)	2/51	0.0922950442929787	0.3589636484693738	0	0	4.071531642960214	9.7015024039535	PTEN;APOE	GO:0031345	2
Heart Development (GO:0007507)	4/171	0.0928703783973394	0.3589636484693738	0	0	2.399242331663204	5.7019206558302	MEF2A;HTR2B;PTEN;SGCG	GO:0007507	4
Sensory Perception (GO:0007600)	2/52	0.0953787922697506	0.3589636484693738	0	0	3.98989898989899	9.375859760148904	GNAL;OBP2A	GO:0007600	2
Regulation of Cell Development (GO:0060284)	2/52	0.0953787922697506	0.3589636484693738	0	0	3.98989898989899	9.375859760148904	HLTF;CTNNB1	GO:0060284	2
B Cell Differentiation (GO:0030183)	2/53	0.0984917971521169	0.3630923129544067	0	0	3.9114676173499694	9.065929283683165	ITGB1;PLCG2	GO:0030183	2
Nucleotide-Excision Repair (GO:0006289)	2/53	0.0984917971521169	0.3630923129544067	0	0	3.9114676173499694	9.065929283683165	ERCC5;GTF2H4	GO:0006289	2
Regulation of Smoothened Signaling Pathway (GO:0008589)	2/53	0.0984917971521169	0.3630923129544067	0	0	3.9114676173499694	9.065929283683165	NCOA2;INTU	GO:0008589	2
Negative Regulation of Neuron Projection Development (GO:0010977)	2/54	0.1016331727713355	0.3630923129544067	0	0	3.836052836052836	8.77069478933889	PTEN;APOE	GO:0010977	2
Positive Regulation of Chemokine Production (GO:0032722)	2/54	0.1016331727713355	0.3630923129544067	0	0	3.836052836052836	8.77069478933889	MAVS;IL18	GO:0032722	2
Golgi to Plasma Membrane Transport (GO:0006893)	2/55	0.1048020475500832	0.3630923129544067	0	0	3.763483895559368	8.489222766072233	NSF;EXOC5	GO:0006893	2
Endoplasmic Reticulum Organization (GO:0007029)	2/55	0.1048020475500832	0.3630923129544067	0	0	3.763483895559368	8.489222766072233	REEP4;GET1	GO:0007029	2
Interferon-Mediated Signaling Pathway (GO:0140888)	2/55	0.1048020475500832	0.3630923129544067	0	0	3.763483895559368	8.489222766072233	MAVS;IFNA2	GO:0140888	2
Regulation of Inflammatory Response (GO:0050727)	5/249	0.1052144616997679	0.3630923129544067	0	0	2.0550651534258093	4.627502247088391	DHX9;CASP4;IL18;NKG7;APOE	GO:0050727	5
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	9/555	0.1058595492656698	0.3630923129544067	0	0	1.661642022898567	3.731453232558233	ENY2;PSRC1;BICRAL;HAS3;CTNNB1;APOE;NR2F2;SGF29;ESR2	GO:1902680	9
Regulation of Interleukin-6 Production (GO:0032675)	3/114	0.1063487931507688	0.3630923129544067	0	0	2.7011935793661683	6.0534587787747896	MAVS;DHX9;PLCG2	GO:0032675	3
Transforming Growth Factor Beta Receptor Superfamily Signaling Pathway (GO:0141091)	3/114	0.1063487931507688	0.3630923129544067	0	0	2.7011935793661683	6.0534587787747896	ITGB1;GDF9;ACVR2A	GO:0141091	3
Positive Regulation of Cytokine Production (GO:0001819)	6/325	0.1084634339746364	0.3630923129544067	0	0	1.888730892285816	4.195517591777199	MAVS;DHX9;IL26;PLCG2;IL18;HTR2B	GO:0001819	6
Extracellular Matrix Organization (GO:0030198)	4/182	0.1100876128420356	0.3630923129544067	0	0	2.249713368493465	4.9639447407887465	ITGB1;DDX18;CRTAP;HAS3	GO:0030198	4
Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535)	2/57	0.111218880351375	0.3630923129544067	0	0	3.6262626262626254	7.964197874788815	ATP5F1A;APOE	GO:0043535	2
Positive Regulation of Catabolic Process (GO:0009896)	4/183	0.1117195304998009	0.3630923129544067	0	0	2.2370311252992816	4.903043706546382	NSF;PTEN;HAMP;MTDH	GO:0009896	4
Modulation of Chemical Synaptic Transmission (GO:0050804)	3/117	0.1126579108224949	0.3630923129544067	0	0	2.629708789740849	5.741704566820334	ITGB1;CAMK2A;PTEN	GO:0050804	3
Negative Regulation of Cell Migration (GO:0030336)	4/184	0.11336223733964	0.3630923129544067	0	0	2.224489795918368	4.843085658071071	DDX18;PTEN;APOE;NR2F2	GO:0030336	4
Regulation of Mitotic Nuclear Division (GO:0007088)	2/58	0.1144651666427582	0.3630923129544067	0	0	3.561327561327561	7.719123085387519	EDN3;KIF20B	GO:0007088	2
Mesenchymal Cell Differentiation (GO:0048762)	2/58	0.1144651666427582	0.3630923129544067	0	0	3.561327561327561	7.719123085387519	HTR2B;CTNNB1	GO:0048762	2
Muscle Organ Development (GO:0007517)	2/58	0.1144651666427582	0.3630923129544067	0	0	3.561327561327561	7.719123085387519	MEF2A;SGCG	GO:0007517	2
Regulation of Calcium Ion Transport (GO:0051924)	2/58	0.1144651666427582	0.3630923129544067	0	0	3.561327561327561	7.719123085387519	CAMK2A;CTNNB1	GO:0051924	2
Positive Regulation of Signal Transduction (GO:0009967)	5/256	0.1146825912750121	0.3630923129544067	0	0	1.9970374910613955	4.324758514071325	ITGB1;GRIN2A;PTEN;RSPO1;NEPRO	GO:0009967	5
Positive Regulation of Multicellular Organismal Process (GO:0051240)	7/407	0.1148927818848587	0.3630923129544067	0	0	1.7590673575129534	3.8061924031255367	NCOA2;IL26;BICRAL;IL18;HTR2B;CTNNB1;APOE	GO:0051240	7
Positive Regulation of Cell Cycle Process (GO:0090068)	3/119	0.1169417814626649	0.368735346954349	0	0	2.584106423945388	5.545696691343623	EDN3;KIF20B;OR2A4	GO:0090068	3
Homophilic Cell Adhesion via Plasma Membrane Adhesion Molecules (GO:0007156)	2/59	0.1177356082636544	0.3704041608294748	0	0	3.4986709197235517	7.484754897547597	ITGB1;PVR	GO:0007156	2
Chemical Synaptic Transmission (GO:0007268)	5/260	0.1202706977517955	0.3720574786444099	0	0	1.9653092006033184	4.162545055139519	GRIN2A;CHRNA3;HTR2B;PTEN;APOE	GO:0007268	5
Positive Regulation of Cell Cycle (GO:0045787)	2/60	0.1210294038464434	0.3720574786444099	0	0	3.438174851967956	7.260468635528234	PSRC1;MAGEA4	GO:0045787	2
Positive Regulation of Angiogenesis (GO:0045766)	3/126	0.1323995391242033	0.3782843974977237	0	0	2.4361767983162066	4.925781673616739	ITGB1;CTNNB1;MTDH	GO:0045766	3
Response to Endoplasmic Reticulum Stress (GO:0034976)	4/196	0.1338866309236116	0.3789269117225252	0	0	2.084183673469388	4.19079707112378	FBXO2;CASP4;SGF29;CFTR	GO:0034976	4
G1/S Transition of Mitotic Cell Cycle (GO:0000082)	2/64	0.1344225663522014	0.3789269117225252	0	0	3.215705441511893	6.45317143498723	CAMK2A;CDC25A	GO:0000082	2
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	5/270	0.1347864461477549	0.3789269117225252	0	0	1.8901790033865504	3.7880390013496	MAVS;CHUK;PLCG2;HTR2B;MTDH	GO:0043122	5
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	2/65	0.137821576382599	0.3789269117225252	0	0	3.1645021645021645	6.271395690931595	MAVS;PLCG2	GO:0002221	2
Cellular Response to Virus (GO:0098586)	2/65	0.137821576382599	0.3789269117225252	0	0	3.1645021645021645	6.271395690931595	CHUK;IFNA2	GO:0098586	2
Positive Regulation of Organelle Assembly (GO:1902117)	2/65	0.137821576382599	0.3789269117225252	0	0	3.1645021645021645	6.271395690931595	CNOT6L;PIP4K2A	GO:1902117	2
Protein Localization to Membrane (GO:0072657)	4/199	0.1392417886462713	0.3789269117225252	0	0	2.0518053375196232	4.045223210419924	ANO1;FRMPD1;NMT2;F11R	GO:0072657	4
Regulation of Neurogenesis (GO:0050767)	2/66	0.1412394085870013	0.3789269117225252	0	0	3.11489898989899	6.096788351656931	HLTF;CTNNB1	GO:0050767	2
Negative Regulation of Viral Process (GO:0048525)	2/66	0.1412394085870013	0.3789269117225252	0	0	3.11489898989899	6.096788351656931	MAVS;ARK2N	GO:0048525	2
Cell Cycle G1/S Phase Transition (GO:0044843)	2/66	0.1412394085870013	0.3789269117225252	0	0	3.11489898989899	6.096788351656931	CAMK2A;CDC25A	GO:0044843	2
Regulation of DNA Repair (GO:0006282)	3/130	0.1415370182821212	0.3789269117225252	0	0	2.3589671849394462	4.612238445645575	ENY2;DHX9;SGF29	GO:0006282	3
Regulation of Cell Differentiation (GO:0045595)	4/201	0.142859205659664	0.3789269117225252	0	0	2.03076763700404	3.951662031922736	EDN3;BICRAL;CTNNB1;INSM1	GO:0045595	4
Regulation of Tumor Necrosis Factor Production (GO:0032680)	3/131	0.1438539098727956	0.3789269117225252	0	0	2.340418781725888	4.537971401166285	MAVS;DHX9;PLCG2	GO:0032680	3
Positive Regulation of Protein Metabolic Process (GO:0051247)	4/202	0.144681837402607	0.3789269117225252	0	0	2.020408163265306	3.9058897765052847	NSF;RPS4X;IL18;APOE	GO:0051247	4
Cellular Component Assembly (GO:0022607)	5/277	0.1453925785438436	0.3789269117225252	0	0	1.8408748114630469	3.549791587058308	DDX18;KLC3;DHX9;HAS3;C1ORF146	GO:0022607	5
Regulation of Response to External Stimulus (GO:0032101)	3/132	0.1461833943108462	0.3789269117225252	0	0	2.3221579506551766	4.465262011584285	ELMOD2;CASP4;NMT2	GO:0032101	3
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	4/204	0.1483544918227803	0.3789269117225252	0	0	2.0	3.816301308308897	MAVS;CHUK;HTR2B;MTDH	GO:0043123	4
Phosphatidylinositol Metabolic Process (GO:0046488)	2/69	0.1515987898971927	0.3805537918150852	0	0	2.974973616764661	5.612340646899519	PTEN;PLCG2	GO:0046488	2
Regulation of Heart Contraction (GO:0008016)	2/70	0.1550849226995339	0.3805537918150852	0	0	2.931075460487225	5.462886925837976	MEF2A;CYP2J2	GO:0008016	2
Spermatid Development (GO:0007286)	2/70	0.1550849226995339	0.3805537918150852	0	0	2.931075460487225	5.462886925837976	KLC3;AGFG1	GO:0007286	2
Receptor-Mediated Endocytosis (GO:0006898)	3/136	0.1556231070735254	0.3805537918150852	0	0	2.2518606160070225	4.189177232020214	ITGB1;MRC1;APOE	GO:0006898	3
Regulation of Protein Phosphorylation (GO:0001932)	3/137	0.1580124425098557	0.3820680820618273	0	0	2.234942041063717	4.123650211289247	RSPO1;INSM1;ACVR2A	GO:0001932	3
Protein Metabolic Process (GO:0019538)	9/614	0.1633646247728376	0.3832830984558967	0	0	1.4950023798191336	2.708601380592404	RPS4X;FBXO2;CASP4;MRPL36;CIAO2A;APOE;CTSE;KLK11;PAPPA2	GO:0019538	9
Neuropeptide Signaling Pathway (GO:0007218)	2/73	0.1656330532612982	0.3832830984558967	0	0	2.806800398349694	5.046572271238703	LTB4R2;GPR149	GO:0007218	2
Positive Regulation of Protein Transport (GO:0051222)	2/73	0.1656330532612982	0.3832830984558967	0	0	2.806800398349694	5.046572271238703	APOE;KIF20B	GO:0051222	2
Regulation of DNA Replication (GO:0006275)	2/73	0.1656330532612982	0.3832830984558967	0	0	2.806800398349694	5.046572271238703	DHX9;CDC25A	GO:0006275	2
Regulation of MAP Kinase Activity (GO:0043405)	2/73	0.1656330532612982	0.3832830984558967	0	0	2.806800398349694	5.046572271238703	EDN3;APOE	GO:0043405	2
Protein Localization (GO:0008104)	6/371	0.1686520525459417	0.3846181895952407	0	0	1.6468012992515182	2.931170529126848	NSF;DNAJC19;ANO1;NMT2;CTNNB1;SEPTIN4	GO:0008104	6
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	7/455	0.1722502322239744	0.3846181895952407	0	0	1.5667098445595855	2.755540274339361	KBTBD3;LIAT1;PSMA3;CTNNB1;ARK2N;KBTBD8;CCAR1	GO:0006511	7
Positive Regulation of Protein Localization to Nucleus (GO:1900182)	2/75	0.1727335422229741	0.3846181895952407	0	0	2.72962501729625	4.793235424721277	MAVS;CHP2	GO:1900182	2
Positive Regulation of Protein Serine/Threonine Kinase Activity (GO:0071902)	2/75	0.1727335422229741	0.3846181895952407	0	0	2.72962501729625	4.793235424721277	PSRC1;EDN3	GO:0071902	2
Positive Regulation of Secretion by Cell (GO:1903532)	2/75	0.1727335422229741	0.3846181895952407	0	0	2.72962501729625	4.793235424721277	EDN3;CFTR	GO:1903532	2
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	2/76	0.1763024531867548	0.386870586930183	0	0	2.6926016926016927	4.673156378016087	ITGB1;GDF9	GO:0007179	2
Glycoprotein Biosynthetic Process (GO:0009101)	2/76	0.1763024531867548	0.386870586930183	0	0	2.6926016926016927	4.673156378016087	FUT10;MGAT4A	GO:0009101	2
Positive Regulation of Protein Ubiquitination (GO:0031398)	2/76	0.1763024531867548	0.386870586930183	0	0	2.6926016926016927	4.673156378016087	SEPTIN4;HAMP	GO:0031398	2
Lymphocyte Differentiation (GO:0030098)	2/76	0.1763024531867548	0.386870586930183	0	0	2.6926016926016927	4.673156378016087	ITGB1;PLCG2	GO:0030098	2
Regulation of Rho Protein Signal Transduction (GO:0035023)	2/76	0.1763024531867548	0.386870586930183	0	0	2.6926016926016927	4.673156378016087	APOE;F11R	GO:0035023	2
Positive Regulation of Cell Differentiation (GO:0045597)	5/297	0.1775525042680905	0.3870101088648949	0	0	1.7130312609764664	2.9609555458398797	EDN3;IL18;CTNNB1;INSM1;ACVR2A	GO:0045597	5
Positive Regulation of Lymphocyte Proliferation (GO:0050671)	2/77	0.1798830098073791	0.3870101088648949	0	0	2.656565656565657	4.557201796283064	SASH3;IL18	GO:0050671	2
Regulation of Cell Cycle Process (GO:0010564)	3/146	0.1800025240475294	0.3870101088648949	0	0	2.093322920734088	3.589597500577494	CTNNB1;INSM1;KIF20B	GO:0010564	3
Defense Response to Bacterium (GO:0042742)	4/221	0.1809460437511027	0.3870101088648949	0	0	1.8417191761497225	3.1485227916603047	MAVS;CASP4;IL18;HAMP	GO:0042742	4
Negative Regulation of Programmed Cell Death (GO:0043069)	6/382	0.1848016231994338	0.3920034431503142	0	0	1.5977187979820135	2.697703991525448	HTR2B;CTNNB1;GCG;ERCC5;MAGEA4;MTDH	GO:0043069	6
DNA Repair (GO:0006281)	5/302	0.1859870834030343	0.3924899996592974	0	0	1.6837606837606838	2.8322168905534104	HLTF;ERCC5;HROB;GTF2H4;PMS1	GO:0006281	5
Regulation of Intracellular Signal Transduction (GO:1902531)	5/302	0.1859870834030343	0.3924899996592974	0	0	1.6837606837606838	2.8322168905534104	SASH3;CHN1;PLCG2;PTEN;DEF6	GO:1902531	5
Regulation of Cell Cycle G1/S Phase Transition (GO:1902806)	2/79	0.1870767274857147	0.3924899996592974	0	0	2.5873015873015874	4.336929198982091	PTEN;PLCG2	GO:1902806	2
Cellular Response to Oxygen-Containing Compound (GO:1901701)	6/384	0.1878022691026878	0.3924899996592974	0	0	1.589101620029455	2.6575589314887718	GRIN2A;IL36B;CASP4;IL18;CFTR;ESR2	GO:1901701	6
Cellular Response to Growth Factor Stimulus (GO:0071363)	3/150	0.1900319933080969	0.3924899996592974	0	0	2.035947373873407	3.380818543405686	DDX18;CTNNB1;ACVR2A	GO:0071363	3
Protein Localization to Organelle (GO:0033365)	3/151	0.192561633803885	0.3952312954474087	0	0	2.022088077925641	3.3310645540116592	MAVS;DHX9;GET1	GO:0033365	3
Regulation of Cytokinesis (GO:0032465)	2/81	0.1943101337404015	0.3952312954474087	0	0	2.521544559519243	4.131045868969444	KIF20B;OR2A4	GO:0032465	2
Regulation of Catabolic Process (GO:0009894)	2/81	0.1943101337404015	0.3952312954474087	0	0	2.521544559519243	4.131045868969444	ITGB1;PIP4K2A	GO:0009894	2
Negative Regulation of Cell Cycle (GO:0045786)	2/81	0.1943101337404015	0.3952312954474087	0	0	2.521544559519243	4.131045868969444	PTEN;NR2F2	GO:0045786	2
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374)	3/153	0.1976462515148267	0.3952312954474087	0	0	1.9949238578680204	3.2343230796548723	IL26;HTR2B;APOE	GO:0070374	3
Regulation of Vesicle-Mediated Transport (GO:0060627)	2/82	0.1979403391192459	0.3952312954474087	0	0	2.48989898989899	4.033112516956104	NSF;SEPTIN4	GO:0060627	2
Negative Regulation of Apoptotic Process (GO:0043066)	7/475	0.1992669373497295	0.3960020080082315	0	0	1.4982064567556796	2.416771756637811	ITGB1;HTR2B;CTNNB1;GCG;ERCC5;MAGEA4;MTDH	GO:0043066	7
