Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	270	2	1.31	+	1.52	0.378	1.0	GO:0002460
regulation of cell growth (GO:0001558)	409	3	1.99	+	1.51	0.454	1.0	GO:0001558
organic anion transport (GO:0015711)	409	3	1.99	+	1.51	0.454	1.0	GO:0015711
sulfur compound metabolic process (GO:0006790)	273	2	1.33	+	1.51	0.384	1.0	GO:0006790
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092)	274	2	1.33	+	1.50	0.385	1.0	GO:0090092
carbohydrate derivative biosynthetic process (GO:1901137)	549	4	2.67	+	1.50	0.344	1.0	GO:1901137
small GTPase-mediated signal transduction (GO:0007264)	275	2	1.34	+	1.50	0.387	1.0	GO:0007264
response to endogenous stimulus (GO:0009719)	1244	9	6.04	+	1.49	0.205	1.0	GO:0009719
cellular response to endogenous stimulus (GO:0071495)	971	7	4.72	+	1.48	0.24	1.0	GO:0071495
supramolecular fiber organization (GO:0097435)	555	4	2.7	+	1.48	0.349	1.0	GO:0097435
organic acid metabolic process (GO:0006082)	833	6	4.05	+	1.48	0.302	1.0	GO:0006082
regulation of programmed cell death (GO:0043067)	1534	11	7.45	+	1.48	0.179	1.0	GO:0043067
regulation of cell junction assembly (GO:1901888)	280	2	1.36	+	1.47	0.396	1.0	GO:1901888
regulation of response to external stimulus (GO:0032101)	1122	8	5.45	+	1.47	0.264	1.0	GO:0032101
cellular homeostasis (GO:0019725)	703	5	3.42	+	1.46	0.396	1.0	GO:0019725
chromosome organization (GO:0051276)	423	3	2.06	+	1.46	0.463	1.0	GO:0051276
response to xenobiotic stimulus (GO:0009410)	423	3	2.06	+	1.46	0.463	1.0	GO:0009410
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	283	2	1.38	+	1.45	0.401	1.0	GO:0051896
regulation of ERK1 and ERK2 cascade (GO:0070372)	283	2	1.38	+	1.45	0.401	1.0	GO:0070372
glycerophospholipid metabolic process (GO:0006650)	284	2	1.38	+	1.45	0.402	1.0	GO:0006650
regulation of transferase activity (GO:0051338)	284	2	1.38	+	1.45	0.402	1.0	GO:0051338
intracellular signaling cassette (GO:0141124)	854	6	4.15	+	1.45	0.312	1.0	GO:0141124
organophosphate biosynthetic process (GO:0090407)	572	4	2.78	+	1.44	0.362	1.0	GO:0090407
regulation of system process (GO:0044057)	573	4	2.78	+	1.44	0.363	1.0	GO:0044057
response to abiotic stimulus (GO:0009628)	1146	8	5.57	+	1.44	0.271	1.0	GO:0009628
cell junction organization (GO:0034330)	574	4	2.79	+	1.43	0.364	1.0	GO:0034330
cellular response to chemical stimulus (GO:0070887)	2010	14	9.77	+	1.43	0.173	1.0	GO:0070887
regulation of defense response (GO:0031347)	863	6	4.19	+	1.43	0.316	1.0	GO:0031347
cellular response to chemical stress (GO:0062197)	288	2	1.4	+	1.43	0.653	1.0	GO:0062197
neuron differentiation (GO:0030182)	1156	8	5.62	+	1.42	0.275	1.0	GO:0030182
regulation of cell cycle phase transition (GO:1901987)	435	3	2.11	+	1.42	0.472	1.0	GO:1901987
cellular process involved in reproduction in multicellular organism (GO:0022412)	436	3	2.12	+	1.42	0.473	1.0	GO:0022412
regulation of transport (GO:0051049)	1605	11	7.8	+	1.41	0.257	1.0	GO:0051049
intracellular chemical homeostasis (GO:0055082)	585	4	2.84	+	1.41	0.372	1.0	GO:0055082
response to nitrogen compound (GO:1901698)	1028	7	5.0	+	1.40	0.351	1.0	GO:1901698
mitotic cell cycle (GO:0000278)	592	4	2.88	+	1.39	0.538	1.0	GO:0000278
purine ribonucleotide metabolic process (GO:0009150)	297	2	1.44	+	1.39	0.657	1.0	GO:0009150
positive regulation of protein localization (GO:1903829)	447	3	2.17	+	1.38	0.481	1.0	GO:1903829
regulation of cellular component biogenesis (GO:0044087)	1045	7	5.08	+	1.38	0.357	1.0	GO:0044087
inorganic ion homeostasis (GO:0098771)	448	3	2.18	+	1.38	0.482	1.0	GO:0098771
nucleoside phosphate biosynthetic process (GO:1901293)	299	2	1.45	+	1.38	0.658	1.0	GO:1901293
negative regulation of cell adhesion (GO:0007162)	300	2	1.46	+	1.37	0.659	1.0	GO:0007162
inflammatory response (GO:0006954)	601	4	2.92	+	1.37	0.541	1.0	GO:0006954
regulation of cell population proliferation (GO:0042127)	1660	11	8.07	+	1.36	0.268	1.0	GO:0042127
positive regulation of RNA metabolic process (GO:0051254)	1816	12	8.82	+	1.36	0.285	1.0	GO:0051254
regulation of biological quality (GO:0065008)	3033	20	14.74	+	1.36	0.155	1.0	GO:0065008
positive regulation of MAPK cascade (GO:0043410)	455	3	2.21	+	1.36	0.487	1.0	GO:0043410
cellular component disassembly (GO:0022411)	304	2	1.48	+	1.35	0.661	1.0	GO:0022411
brain development (GO:0007420)	761	5	3.7	+	1.35	0.422	1.0	GO:0007420
microtubule-based movement (GO:0007018)	458	3	2.23	+	1.35	0.49	1.0	GO:0007018
regulation of cell cycle (GO:0051726)	1073	7	5.21	+	1.34	0.367	1.0	GO:0051726
apoptotic process (GO:0006915)	1076	7	5.23	+	1.34	0.368	1.0	GO:0006915
positive regulation of DNA-templated transcription (GO:0045893)	1691	11	8.22	+	1.34	0.276	1.0	GO:0045893
cellular response to nitrogen compound (GO:1901699)	615	4	2.99	+	1.34	0.546	1.0	GO:1901699
homeostatic process (GO:0042592)	1539	10	7.48	+	1.34	0.337	1.0	GO:0042592
positive regulation of RNA biosynthetic process (GO:1902680)	1693	11	8.23	+	1.34	0.276	1.0	GO:1902680
positive regulation of nucleobase-containing compound metabolic process (GO:0045935)	2006	13	9.75	+	1.33	0.307	1.0	GO:0045935
generation of neurons (GO:0048699)	1235	8	6.0	+	1.33	0.394	1.0	GO:0048699
regulation of membrane potential (GO:0042391)	464	3	2.25	+	1.33	0.494	1.0	GO:0042391
cell morphogenesis involved in neuron differentiation (GO:0048667)	465	3	2.26	+	1.33	0.495	1.0	GO:0048667
cellular response to oxygen-containing compound (GO:1901701)	1086	7	5.28	+	1.33	0.372	1.0	GO:1901701
proteasomal protein catabolic process (GO:0010498)	468	3	2.27	+	1.32	0.498	1.0	GO:0010498
growth (GO:0040007)	469	3	2.28	+	1.32	0.499	1.0	GO:0040007
developmental growth (GO:0048589)	469	3	2.28	+	1.32	0.499	1.0	GO:0048589
small molecule metabolic process (GO:0044281)	1567	10	7.61	+	1.31	0.343	1.0	GO:0044281
chemical homeostasis (GO:0048878)	946	6	4.6	+	1.31	0.468	1.0	GO:0048878
response to oxygen-containing compound (GO:1901700)	1577	10	7.66	+	1.31	0.346	1.0	GO:1901700
regulation of developmental growth (GO:0048638)	316	2	1.54	+	1.30	0.668	1.0	GO:0048638
positive regulation of secretion by cell (GO:1903532)	316	2	1.54	+	1.30	0.668	1.0	GO:1903532
defense response to bacterium (GO:0042742)	319	2	1.55	+	1.29	0.67	1.0	GO:0042742
ribonucleotide metabolic process (GO:0009259)	319	2	1.55	+	1.29	0.67	1.0	GO:0009259
regulation of mRNA metabolic process (GO:1903311)	320	2	1.55	+	1.29	0.67	1.0	GO:1903311
carboxylic acid metabolic process (GO:0019752)	802	5	3.9	+	1.28	0.598	1.0	GO:0019752
programmed cell death (GO:0012501)	1123	7	5.46	+	1.28	0.503	1.0	GO:0012501
homeostasis of number of cells (GO:0048872)	322	2	1.56	+	1.28	0.671	1.0	GO:0048872
regulation of plasma membrane bounded cell projection organization (GO:0120035)	644	4	3.13	+	1.28	0.558	1.0	GO:0120035
protein localization to membrane (GO:0072657)	322	2	1.56	+	1.28	0.671	1.0	GO:0072657
cell death (GO:0008219)	1128	7	5.48	+	1.28	0.504	1.0	GO:0008219
head development (GO:0060322)	812	5	3.95	+	1.27	0.6	1.0	GO:0060322
intracellular signal transduction (GO:0035556)	1788	11	8.69	+	1.27	0.374	1.0	GO:0035556
nuclear division (GO:0000280)	326	2	1.58	+	1.26	0.674	1.0	GO:0000280
ribose phosphate metabolic process (GO:0019693)	326	2	1.58	+	1.26	0.674	1.0	GO:0019693
protein modification process (GO:0036211)	1641	10	7.97	+	1.25	0.456	1.0	GO:0036211
regulation of protein metabolic process (GO:0051246)	1479	9	7.19	+	1.25	0.437	1.0	GO:0051246
oxoacid metabolic process (GO:0043436)	824	5	4.0	+	1.25	0.603	1.0	GO:0043436
positive regulation of macromolecule metabolic process (GO:0010604)	3136	19	15.24	+	1.25	0.327	1.0	GO:0010604
regulation of cell projection organization (GO:0031344)	662	4	3.22	+	1.24	0.566	1.0	GO:0031344
glycoprotein metabolic process (GO:0009100)	331	2	1.61	+	1.24	0.677	1.0	GO:0009100
behavior (GO:0007610)	664	4	3.23	+	1.24	0.567	1.0	GO:0007610
metal ion transport (GO:0030001)	665	4	3.23	+	1.24	0.567	1.0	GO:0030001
macromolecule modification (GO:0043412)	1830	11	8.89	+	1.24	0.478	1.0	GO:0043412
regulation of localization (GO:0032879)	2019	12	9.81	+	1.22	0.498	1.0	GO:0032879
positive regulation of secretion (GO:0051047)	337	2	1.64	+	1.22	0.68	1.0	GO:0051047
regulation of cell-cell adhesion (GO:0022407)	506	3	2.46	+	1.22	0.739	1.0	GO:0022407
neuron projection morphogenesis (GO:0048812)	508	3	2.47	+	1.22	0.739	1.0	GO:0048812
regulation of organelle organization (GO:0033043)	1186	7	5.76	+	1.21	0.519	1.0	GO:0033043
chromosome segregation (GO:0007059)	339	2	1.65	+	1.21	0.682	1.0	GO:0007059
wound healing (GO:0042060)	339	2	1.65	+	1.21	0.682	1.0	GO:0042060
response to chemical (GO:0042221)	3736	22	18.15	+	1.21	0.3	1.0	GO:0042221
apoptotic signaling pathway (GO:0097190)	341	2	1.66	+	1.21	0.683	1.0	GO:0097190
intracellular protein localization (GO:0008104)	1879	11	9.13	+	1.20	0.486	1.0	GO:0008104
plasma membrane bounded cell projection morphogenesis (GO:0120039)	513	3	2.49	+	1.20	0.74	1.0	GO:0120039
positive regulation of response to biotic stimulus (GO:0002833)	342	2	1.66	+	1.20	0.683	1.0	GO:0002833
positive regulation of macromolecule biosynthetic process (GO:0010557)	2567	15	12.47	+	1.20	0.447	1.0	GO:0010557
negative regulation of cell differentiation (GO:0045596)	685	4	3.33	+	1.20	0.577	1.0	GO:0045596
positive regulation of cellular process (GO:0048522)	5828	34	28.32	+	1.20	0.221	1.0	GO:0048522
positive regulation of cellular component biogenesis (GO:0044089)	516	3	2.51	+	1.20	0.741	1.0	GO:0044089
regulation of molecular function (GO:0065009)	862	5	4.19	+	1.19	0.614	1.0	GO:0065009
epidermis development (GO:0008544)	346	2	1.68	+	1.19	0.686	1.0	GO:0008544
cell projection morphogenesis (GO:0048858)	520	3	2.53	+	1.19	0.742	1.0	GO:0048858
regulation of small molecule metabolic process (GO:0062012)	347	2	1.69	+	1.19	0.687	1.0	GO:0062012
positive regulation of cell differentiation (GO:0045597)	870	5	4.23	+	1.18	0.616	1.0	GO:0045597
establishment of organelle localization (GO:0051656)	348	2	1.69	+	1.18	0.687	1.0	GO:0051656
response to metal ion (GO:0010038)	350	2	1.7	+	1.18	0.689	1.0	GO:0010038
regulation of cell differentiation (GO:0045595)	1577	9	7.66	+	1.17	0.571	1.0	GO:0045595
chemotaxis (GO:0006935)	351	2	1.71	+	1.17	0.689	1.0	GO:0006935
angiogenesis (GO:0001525)	352	2	1.71	+	1.17	0.69	1.0	GO:0001525
negative regulation of cell population proliferation (GO:0008285)	704	4	3.42	+	1.17	0.587	1.0	GO:0008285
central nervous system development (GO:0007417)	1057	6	5.14	+	1.17	0.647	1.0	GO:0007417
positive regulation of biological process (GO:0048518)	6174	35	30.0	+	1.17	0.275	1.0	GO:0048518
taxis (GO:0042330)	353	2	1.72	+	1.17	0.69	1.0	GO:0042330
protein localization to organelle (GO:0033365)	707	4	3.44	+	1.16	0.779	1.0	GO:0033365
regulation of developmental process (GO:0050793)	2475	14	12.03	+	1.16	0.537	1.0	GO:0050793
organelle fission (GO:0048285)	354	2	1.72	+	1.16	0.691	1.0	GO:0048285
establishment of protein localization to organelle (GO:0072594)	354	2	1.72	+	1.16	0.691	1.0	GO:0072594
negative regulation of cellular component organization (GO:0051129)	709	4	3.45	+	1.16	0.779	1.0	GO:0051129
positive regulation of cell projection organization (GO:0031346)	355	2	1.72	+	1.16	0.692	1.0	GO:0031346
glycerolipid metabolic process (GO:0046486)	355	2	1.72	+	1.16	0.692	1.0	GO:0046486
macromolecule localization (GO:0033036)	2316	13	11.25	+	1.16	0.527	1.0	GO:0033036
cilium assembly (GO:0060271)	357	2	1.73	+	1.15	0.693	1.0	GO:0060271
carbohydrate derivative metabolic process (GO:1901135)	894	5	4.34	+	1.15	0.625	1.0	GO:1901135
response to stress (GO:0006950)	3577	20	17.38	+	1.15	0.508	1.0	GO:0006950
neurogenesis (GO:0022008)	1433	8	6.96	+	1.15	0.691	1.0	GO:0022008
positive regulation of biosynthetic process (GO:0009891)	2688	15	13.06	+	1.15	0.551	1.0	GO:0009891
positive regulation of transcription by RNA polymerase II (GO:0045944)	1262	7	6.13	+	1.14	0.674	1.0	GO:0045944
vesicle organization (GO:0016050)	361	2	1.75	+	1.14	0.696	1.0	GO:0016050
cell cycle process (GO:0022402)	906	5	4.4	+	1.14	0.629	1.0	GO:0022402
cell differentiation (GO:0030154)	3806	21	18.49	+	1.14	0.519	1.0	GO:0030154
regulation of cytoskeleton organization (GO:0051493)	544	3	2.64	+	1.13	0.749	1.0	GO:0051493
cellular developmental process (GO:0048869)	3809	21	18.51	+	1.13	0.519	1.0	GO:0048869
phospholipid metabolic process (GO:0006644)	363	2	1.76	+	1.13	0.697	1.0	GO:0006644
regulation of response to stress (GO:0080134)	1455	8	7.07	+	1.13	0.694	1.0	GO:0080134
organelle assembly (GO:0070925)	910	5	4.42	+	1.13	0.63	1.0	GO:0070925
neuron projection development (GO:0031175)	729	4	3.54	+	1.13	0.782	1.0	GO:0031175
positive regulation of metabolic process (GO:0009893)	3467	19	16.85	+	1.13	0.591	1.0	GO:0009893
regulation of epithelial cell proliferation (GO:0050678)	365	2	1.77	+	1.13	0.698	1.0	GO:0050678
camera-type eye development (GO:0043010)	367	2	1.78	+	1.12	0.7	1.0	GO:0043010
protein metabolic process (GO:0019538)	3308	18	16.07	+	1.12	0.585	1.0	GO:0019538
regulation of cellular process (GO:0050794)	11414	62	55.46	+	1.12	0.192	1.0	GO:0050794
response to stimulus (GO:0050896)	8315	45	40.4	+	1.11	0.359	1.0	GO:0050896
regulation of cell cycle process (GO:0010564)	740	4	3.6	+	1.11	0.784	1.0	GO:0010564
regulation of vesicle-mediated transport (GO:0060627)	555	3	2.7	+	1.11	0.753	1.0	GO:0060627
regulation of biological process (GO:0050789)	11842	64	57.54	+	1.11	0.223	1.0	GO:0050789
biological regulation (GO:0065007)	12243	66	59.49	+	1.11	0.22	1.0	GO:0065007
purine nucleotide metabolic process (GO:0006163)	372	2	1.81	+	1.11	0.703	1.0	GO:0006163
localization within membrane (GO:0051668)	562	3	2.73	+	1.10	0.755	1.0	GO:0051668
positive regulation of cellular component organization (GO:0051130)	1127	6	5.48	+	1.10	0.824	1.0	GO:0051130
primary metabolic process (GO:0044238)	6776	36	32.93	+	1.09	0.523	1.0	GO:0044238
ubiquitin-dependent protein catabolic process (GO:0006511)	565	3	2.75	+	1.09	0.756	1.0	GO:0006511
locomotion (GO:0040011)	377	2	1.83	+	1.09	0.706	1.0	GO:0040011
regulation of protein catabolic process (GO:0042176)	377	2	1.83	+	1.09	0.706	1.0	GO:0042176
nervous system process (GO:0050877)	1513	8	7.35	+	1.09	0.703	1.0	GO:0050877
DNA metabolic process (GO:0006259)	757	4	3.68	+	1.09	0.787	1.0	GO:0006259
regulation of body fluid levels (GO:0050878)	381	2	1.85	+	1.08	0.709	1.0	GO:0050878
RNA splicing (GO:0008380)	382	2	1.86	+	1.08	0.709	1.0	GO:0008380
cellular response to stimulus (GO:0051716)	6499	34	31.58	+	1.08	0.591	1.0	GO:0051716
modification-dependent protein catabolic process (GO:0019941)	576	3	2.8	+	1.07	0.76	1.0	GO:0019941
regulation of response to biotic stimulus (GO:0002831)	576	3	2.8	+	1.07	0.76	1.0	GO:0002831
negative regulation of biological process (GO:0048519)	5381	28	26.15	+	1.07	0.65	1.0	GO:0048519
macromolecule metabolic process (GO:0043170)	5404	28	26.26	+	1.07	0.733	1.0	GO:0043170
nitrogen compound transport (GO:0071705)	1546	8	7.51	+	1.06	0.848	1.0	GO:0071705
modification-dependent macromolecule catabolic process (GO:0043632)	581	3	2.82	+	1.06	0.761	1.0	GO:0043632
positive regulation of response to external stimulus (GO:0032103)	582	3	2.83	+	1.06	0.762	1.0	GO:0032103
regulation of apoptotic signaling pathway (GO:2001233)	389	2	1.89	+	1.06	0.714	1.0	GO:2001233
microtubule cytoskeleton organization (GO:0000226)	585	3	2.84	+	1.06	0.763	1.0	GO:0000226
cilium organization (GO:0044782)	391	2	1.9	+	1.05	0.715	1.0	GO:0044782
nucleoside phosphate metabolic process (GO:0006753)	588	3	2.86	+	1.05	0.764	1.0	GO:0006753
metabolic process (GO:0008152)	7644	39	37.14	+	1.05	0.756	1.0	GO:0008152
membrane organization (GO:0061024)	789	4	3.83	+	1.04	0.794	1.0	GO:0061024
organophosphate metabolic process (GO:0019637)	988	5	4.8	+	1.04	0.815	1.0	GO:0019637
negative regulation of cellular process (GO:0048523)	5145	26	25.0	+	1.04	0.817	1.0	GO:0048523
localization (GO:0051179)	4565	23	22.18	+	1.04	0.81	1.0	GO:0051179
lipid biosynthetic process (GO:0008610)	596	3	2.9	+	1.04	0.767	1.0	GO:0008610
cell cycle (GO:0007049)	994	5	4.83	+	1.04	0.816	1.0	GO:0007049
cellular process (GO:0009987)	15556	78	75.59	+	1.03	0.641	1.0	GO:0009987
germ cell development (GO:0007281)	399	2	1.94	+	1.03	0.721	1.0	GO:0007281
plasma membrane bounded cell projection organization (GO:0120036)	1197	6	5.82	+	1.03	0.831	1.0	GO:0120036
regulation of multicellular organismal process (GO:0051239)	2996	15	14.56	+	1.03	0.887	1.0	GO:0051239
regulation of cell adhesion (GO:0030155)	802	4	3.9	+	1.03	0.797	1.0	GO:0030155
regulation of growth (GO:0040008)	605	3	2.94	+	1.02	0.77	1.0	GO:0040008
phosphate-containing compound metabolic process (GO:0006796)	1412	7	6.86	+	1.02	0.844	1.0	GO:0006796
phosphorus metabolic process (GO:0006793)	1415	7	6.88	+	1.02	0.844	1.0	GO:0006793
regulation of cell motility (GO:2000145)	1016	5	4.94	+	1.01	0.819	1.0	GO:2000145
nucleobase-containing small molecule metabolic process (GO:0055086)	612	3	2.97	+	1.01	1.0	1.0	GO:0055086
biological_process (GO:0008150)	17753	87	86.26	+	1.01	1.0	1.0	GO:0008150
organelle organization (GO:0006996)	3084	15	14.99	+	1.00	1.0	1.0	GO:0006996
regulation of transmembrane transport (GO:0034762)	412	2	2.0	-	1.00	1.0	1.0	GO:0034762
regulation of immune effector process (GO:0002697)	414	2	2.01	-	.99	1.0	1.0	GO:0002697
mRNA metabolic process (GO:0016071)	625	3	3.04	-	.99	1.0	1.0	GO:0016071
immune response-regulating signaling pathway (GO:0002764)	417	2	2.03	-	.99	1.0	1.0	GO:0002764
cell projection organization (GO:0030030)	1252	6	6.08	-	.99	1.0	1.0	GO:0030030
intracellular transport (GO:0046907)	1254	6	6.09	-	.98	1.0	1.0	GO:0046907
eye development (GO:0001654)	419	2	2.04	-	.98	1.0	1.0	GO:0001654
regulation of catabolic process (GO:0009894)	1048	5	5.09	-	.98	1.0	1.0	GO:0009894
sensory organ development (GO:0007423)	631	3	3.07	-	.98	1.0	1.0	GO:0007423
cellular component assembly (GO:0022607)	2531	12	12.3	-	.98	1.0	1.0	GO:0022607
developmental process involved in reproduction (GO:0003006)	1056	5	5.13	-	.97	1.0	1.0	GO:0003006
visual system development (GO:0150063)	423	2	2.06	-	.97	1.0	1.0	GO:0150063
monoatomic cation transport (GO:0006812)	847	4	4.12	-	.97	1.0	1.0	GO:0006812
biosynthetic process (GO:0009058)	4024	19	19.55	-	.97	1.0	1.0	GO:0009058
regulation of locomotion (GO:0040012)	1060	5	5.15	-	.97	1.0	1.0	GO:0040012
in utero embryonic development (GO:0001701)	425	2	2.07	-	.97	1.0	1.0	GO:0001701
regulation of hemopoiesis (GO:1903706)	425	2	2.07	-	.97	1.0	1.0	GO:1903706
positive regulation of transport (GO:0051050)	853	4	4.14	-	.97	1.0	1.0	GO:0051050
cellular component biogenesis (GO:0044085)	2774	13	13.48	-	.96	1.0	1.0	GO:0044085
cell development (GO:0048468)	2351	11	11.42	-	.96	1.0	1.0	GO:0048468
sensory system development (GO:0048880)	430	2	2.09	-	.96	1.0	1.0	GO:0048880
proteolysis (GO:0006508)	1292	6	6.28	-	.96	1.0	1.0	GO:0006508
signal transduction (GO:0007165)	4957	23	24.09	-	.95	0.907	1.0	GO:0007165
chromatin remodeling (GO:0006338)	649	3	3.15	-	.95	1.0	1.0	GO:0006338
gland development (GO:0048732)	433	2	2.1	-	.95	1.0	1.0	GO:0048732
blood circulation (GO:0008015)	433	2	2.1	-	.95	1.0	1.0	GO:0008015
nucleotide metabolic process (GO:0009117)	434	2	2.11	-	.95	1.0	1.0	GO:0009117
regulation of MAPK cascade (GO:0043408)	652	3	3.17	-	.95	1.0	1.0	GO:0043408
Unclassified (UNCLASSIFIED)	2827	13	13.74	-	.95	1.0	1.0	UNCLASSIFIED
macromolecule catabolic process (GO:0009057)	1088	5	5.29	-	.95	1.0	1.0	GO:0009057
regulation of response to stimulus (GO:0048583)	4142	19	20.13	-	.94	0.901	1.0	GO:0048583
defense response (GO:0006952)	1527	7	7.42	-	.94	1.0	1.0	GO:0006952
regulation of macromolecule biosynthetic process (GO:0010556)	5019	23	24.39	-	.94	0.816	1.0	GO:0010556
detection of chemical stimulus involved in sensory perception of smell (GO:0050911)	437	2	2.12	-	.94	1.0	1.0	GO:0050911
developmental process (GO:0032502)	5903	27	28.68	-	.94	0.825	1.0	GO:0032502
regulation of nucleobase-containing compound metabolic process (GO:0019219)	3962	18	19.25	-	.93	0.899	1.0	GO:0019219
cellular component organization (GO:0016043)	5732	26	27.85	-	.93	0.738	1.0	GO:0016043
epithelial cell differentiation (GO:0030855)	662	3	3.22	-	.93	1.0	1.0	GO:0030855
blood vessel morphogenesis (GO:0048514)	442	2	2.15	-	.93	1.0	1.0	GO:0048514
protein transport (GO:0015031)	1110	5	5.39	-	.93	1.0	1.0	GO:0015031
cell communication (GO:0007154)	5343	24	25.96	-	.92	0.732	1.0	GO:0007154
positive regulation of developmental process (GO:0051094)	1337	6	6.5	-	.92	1.0	1.0	GO:0051094
microtubule-based process (GO:0007017)	897	4	4.36	-	.92	1.0	1.0	GO:0007017
plasma membrane bounded cell projection assembly (GO:0120031)	452	2	2.2	-	.91	1.0	1.0	GO:0120031
regulation of biosynthetic process (GO:0009889)	5204	23	25.29	-	.91	0.646	1.0	GO:0009889
macromolecule biosynthetic process (GO:0009059)	2945	13	14.31	-	.91	0.886	1.0	GO:0009059
spermatogenesis (GO:0007283)	680	3	3.3	-	.91	1.0	1.0	GO:0007283
regulation of macromolecule metabolic process (GO:0060255)	5699	25	27.69	-	.90	0.654	1.0	GO:0060255
proteolysis involved in protein catabolic process (GO:0051603)	685	3	3.33	-	.90	1.0	1.0	GO:0051603
response to wounding (GO:0009611)	457	2	2.22	-	.90	1.0	1.0	GO:0009611
positive regulation of defense response (GO:0031349)	457	2	2.22	-	.90	1.0	1.0	GO:0031349
cellular component organization or biogenesis (GO:0071840)	5942	26	28.87	-	.90	0.581	1.0	GO:0071840
regulation of RNA metabolic process (GO:0051252)	3659	16	17.78	-	.90	0.793	1.0	GO:0051252
neuron development (GO:0048666)	916	4	4.45	-	.90	1.0	1.0	GO:0048666
system development (GO:0048731)	3670	16	17.83	-	.90	0.696	1.0	GO:0048731
signaling (GO:0023052)	5297	23	25.74	-	.89	0.569	1.0	GO:0023052
multicellular organismal-level homeostasis (GO:0048871)	691	3	3.36	-	.89	1.0	1.0	GO:0048871
nervous system development (GO:0007399)	2307	10	11.21	-	.89	0.873	1.0	GO:0007399
negative regulation of nucleobase-containing compound metabolic process (GO:0045934)	1615	7	7.85	-	.89	1.0	1.0	GO:0045934
catabolic process (GO:0009056)	2077	9	10.09	-	.89	0.868	1.0	GO:0009056
cell projection assembly (GO:0030031)	465	2	2.26	-	.89	1.0	1.0	GO:0030031
male gamete generation (GO:0048232)	698	3	3.39	-	.88	1.0	1.0	GO:0048232
mRNA processing (GO:0006397)	466	2	2.26	-	.88	1.0	1.0	GO:0006397
transport (GO:0006810)	3735	16	18.15	-	.88	0.696	1.0	GO:0006810
regulation of gene expression (GO:0010468)	4913	21	23.87	-	.88	0.558	1.0	GO:0010468
sensory perception of smell (GO:0007608)	469	2	2.28	-	.88	1.0	1.0	GO:0007608
regulation of primary metabolic process (GO:0080090)	5163	22	25.09	-	.88	0.563	1.0	GO:0080090
negative regulation of developmental process (GO:0051093)	946	4	4.6	-	.87	1.0	1.0	GO:0051093
regulation of immune system process (GO:0002682)	1661	7	8.07	-	.87	0.854	1.0	GO:0002682
cellular response to stress (GO:0033554)	1670	7	8.11	-	.86	0.854	1.0	GO:0033554
regulation of signaling (GO:0023051)	3579	15	17.39	-	.86	0.598	1.0	GO:0023051
regulation of cell communication (GO:0010646)	3583	15	17.41	-	.86	0.598	1.0	GO:0010646
regulation of cell migration (GO:0030334)	957	4	4.65	-	.86	1.0	1.0	GO:0030334
positive regulation of gene expression (GO:0010628)	1197	5	5.82	-	.86	1.0	1.0	GO:0010628
hemopoiesis (GO:0030097)	719	3	3.49	-	.86	1.0	1.0	GO:0030097
positive regulation of multicellular organismal process (GO:0051240)	1678	7	8.15	-	.86	0.854	1.0	GO:0051240
multicellular organismal process (GO:0032501)	6486	27	31.52	-	.86	0.388	1.0	GO:0032501
regulation of transcription by RNA polymerase II (GO:0006357)	2649	11	12.87	-	.85	0.656	1.0	GO:0006357
regulation of innate immune response (GO:0045088)	483	2	2.35	-	.85	1.0	1.0	GO:0045088
regulation of DNA-templated transcription (GO:0006355)	3382	14	16.43	-	.85	0.59	1.0	GO:0006355
cell adhesion (GO:0007155)	968	4	4.7	-	.85	1.0	1.0	GO:0007155
system process (GO:0003008)	2179	9	10.59	-	.85	0.745	1.0	GO:0003008
regulation of RNA biosynthetic process (GO:2001141)	3394	14	16.49	-	.85	0.59	1.0	GO:2001141
detection of chemical stimulus involved in sensory perception (GO:0050907)	485	2	2.36	-	.85	1.0	1.0	GO:0050907
cell morphogenesis (GO:0000902)	730	3	3.55	-	.85	1.0	1.0	GO:0000902
lipid metabolic process (GO:0006629)	1217	5	5.91	-	.85	1.0	1.0	GO:0006629
cellular response to growth factor stimulus (GO:0071363)	487	2	2.37	-	.85	1.0	1.0	GO:0071363
immune system process (GO:0002376)	2436	10	11.84	-	.84	0.755	1.0	GO:0002376
anatomical structure development (GO:0048856)	5370	22	26.09	-	.84	0.424	1.0	GO:0048856
animal organ development (GO:0048513)	2935	12	14.26	-	.84	0.666	1.0	GO:0048513
negative regulation of macromolecule biosynthetic process (GO:0010558)	2206	9	10.72	-	.84	0.745	1.0	GO:0010558
regulation of DNA metabolic process (GO:0051052)	493	2	2.4	-	.83	1.0	1.0	GO:0051052
establishment of localization (GO:0051234)	3962	16	19.25	-	.83	0.448	1.0	GO:0051234
positive regulation of cell adhesion (GO:0045785)	499	2	2.42	-	.82	1.0	1.0	GO:0045785
regulation of metabolic process (GO:0019222)	6255	25	30.39	-	.82	0.276	1.0	GO:0019222
response to external stimulus (GO:0009605)	2003	8	9.73	-	.82	0.734	1.0	GO:0009605
