Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
cerebral cortex radially oriented cell migration (GO:0021799)	38	2	0.93	+	2.14	0.239	1.0	GO:0021799
protein O-linked glycosylation via xylose (GO:0180064)	57	3	1.4	+	2.14	0.164	1.0	GO:0180064
positive regulation of nitric oxide biosynthetic process (GO:0045429)	38	2	0.93	+	2.14	0.239	1.0	GO:0045429
positive regulation of mononuclear cell proliferation (GO:0032946)	152	8	3.73	+	2.14	0.0342	1.0	GO:0032946
temperature homeostasis (GO:0001659)	38	2	0.93	+	2.14	0.239	1.0	GO:0001659
regulation of isotype switching (GO:0045191)	38	2	0.93	+	2.14	0.239	1.0	GO:0045191
detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580)	38	2	0.93	+	2.14	0.239	1.0	GO:0001580
cellular response to interleukin-1 (GO:0071347)	76	4	1.86	+	2.14	0.117	1.0	GO:0071347
response to electrical stimulus (GO:0051602)	38	2	0.93	+	2.14	0.239	1.0	GO:0051602
vesicle cytoskeletal trafficking (GO:0099518)	57	3	1.4	+	2.14	0.164	1.0	GO:0099518
melanosome organization (GO:0032438)	38	2	0.93	+	2.14	0.239	1.0	GO:0032438
negative regulation of intracellular transport (GO:0032387)	57	3	1.4	+	2.14	0.164	1.0	GO:0032387
lipopolysaccharide-mediated signaling pathway (GO:0031663)	38	2	0.93	+	2.14	0.239	1.0	GO:0031663
chondroitin sulfate proteoglycan metabolic process (GO:0050654)	38	2	0.93	+	2.14	0.239	1.0	GO:0050654
epithelial cell differentiation involved in kidney development (GO:0035850)	38	2	0.93	+	2.14	0.239	1.0	GO:0035850
positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)	38	2	0.93	+	2.14	0.239	1.0	GO:0043372
glial cell activation (GO:0061900)	38	2	0.93	+	2.14	0.239	1.0	GO:0061900
regulation of cholesterol efflux (GO:0010874)	38	2	0.93	+	2.14	0.239	1.0	GO:0010874
regulation of dendritic spine development (GO:0060998)	57	3	1.4	+	2.14	0.164	1.0	GO:0060998
negative regulation of exocytosis (GO:0045920)	38	2	0.93	+	2.14	0.239	1.0	GO:0045920
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	76	4	1.86	+	2.14	0.117	1.0	GO:0002753
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	191	10	4.69	+	2.13	0.0283	1.0	GO:0070374
lipid modification (GO:0030258)	153	8	3.75	+	2.13	0.0353	1.0	GO:0030258
xenobiotic metabolic process (GO:0006805)	134	7	3.29	+	2.13	0.0474	1.0	GO:0006805
carboxylic acid biosynthetic process (GO:0046394)	288	15	7.07	+	2.12	0.00599	1.0	GO:0046394
positive regulation of neuron projection development (GO:0010976)	154	8	3.78	+	2.12	0.058	1.0	GO:0010976
intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	58	3	1.42	+	2.11	0.17	1.0	GO:0072332
non-motile cilium assembly (GO:1905515)	58	3	1.42	+	2.11	0.17	1.0	GO:1905515
regulation of macrophage activation (GO:0043030)	58	3	1.42	+	2.11	0.17	1.0	GO:0043030
regulatory ncRNA-mediated gene silencing (GO:0031047)	116	6	2.85	+	2.11	0.0663	1.0	GO:0031047
cardiac muscle cell action potential (GO:0086001)	58	3	1.42	+	2.11	0.17	1.0	GO:0086001
positive regulation of cell cycle G1/S phase transition (GO:1902808)	58	3	1.42	+	2.11	0.17	1.0	GO:1902808
regulation of cytokine-mediated signaling pathway (GO:0001959)	175	9	4.29	+	2.10	0.0418	1.0	GO:0001959
organic acid biosynthetic process (GO:0016053)	292	15	7.17	+	2.09	0.00661	1.0	GO:0016053
ERBB signaling pathway (GO:0038127)	78	4	1.91	+	2.09	0.125	1.0	GO:0038127
cell-cell fusion (GO:0140253)	39	2	0.96	+	2.09	0.248	1.0	GO:0140253
pigment granule organization (GO:0048753)	39	2	0.96	+	2.09	0.248	1.0	GO:0048753
syncytium formation by plasma membrane fusion (GO:0000768)	39	2	0.96	+	2.09	0.248	1.0	GO:0000768
activation of protein kinase activity (GO:0032147)	39	2	0.96	+	2.09	0.248	1.0	GO:0032147
lymphocyte apoptotic process (GO:0070227)	39	2	0.96	+	2.09	0.248	1.0	GO:0070227
regulation of fibroblast migration (GO:0010762)	39	2	0.96	+	2.09	0.248	1.0	GO:0010762
regulation of glycoprotein biosynthetic process (GO:0010559)	39	2	0.96	+	2.09	0.248	1.0	GO:0010559
central nervous system neuron axonogenesis (GO:0021955)	39	2	0.96	+	2.09	0.248	1.0	GO:0021955
regulation of tumor necrosis factor production (GO:0032680)	176	9	4.32	+	2.08	0.0424	1.0	GO:0032680
long-term synaptic potentiation (GO:0060291)	59	3	1.45	+	2.07	0.176	1.0	GO:0060291
regulation of cholesterol transport (GO:0032374)	59	3	1.45	+	2.07	0.176	1.0	GO:0032374
regulation of sterol transport (GO:0032371)	59	3	1.45	+	2.07	0.176	1.0	GO:0032371
neuron apoptotic process (GO:0051402)	118	6	2.9	+	2.07	0.0707	1.0	GO:0051402
response to type I interferon (GO:0034340)	59	3	1.45	+	2.07	0.176	1.0	GO:0034340
myeloid cell homeostasis (GO:0002262)	158	8	3.88	+	2.06	0.0609	1.0	GO:0002262
chemical synaptic transmission, postsynaptic (GO:0099565)	79	4	1.94	+	2.06	0.129	1.0	GO:0099565
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	79	4	1.94	+	2.06	0.129	1.0	GO:0051092
cellular response to xenobiotic stimulus (GO:0071466)	198	10	4.86	+	2.06	0.0319	1.0	GO:0071466
erythrocyte differentiation (GO:0030218)	119	6	2.92	+	2.05	0.073	1.0	GO:0030218
head morphogenesis (GO:0060323)	40	2	0.98	+	2.04	0.257	1.0	GO:0060323
regulation of stem cell proliferation (GO:0072091)	80	4	1.96	+	2.04	0.134	1.0	GO:0072091
negative regulation of interleukin-1 production (GO:0032692)	40	2	0.98	+	2.04	0.257	1.0	GO:0032692
alpha-amino acid biosynthetic process (GO:1901607)	60	3	1.47	+	2.04	0.182	1.0	GO:1901607
regulation of p38MAPK cascade (GO:1900744)	40	2	0.98	+	2.04	0.257	1.0	GO:1900744
regulation of dendrite development (GO:0050773)	100	5	2.45	+	2.04	0.0997	1.0	GO:0050773
mRNA 3'-end processing (GO:0031124)	40	2	0.98	+	2.04	0.257	1.0	GO:0031124
negative regulation of macroautophagy (GO:0016242)	40	2	0.98	+	2.04	0.257	1.0	GO:0016242
glycosaminoglycan metabolic process (GO:0030203)	60	3	1.47	+	2.04	0.182	1.0	GO:0030203
regulation of T cell cytokine production (GO:0002724)	40	2	0.98	+	2.04	0.257	1.0	GO:0002724
negative regulation of mitotic nuclear division (GO:0045839)	40	2	0.98	+	2.04	0.257	1.0	GO:0045839
lactation (GO:0007595)	40	2	0.98	+	2.04	0.257	1.0	GO:0007595
regulation of tumor necrosis factor superfamily cytokine production (GO:1903555)	181	9	4.44	+	2.03	0.0459	1.0	GO:1903555
isoprenoid metabolic process (GO:0006720)	121	6	2.97	+	2.02	0.0778	1.0	GO:0006720
regulation of viral genome replication (GO:0045069)	81	4	1.99	+	2.01	0.138	1.0	GO:0045069
cellular response to virus (GO:0098586)	81	4	1.99	+	2.01	0.138	1.0	GO:0098586
positive regulation of carbohydrate metabolic process (GO:0045913)	81	4	1.99	+	2.01	0.138	1.0	GO:0045913
glomerulus development (GO:0032835)	61	3	1.5	+	2.00	0.189	1.0	GO:0032835
CD4-positive, alpha-beta T cell differentiation (GO:0043367)	61	3	1.5	+	2.00	0.189	1.0	GO:0043367
regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	61	3	1.5	+	2.00	0.189	1.0	GO:1904705
embryonic digit morphogenesis (GO:0042733)	61	3	1.5	+	2.00	0.189	1.0	GO:0042733
glial cell differentiation (GO:0010001)	224	11	5.5	+	2.00	0.0266	1.0	GO:0010001
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	163	8	4.0	+	2.00	0.0654	1.0	GO:2001236
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)	143	7	3.51	+	1.99	0.0912	1.0	GO:0007200
NADH dehydrogenase complex assembly (GO:0010257)	41	2	1.01	+	1.99	0.266	1.0	GO:0010257
modified amino acid transport (GO:0072337)	41	2	1.01	+	1.99	0.266	1.0	GO:0072337
mitochondrial respiratory chain complex I assembly (GO:0032981)	41	2	1.01	+	1.99	0.266	1.0	GO:0032981
response to angiotensin (GO:1990776)	41	2	1.01	+	1.99	0.266	1.0	GO:1990776
cellular response to fatty acid (GO:0071398)	41	2	1.01	+	1.99	0.266	1.0	GO:0071398
intracellular lipid transport (GO:0032365)	41	2	1.01	+	1.99	0.266	1.0	GO:0032365
cellular response to amyloid-beta (GO:1904646)	41	2	1.01	+	1.99	0.266	1.0	GO:1904646
positive regulation of nitric oxide metabolic process (GO:1904407)	41	2	1.01	+	1.99	0.266	1.0	GO:1904407
chloride transport (GO:0006821)	124	6	3.04	+	1.97	0.131	1.0	GO:0006821
fatty acid derivative biosynthetic process (GO:1901570)	62	3	1.52	+	1.97	0.195	1.0	GO:1901570
response to fatty acid (GO:0070542)	62	3	1.52	+	1.97	0.195	1.0	GO:0070542
actin filament bundle assembly (GO:0051017)	62	3	1.52	+	1.97	0.195	1.0	GO:0051017
regulation of substrate adhesion-dependent cell spreading (GO:1900024)	62	3	1.52	+	1.97	0.195	1.0	GO:1900024
regulation of response to cytokine stimulus (GO:0060759)	186	9	4.56	+	1.97	0.0501	1.0	GO:0060759
regulation of immunoglobulin mediated immune response (GO:0002889)	62	3	1.52	+	1.97	0.195	1.0	GO:0002889
regulation of B cell mediated immunity (GO:0002712)	62	3	1.52	+	1.97	0.195	1.0	GO:0002712
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	166	8	4.07	+	1.96	0.0685	1.0	GO:0007189
renal system process (GO:0003014)	146	7	3.58	+	1.95	0.0949	1.0	GO:0003014
osteoblast differentiation (GO:0001649)	146	7	3.58	+	1.95	0.0949	1.0	GO:0001649
regulation of T cell proliferation (GO:0042129)	188	9	4.61	+	1.95	0.052	1.0	GO:0042129
skeletal system morphogenesis (GO:0048705)	230	11	5.64	+	1.95	0.0303	1.0	GO:0048705
peptide transport (GO:0015833)	105	5	2.58	+	1.94	0.116	1.0	GO:0015833
telencephalon cell migration (GO:0022029)	63	3	1.55	+	1.94	0.201	1.0	GO:0022029
positive regulation of nuclear division (GO:0051785)	63	3	1.55	+	1.94	0.201	1.0	GO:0051785
syncytium formation (GO:0006949)	42	2	1.03	+	1.94	0.276	1.0	GO:0006949
regulation of activated T cell proliferation (GO:0046006)	42	2	1.03	+	1.94	0.276	1.0	GO:0046006
positive regulation of response to endoplasmic reticulum stress (GO:1905898)	42	2	1.03	+	1.94	0.276	1.0	GO:1905898
cellular response to nutrient (GO:0031670)	42	2	1.03	+	1.94	0.276	1.0	GO:0031670
interstrand cross-link repair (GO:0036297)	42	2	1.03	+	1.94	0.276	1.0	GO:0036297
exploration behavior (GO:0035640)	42	2	1.03	+	1.94	0.276	1.0	GO:0035640
nucleoside monophosphate metabolic process (GO:0009123)	84	4	2.06	+	1.94	0.152	1.0	GO:0009123
neuromuscular junction development (GO:0007528)	42	2	1.03	+	1.94	0.276	1.0	GO:0007528
positive regulation of leukocyte proliferation (GO:0070665)	169	8	4.15	+	1.93	0.072	1.0	GO:0070665
positive regulation of apoptotic signaling pathway (GO:2001235)	148	7	3.63	+	1.93	0.0977	1.0	GO:2001235
regulation of cytokine production involved in immune response (GO:0002718)	127	6	3.12	+	1.93	0.135	1.0	GO:0002718
regulation of interleukin-8 production (GO:0032677)	85	4	2.09	+	1.92	0.156	1.0	GO:0032677
cellular response to amino acid stimulus (GO:0071230)	85	4	2.09	+	1.92	0.156	1.0	GO:0071230
positive regulation of exocytosis (GO:0045921)	85	4	2.09	+	1.92	0.156	1.0	GO:0045921
male gonad development (GO:0008584)	149	7	3.66	+	1.91	0.0991	1.0	GO:0008584
regulation of actin polymerization or depolymerization (GO:0008064)	149	7	3.66	+	1.91	0.0991	1.0	GO:0008064
positive regulation of cytokine-mediated signaling pathway (GO:0001961)	64	3	1.57	+	1.91	0.207	1.0	GO:0001961
stem cell population maintenance (GO:0019827)	128	6	3.14	+	1.91	0.137	1.0	GO:0019827
biomineral tissue development (GO:0031214)	107	5	2.63	+	1.90	0.193	1.0	GO:0031214
neuron migration (GO:0001764)	150	7	3.68	+	1.90	0.101	1.0	GO:0001764
development of primary male sexual characteristics (GO:0046546)	150	7	3.68	+	1.90	0.101	1.0	GO:0046546
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	43	2	1.06	+	1.90	0.285	1.0	GO:0002478
oligodendrocyte differentiation (GO:0048709)	86	4	2.11	+	1.90	0.161	1.0	GO:0048709
embryonic cranial skeleton morphogenesis (GO:0048701)	43	2	1.06	+	1.90	0.285	1.0	GO:0048701
triglyceride homeostasis (GO:0070328)	43	2	1.06	+	1.90	0.285	1.0	GO:0070328
detection of biotic stimulus (GO:0009595)	43	2	1.06	+	1.90	0.285	1.0	GO:0009595
positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774)	43	2	1.06	+	1.90	0.285	1.0	GO:0035774
regulation of heart rate by cardiac conduction (GO:0086091)	43	2	1.06	+	1.90	0.285	1.0	GO:0086091
hormone biosynthetic process (GO:0042446)	43	2	1.06	+	1.90	0.285	1.0	GO:0042446
male sex differentiation (GO:0046661)	172	8	4.22	+	1.90	0.0759	1.0	GO:0046661
pituitary gland development (GO:0021983)	43	2	1.06	+	1.90	0.285	1.0	GO:0021983
amino acid catabolic process (GO:0009063)	108	5	2.65	+	1.89	0.195	1.0	GO:0009063
positive regulation of protein localization to plasma membrane (GO:1903078)	65	3	1.59	+	1.88	0.214	1.0	GO:1903078
positive regulation of interleukin-8 production (GO:0032757)	65	3	1.59	+	1.88	0.214	1.0	GO:0032757
regulation of lipid catabolic process (GO:0050994)	65	3	1.59	+	1.88	0.214	1.0	GO:0050994
negative regulation of small GTPase mediated signal transduction (GO:0051058)	65	3	1.59	+	1.88	0.214	1.0	GO:0051058
ovulation cycle (GO:0042698)	65	3	1.59	+	1.88	0.214	1.0	GO:0042698
actin filament bundle organization (GO:0061572)	65	3	1.59	+	1.88	0.214	1.0	GO:0061572
synaptic vesicle exocytosis (GO:0016079)	65	3	1.59	+	1.88	0.214	1.0	GO:0016079
lymphocyte migration (GO:0072676)	65	3	1.59	+	1.88	0.214	1.0	GO:0072676
regulation of actin filament length (GO:0030832)	152	7	3.73	+	1.88	0.104	1.0	GO:0030832
vascular transport (GO:0010232)	87	4	2.13	+	1.87	0.166	1.0	GO:0010232
cellular response to fibroblast growth factor stimulus (GO:0044344)	87	4	2.13	+	1.87	0.166	1.0	GO:0044344
transport across blood-brain barrier (GO:0150104)	87	4	2.13	+	1.87	0.166	1.0	GO:0150104
negative regulation of cell growth (GO:0030308)	174	8	4.27	+	1.87	0.0786	1.0	GO:0030308
response to retinoic acid (GO:0032526)	109	5	2.67	+	1.87	0.197	1.0	GO:0032526
regulation of production of molecular mediator of immune response (GO:0002700)	197	9	4.83	+	1.86	0.0619	1.0	GO:0002700
neurotransmitter secretion (GO:0007269)	88	4	2.16	+	1.85	0.17	1.0	GO:0007269
regulation of natural killer cell activation (GO:0032814)	44	2	1.08	+	1.85	0.294	1.0	GO:0032814
positive regulation of lymphocyte migration (GO:2000403)	44	2	1.08	+	1.85	0.294	1.0	GO:2000403
retinoid metabolic process (GO:0001523)	88	4	2.16	+	1.85	0.17	1.0	GO:0001523
signal release from synapse (GO:0099643)	88	4	2.16	+	1.85	0.17	1.0	GO:0099643
endosome transport via multivesicular body sorting pathway (GO:0032509)	44	2	1.08	+	1.85	0.294	1.0	GO:0032509
homeostasis of number of cells within a tissue (GO:0048873)	44	2	1.08	+	1.85	0.294	1.0	GO:0048873
negative chemotaxis (GO:0050919)	44	2	1.08	+	1.85	0.294	1.0	GO:0050919
detection of chemical stimulus involved in sensory perception of taste (GO:0050912)	44	2	1.08	+	1.85	0.294	1.0	GO:0050912
negative regulation of plasma membrane bounded cell projection assembly (GO:0120033)	44	2	1.08	+	1.85	0.294	1.0	GO:0120033
regulation of long-term synaptic potentiation (GO:1900271)	44	2	1.08	+	1.85	0.294	1.0	GO:1900271
acylglycerol homeostasis (GO:0055090)	44	2	1.08	+	1.85	0.294	1.0	GO:0055090
positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	44	2	1.08	+	1.85	0.294	1.0	GO:1900026
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	44	2	1.08	+	1.85	0.294	1.0	GO:0030330
regulation of dendritic spine morphogenesis (GO:0061001)	44	2	1.08	+	1.85	0.294	1.0	GO:0061001
L-alpha-amino acid transmembrane transport (GO:1902475)	66	3	1.62	+	1.85	0.22	1.0	GO:1902475
regulation of postsynaptic membrane potential (GO:0060078)	110	5	2.7	+	1.85	0.199	1.0	GO:0060078
maintenance of protein location (GO:0045185)	66	3	1.62	+	1.85	0.22	1.0	GO:0045185
inorganic anion transmembrane transport (GO:0098661)	132	6	3.24	+	1.85	0.144	1.0	GO:0098661
somatic stem cell population maintenance (GO:0035019)	66	3	1.62	+	1.85	0.22	1.0	GO:0035019
forebrain cell migration (GO:0021885)	66	3	1.62	+	1.85	0.22	1.0	GO:0021885
fatty acid metabolic process (GO:0006631)	331	15	8.12	+	1.85	0.0286	1.0	GO:0006631
establishment of vesicle localization (GO:0051650)	177	8	4.34	+	1.84	0.083	1.0	GO:0051650
maintenance of cell number (GO:0098727)	133	6	3.26	+	1.84	0.146	1.0	GO:0098727
small molecule biosynthetic process (GO:0044283)	489	22	12.0	+	1.83	0.00686	1.0	GO:0044283
positive regulation of reproductive process (GO:2000243)	89	4	2.18	+	1.83	0.175	1.0	GO:2000243
interferon-mediated signaling pathway (GO:0140888)	67	3	1.64	+	1.82	0.227	1.0	GO:0140888
macrophage activation (GO:0042116)	67	3	1.64	+	1.82	0.227	1.0	GO:0042116
regulation of protein localization to cell periphery (GO:1904375)	157	7	3.85	+	1.82	0.112	1.0	GO:1904375
positive regulation of small molecule metabolic process (GO:0062013)	157	7	3.85	+	1.82	0.112	1.0	GO:0062013
regulation of lymphocyte mediated immunity (GO:0002706)	202	9	4.96	+	1.82	0.102	1.0	GO:0002706
defense response to virus (GO:0051607)	292	13	7.17	+	1.81	0.0345	1.0	GO:0051607
photoreceptor cell maintenance (GO:0045494)	45	2	1.1	+	1.81	0.303	1.0	GO:0045494
pattern recognition receptor signaling pathway (GO:0002221)	135	6	3.31	+	1.81	0.15	1.0	GO:0002221
regulation of calcium ion import (GO:0090279)	45	2	1.1	+	1.81	0.303	1.0	GO:0090279
membrane fission (GO:0090148)	45	2	1.1	+	1.81	0.303	1.0	GO:0090148
negative regulation of transferase activity (GO:0051348)	90	4	2.21	+	1.81	0.286	1.0	GO:0051348
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	45	2	1.1	+	1.81	0.303	1.0	GO:0032088
establishment of protein localization to extracellular region (GO:0035592)	135	6	3.31	+	1.81	0.15	1.0	GO:0035592
nucleoside monophosphate biosynthetic process (GO:0009124)	45	2	1.1	+	1.81	0.303	1.0	GO:0009124
fatty-acyl-CoA metabolic process (GO:0035337)	45	2	1.1	+	1.81	0.303	1.0	GO:0035337
ear morphogenesis (GO:0042471)	135	6	3.31	+	1.81	0.15	1.0	GO:0042471
positive regulation of D-glucose transmembrane transport (GO:0010828)	45	2	1.1	+	1.81	0.303	1.0	GO:0010828
maintenance of protein localization in organelle (GO:0072595)	45	2	1.1	+	1.81	0.303	1.0	GO:0072595
inner ear morphogenesis (GO:0042472)	113	5	2.77	+	1.80	0.205	1.0	GO:0042472
regulation of lymphocyte proliferation (GO:0050670)	249	11	6.11	+	1.80	0.0587	1.0	GO:0050670
epithelial tube morphogenesis (GO:0060562)	317	14	7.78	+	1.80	0.0403	1.0	GO:0060562
regulation of multicellular organism growth (GO:0040014)	68	3	1.67	+	1.80	0.233	1.0	GO:0040014
protein localization to cilium (GO:0061512)	68	3	1.67	+	1.80	0.233	1.0	GO:0061512
regulation of epithelial cell migration (GO:0010632)	68	3	1.67	+	1.80	0.233	1.0	GO:0010632
phospholipid metabolic process (GO:0006644)	363	16	8.91	+	1.80	0.024	1.0	GO:0006644
positive regulation of mitotic cell cycle phase transition (GO:1901992)	91	4	2.23	+	1.79	0.289	1.0	GO:1901992
cartilage development (GO:0051216)	182	8	4.47	+	1.79	0.091	1.0	GO:0051216
symbiont entry into host (GO:0044409)	114	5	2.8	+	1.79	0.207	1.0	GO:0044409
symbiont entry into host cell (GO:0046718)	114	5	2.8	+	1.79	0.207	1.0	GO:0046718
negative regulation of protein modification process (GO:0031400)	206	9	5.05	+	1.78	0.105	1.0	GO:0031400
response to ketone (GO:1901654)	229	10	5.62	+	1.78	0.0792	1.0	GO:1901654
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	46	2	1.13	+	1.77	0.312	1.0	GO:0007157
regulation of mononuclear cell proliferation (GO:0032944)	253	11	6.21	+	1.77	0.0619	1.0	GO:0032944
acyl-CoA biosynthetic process (GO:0071616)	46	2	1.13	+	1.77	0.312	1.0	GO:0071616
reproductive behavior (GO:0019098)	46	2	1.13	+	1.77	0.312	1.0	GO:0019098
regulation of macrophage migration (GO:1905521)	46	2	1.13	+	1.77	0.312	1.0	GO:1905521
leukocyte degranulation (GO:0043299)	46	2	1.13	+	1.77	0.312	1.0	GO:0043299
thioester biosynthetic process (GO:0035384)	46	2	1.13	+	1.77	0.312	1.0	GO:0035384
bone remodeling (GO:0046849)	46	2	1.13	+	1.77	0.312	1.0	GO:0046849
diterpenoid metabolic process (GO:0016101)	92	4	2.26	+	1.77	0.291	1.0	GO:0016101
negative regulation of blood coagulation (GO:0030195)	46	2	1.13	+	1.77	0.312	1.0	GO:0030195
substrate adhesion-dependent cell spreading (GO:0034446)	46	2	1.13	+	1.77	0.312	1.0	GO:0034446
positive regulation of reactive oxygen species metabolic process (GO:2000379)	69	3	1.69	+	1.77	0.24	1.0	GO:2000379
aldehyde metabolic process (GO:0006081)	69	3	1.69	+	1.77	0.24	1.0	GO:0006081
membrane biogenesis (GO:0044091)	69	3	1.69	+	1.77	0.24	1.0	GO:0044091
amino acid biosynthetic process (GO:0008652)	69	3	1.69	+	1.77	0.24	1.0	GO:0008652
endosome to lysosome transport (GO:0008333)	69	3	1.69	+	1.77	0.24	1.0	GO:0008333
cardiac conduction (GO:0061337)	69	3	1.69	+	1.77	0.24	1.0	GO:0061337
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002822)	207	9	5.08	+	1.77	0.106	1.0	GO:0002822
homeostasis of number of cells (GO:0048872)	322	14	7.9	+	1.77	0.042	1.0	GO:0048872
cell-substrate adhesion (GO:0031589)	185	8	4.54	+	1.76	0.143	1.0	GO:0031589
cellular response to ketone (GO:1901655)	116	5	2.85	+	1.76	0.212	1.0	GO:1901655
T cell receptor signaling pathway (GO:0050852)	116	5	2.85	+	1.76	0.212	1.0	GO:0050852
multicellular organismal response to stress (GO:0033555)	93	4	2.28	+	1.75	0.294	1.0	GO:0033555
cellular response to acid chemical (GO:0071229)	93	4	2.28	+	1.75	0.294	1.0	GO:0071229
negative regulation of lymphocyte proliferation (GO:0050672)	93	4	2.28	+	1.75	0.294	1.0	GO:0050672
excitatory postsynaptic potential (GO:0060079)	70	3	1.72	+	1.75	0.246	1.0	GO:0060079
negative regulation of protein kinase activity (GO:0006469)	70	3	1.72	+	1.75	0.246	1.0	GO:0006469
astrocyte differentiation (GO:0048708)	70	3	1.72	+	1.75	0.246	1.0	GO:0048708
regulation of meiotic cell cycle (GO:0051445)	70	3	1.72	+	1.75	0.246	1.0	GO:0051445
negative regulation of DNA-binding transcription factor activity (GO:0043433)	70	3	1.72	+	1.75	0.246	1.0	GO:0043433
negative regulation of hormone secretion (GO:0046888)	70	3	1.72	+	1.75	0.246	1.0	GO:0046888
signal transduction by p53 class mediator (GO:0072331)	94	4	2.31	+	1.73	0.296	1.0	GO:0072331
nuclear membrane organization (GO:0071763)	47	2	1.15	+	1.73	0.321	1.0	GO:0071763
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	47	2	1.15	+	1.73	0.321	1.0	GO:2000516
cellular response to epidermal growth factor stimulus (GO:0071364)	47	2	1.15	+	1.73	0.321	1.0	GO:0071364
negative regulation of nuclear division (GO:0051784)	47	2	1.15	+	1.73	0.321	1.0	GO:0051784
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	47	2	1.15	+	1.73	0.321	1.0	GO:1902041
negative regulation of type I interferon production (GO:0032480)	47	2	1.15	+	1.73	0.321	1.0	GO:0032480
regulation of filopodium assembly (GO:0051489)	47	2	1.15	+	1.73	0.321	1.0	GO:0051489
autonomic nervous system development (GO:0048483)	47	2	1.15	+	1.73	0.321	1.0	GO:0048483
endodermal cell differentiation (GO:0035987)	47	2	1.15	+	1.73	0.321	1.0	GO:0035987
fatty acid transport (GO:0015908)	94	4	2.31	+	1.73	0.296	1.0	GO:0015908
metabolic compound salvage (GO:0043094)	47	2	1.15	+	1.73	0.321	1.0	GO:0043094
purine nucleoside monophosphate metabolic process (GO:0009126)	47	2	1.15	+	1.73	0.321	1.0	GO:0009126
negative regulation of hemostasis (GO:1900047)	47	2	1.15	+	1.73	0.321	1.0	GO:1900047
positive regulation of glucose metabolic process (GO:0010907)	47	2	1.15	+	1.73	0.321	1.0	GO:0010907
cardiac muscle cell action potential involved in contraction (GO:0086002)	47	2	1.15	+	1.73	0.321	1.0	GO:0086002
ovulation cycle process (GO:0022602)	47	2	1.15	+	1.73	0.321	1.0	GO:0022602
regulation of humoral immune response (GO:0002920)	47	2	1.15	+	1.73	0.321	1.0	GO:0002920
phototransduction (GO:0007602)	47	2	1.15	+	1.73	0.321	1.0	GO:0007602
positive regulation of mitotic nuclear division (GO:0045840)	47	2	1.15	+	1.73	0.321	1.0	GO:0045840
positive regulation of mRNA catabolic process (GO:0061014)	94	4	2.31	+	1.73	0.296	1.0	GO:0061014
response to virus (GO:0009615)	400	17	9.82	+	1.73	0.0312	1.0	GO:0009615
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	259	11	6.36	+	1.73	0.0673	1.0	GO:0007188
regulation of cell division (GO:0051302)	189	8	4.64	+	1.72	0.147	1.0	GO:0051302
protein localization to extracellular region (GO:0071692)	142	6	3.48	+	1.72	0.166	1.0	GO:0071692
branching morphogenesis of an epithelial tube (GO:0048754)	142	6	3.48	+	1.72	0.166	1.0	GO:0048754
sensory perception of taste (GO:0050909)	71	3	1.74	+	1.72	0.253	1.0	GO:0050909
protein insertion into membrane (GO:0051205)	71	3	1.74	+	1.72	0.253	1.0	GO:0051205
positive regulation of response to cytokine stimulus (GO:0060760)	71	3	1.74	+	1.72	0.253	1.0	GO:0060760
negative regulation of cytokine production (GO:0001818)	308	13	7.56	+	1.72	0.0593	1.0	GO:0001818
negative regulation of MAPK cascade (GO:0043409)	166	7	4.07	+	1.72	0.131	1.0	GO:0043409
response to fibroblast growth factor (GO:0071774)	95	4	2.33	+	1.72	0.299	1.0	GO:0071774
negative regulation of mononuclear cell proliferation (GO:0032945)	95	4	2.33	+	1.72	0.299	1.0	GO:0032945
regulation of response to endoplasmic reticulum stress (GO:1905897)	95	4	2.33	+	1.72	0.299	1.0	GO:1905897
positive regulation of T cell mediated immunity (GO:0002711)	72	3	1.77	+	1.70	0.26	1.0	GO:0002711
steroid biosynthetic process (GO:0006694)	96	4	2.36	+	1.70	0.302	1.0	GO:0006694
toll-like receptor signaling pathway (GO:0002224)	48	2	1.18	+	1.70	0.33	1.0	GO:0002224
