Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	GOID	Count
Protein Localization to Organelle (GO:0033365)	2/151	0.1745721183448066	0.2978007960587003	0	0	2.7052458567319544	4.721783019390408	MAVS;DHX9	GO:0033365	2
Cellular Response to Cytokine Stimulus (GO:0071345)	3/289	0.1761215417915331	0.2978007960587003	0	0	2.121043904549059	3.683364425862904	IL36B;CAMK2A;IL18	GO:0071345	3
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	2/153	0.1781426883872586	0.2978007960587003	0	0	2.6691444789836463	4.604729127640162	GNAL;OR5AN1	GO:0007189	2
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374)	2/153	0.1781426883872586	0.2978007960587003	0	0	2.6691444789836463	4.604729127640162	IL26;APOE	GO:0070374	2
Regulation of DNA-templated Transcription (GO:0006355)	14/2139	0.1790922104734976	0.2988242909218811	0	0	1.3616963064295486	2.341919470505636	NCOA2;ENY2;DHX9;BICRAL;IFNA2;PRRX2;PASD1;NR2F2;MTDH;FSTL3;SALL3;HAS3;CTNNB1;APOE	GO:0006355	14
Regulation of Cellular Component Organization (GO:0051128)	2/159	0.188921090423562	0.3060038137390785	0	0	2.566359027687508	4.276647055148966	APOE;PAPPA2	GO:0051128	2
Response to Lipopolysaccharide (GO:0032496)	2/161	0.1925342332331442	0.3076054408603368	0	0	2.533821075600051	4.174422855022089	IL36B;IL18	GO:0032496	2
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	4/455	0.1935050668234663	0.3076054408603368	0	0	1.796840354767184	2.9512232827873626	PSMA3;CTNNB1;KBTBD8;CCAR1	GO:0006511	4
Positive Regulation of Apoptotic Process (GO:0043065)	3/313	0.2064565647387193	0.3159248987193528	0	0	1.954439640838045	3.083451463439517	CTNNB1;SEPTIN4;CCAR1	GO:0043065	3
Cellular Response to Nitrogen Compound (GO:1901699)	2/169	0.2070740009736848	0.3163233876942841	0	0	2.4114627887082976	3.797279950054776	GRIN2A;CTNNB1	GO:1901699	2
Negative Regulation of RNA Biosynthetic Process (GO:1902679)	4/470	0.2089262115724027	0.3169290367704726	0	0	1.7376609442060085	2.72078457753426	IFNA2;PASD1;CTNNB1;NR2F2	GO:1902679	4
Protein Modification by Small Protein Conjugation (GO:0032446)	3/316	0.2103321372697944	0.3169290367704726	0	0	1.9354105595994864	3.017435492906606	RANBP2;FBXO2;CCAR1	GO:0032446	3
Negative Regulation of Apoptotic Process (GO:0043066)	4/475	0.2141453729360067	0.3199541322450286	0	0	1.7187721160651095	2.6488000205470663	CTNNB1;GCG;MAGEA4;MTDH	GO:0043066	4
Proteolysis (GO:0006508)	3/321	0.2168275960114548	0.3224616243986266	0	0	1.904493289243338	2.911308865185454	FBXO2;CTSE;PAPPA2	GO:0006508	3
Regulation of Neuron Projection Development (GO:0010975)	2/176	0.2198915232723461	0.3247064826988311	0	0	2.313628899835797	3.504270756560818	APOE;LZTS3	GO:0010975	2
Extracellular Matrix Organization (GO:0030198)	2/182	0.2309319721381435	0.3310772286640699	0	0	2.235827664399093	3.276900805609977	CRTAP;HAS3	GO:0030198	2
Positive Regulation of Catabolic Process (GO:0009896)	2/183	0.2327759415281753	0.3327047832651823	0	0	2.22336227308603	3.240948300139577	NSF;MTDH	GO:0009896	2
Negative Regulation of Cell Migration (GO:0030336)	2/184	0.2346208736215179	0.3336662825500239	0	0	2.2110338640950884	3.2055223406951834	APOE;NR2F2	GO:0030336	2
Defense Response to Virus (GO:0051607)	2/198	0.2605210865836891	0.3551102810971517	0	0	2.0516451478550604	2.75960936414797	MAVS;IFNA2	GO:0051607	2
Protein Localization to Membrane (GO:0072657)	2/199	0.2623741321223194	0.3570867604614055	0	0	2.0411271107427744	2.7309950255145217	ANO1;NMT2	GO:0072657	2
Transcription by RNA Polymerase II (GO:0006366)	2/200	0.2642273190435063	0.357959334361692	0	0	2.0307153164296023	2.702771390555414	NCOA2;GTF2H4	GO:0006366	2
Regulation of Translation (GO:0006417)	2/201	0.2660805999708533	0.3593710542289269	0	0	2.020408163265306	2.6749315277587797	RPS4X;DHX9	GO:0006417	2
Regulation of Cell Differentiation (GO:0045595)	2/201	0.2660805999708533	0.3593710542289269	0	0	2.020408163265306	2.6749315277587797	BICRAL;CTNNB1	GO:0045595	2
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558)	2/202	0.2679339282131197	0.360774255922225	0	0	2.010204081632653	2.647468657967029	IFNA2;APOE	GO:0010558	2
Positive Regulation of MAPK Cascade (GO:0043410)	3/362	0.2714401313169725	0.3630068173086856	0	0	1.6834563363294377	2.195250083379868	IL26;PLCG2;APOE	GO:0043410	3
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	2/204	0.2716405416203822	0.3630068173086856	0	0	1.99009900990099	2.5936475306384104	MAVS;MTDH	GO:0043123	2
mRNA Splicing, via Spliceosome (GO:0000398)	2/211	0.2846085117795441	0.3705634547152725	0	0	1.9227614490772384	2.4162202661991947	NCBP2L;DHX9	GO:0000398	2
Regulation of Angiogenesis (GO:0045765)	2/211	0.2846085117795441	0.3705634547152725	0	0	1.9227614490772384	2.4162202661991947	CTNNB1;MTDH	GO:0045765	2
Sensory Perception of Smell (GO:0007608)	2/214	0.2901611340045544	0.3753033061723142	0	0	1.895263765883712	2.345045632168264	GNAL;OR5AN1	GO:0007608	2
Negative Regulation of Cell Population Proliferation (GO:0008285)	3/379	0.2945627564285953	0.379887339440663	0	0	1.6059442860276376	1.9628866080970504	IL26;CTNNB1;APOE	GO:0008285	3
Negative Regulation of Cell Differentiation (GO:0045596)	2/220	0.3012512383589752	0.3864460359256692	0	0	1.8425388504025464	2.2106977973856403	BICRAL;NEPRO	GO:0045596	2
Cellular Response to Oxygen-Containing Compound (GO:1901701)	3/384	0.3013930144747601	0.3864460359256692	0	0	1.5844630245961522	1.900310153251688	GRIN2A;IL36B;IL18	GO:1901701	3
Defense Response to Bacterium (GO:0042742)	2/221	0.3030971611463874	0.3880694866700856	0	0	1.8340322430342	2.189287701689722	MAVS;IL18	GO:0042742	2
Regulation of ERK1 and ERK2 Cascade (GO:0070372)	2/223	0.3067865775307917	0.3895569789930213	0	0	1.8172499769138424	2.1472679524095994	IL26;APOE	GO:0070372	2
Regulation of Gene Expression (GO:0010468)	7/1127	0.3333663024528846	0.4130944670954626	0	0	1.2620967741935485	1.38643020113204	NCOA2;ENY2;ESRP1;IFNA2;PRRX2;PLCG2;APOE	GO:0010468	7
Cytokine-Mediated Signaling Pathway (GO:0019221)	2/255	0.3651558854492668	0.4375788047777726	0	0	1.5848189078002743	1.5965955911608378	IL36B;IL18	GO:0019221	2
Positive Regulation of Signal Transduction (GO:0009967)	2/256	0.3669537832391479	0.4375788047777726	0	0	1.5784991161819055	1.58247593963607	GRIN2A;NEPRO	GO:0009967	2
Positive Regulation of Gene Expression (GO:0010628)	3/436	0.3725507899208762	0.4403722601856155	0	0	1.3904668936453894	1.3729218456655183	RPS4X;IL26;PLCG2	GO:0010628	3
Chemical Synaptic Transmission (GO:0007268)	2/260	0.3741260343552351	0.4407921096259818	0	0	1.5537098560354374	1.5275493410390295	GRIN2A;APOE	GO:0007268	2
Negative Regulation of Signal Transduction (GO:0009968)	2/277	0.4042312081401017	0.4621275489188777	0	0	1.4564007421150278	1.3191615767443174	NCOA2;FSTL3	GO:0009968	2
Cellular Component Assembly (GO:0022607)	2/277	0.4042312081401017	0.4621275489188777	0	0	1.4564007421150278	1.3191615767443174	DHX9;HAS3	GO:0022607	2
Nervous System Development (GO:0007399)	3/480	0.4318050600863984	0.4886070028563843	0	0	1.2593529144783764	1.057580703247285	INTU;NR2F2;NR2F6	GO:0007399	3
Positive Regulation of Cell Differentiation (GO:0045597)	2/297	0.4387599969995228	0.4917621779955414	0	0	1.356278104462124	1.1173055905524882	IL18;CTNNB1	GO:0045597	2
DNA Repair (GO:0006281)	2/302	0.4472259164105206	0.4965440625811043	0	0	1.3333333333333333	1.0729218749373233	GTF2H4;PMS1	GO:0006281	2
Regulation of Intracellular Signal Transduction (GO:1902531)	2/302	0.4472259164105206	0.4965440625811043	0	0	1.3333333333333333	1.0729218749373233	PLCG2;DEF6	GO:1902531	2
Protein Transport (GO:0015031)	2/308	0.4572919096266198	0.50518782036058	0	0	1.3067893824196346	1.0224755812740838	NSF;APOE	GO:0015031	2
Regulation of Cell Cycle (GO:0051726)	2/318	0.4738353384074903	0.5189346227800202	0	0	1.2647894600878329	0.9446654359890116	NEK9;MAGEA4	GO:0051726	2
Chromatin Organization (GO:0006325)	2/323	0.4819945469903997	0.5259201584156332	0	0	1.244770805518469	0.9084617141908335	DHX9;BICRAL	GO:0006325	2
Protein Modification Process (GO:0036211)	3/545	0.5153485475948817	0.5562167477318425	0	0	1.1046144482063378	0.7322619696106277	FBXO2;MGAT4A;CAMK2A	GO:0036211	3
Positive Regulation of Cell Migration (GO:0030335)	2/344	0.51541077865445	0.5562167477318425	0	0	1.1670843776106934	0.7735331008489191	PLCG2;CCAR1	GO:0030335	2
Negative Regulation of Gene Expression (GO:0010629)	2/364	0.545905957552914	0.5816320238316217	0	0	1.101477054910362	0.6667334866611279	IFNA2;APOE	GO:0010629	2
Gene Expression (GO:0010467)	2/381	0.5707728050928444	0.6041872225952929	0	0	1.0511550266544614	0.5894499373210654	RPS4X;CIAO2A	GO:0010467	2
Regulation of RNA Biosynthetic Process (GO:2001141)	2/465	0.6791573094919723	0.7005034401845177	0	0	0.8567461541852162	0.3314772289755667	NCOA2;PRRX2	GO:2001141	2
Regulation of Cell Migration (GO:0030334)	2/479	0.694912070462765	0.7126065907754744	0	0	0.8310015830231464	0.3024596118867222	CAMK2A;CCAR1	GO:0030334	2
Negative Regulation of Cellular Process (GO:0048523)	2/531	0.7479687527978527	0.7617244999757443	0	0	0.7473091315921454	0.2170141449154757	BICRAL;CTNNB1	GO:0048523	2
